"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year:2020-21,,,,,,,,,,,,,,,,,,State Name :Uttar Pradesh,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none,,,,,,,,,,,,,,,,,,
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Social Category,Girls,Boys,Overall,Girls,Boys,Overall,Girls,Boys,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUSHAMBI,ST,0,0,0,0,0,0,66.67,83.33,77.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUSHAMBI,Overall,0,0,0,7.35,3.27,5.28,14.98,13.85,14.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHERI,General,4.13,4.28,4.21,10.85,6.2,8.35,13.24,11.24,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHERI,OBC,3.17,4.09,3.66,14.8,11.77,13.21,16.89,14.28,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHERI,SC,2.8,3.36,3.09,20.01,15.76,17.78,17.54,16.97,17.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHERI,ST,1.43,7.81,4.76,16.57,6.27,11.74,23.9,10.17,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHERI,Overall,3.18,3.96,3.59,15.83,11.97,13.8,16.44,14.25,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUSHINAGAR,General,0,0,0,0.65,0,0,20.16,15.24,17.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUSHINAGAR,OBC,3.99,3.92,3.96,0,0,0,11.32,3.8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUSHINAGAR,SC,3.13,4.03,3.58,5.88,4.27,5.1,17.11,18.64,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUSHINAGAR,ST,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUSHINAGAR,Overall,3.11,3.31,3.21,0,0,0,13.47,8.01,10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LALITPUR,General,0.25,0.12,0.18,8.82,5.2,6.93,2.45,9.24,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LALITPUR,OBC,2.07,2.2,2.14,12.64,9.12,10.81,17.94,22.37,20.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LALITPUR,SC,0,0.78,0.19,14.66,11.87,13.2,19.64,22.33,21.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LALITPUR,ST,0.52,0,0,31.84,30.29,31,52.98,37.24,43.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LALITPUR,Overall,1.13,1.39,1.26,13.7,10.56,12.05,16.27,20.74,18.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKNOW,General,8.49,9.69,9.14,2.92,3.49,3.23,6.68,7.69,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKNOW,OBC,0,3.51,1.84,3.58,4.41,4.01,6.93,7.81,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKNOW,SC,5.18,6.14,5.68,10.69,9.87,10.27,12.28,12.26,12.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKNOW,ST,15.03,16.16,15.65,0,0,0,3.52,5.6,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKNOW,Overall,4.49,6.54,5.58,5.13,5.26,5.2,7.92,8.63,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHARAJGANJ,General,0,0,0,0,0,0,7.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHARAJGANJ,OBC,1,0,0.12,5.59,0,2.3,20.86,16.55,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHARAJGANJ,SC,3.35,3.63,3.49,11.13,7.69,9.44,24.66,15.51,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHARAJGANJ,ST,0,0,0,23.8,26.91,25.57,35.94,39.1,37.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHARAJGANJ,Overall,1.38,0.36,0.86,6.52,0,3.18,20.05,13.49,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOBA,General,10.78,12.47,11.67,0,16.21,8.02,0,15.92,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOBA,OBC,4.46,5.33,4.91,14.39,13.32,13.84,6.1,17.12,12.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOBA,SC,0,0,0,12.3,10.02,11.12,16.53,17.65,17.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOBA,ST,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOBA,Overall,3.43,4.46,3.96,11.13,12.72,11.97,7.58,17.04,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINPURI,General,3.43,1.41,2.37,3,0,0,13.47,14.67,14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINPURI,OBC,0,0,0,3.35,0,0,9.76,10.61,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINPURI,SC,0,0,0,4.39,0,1.64,12.36,11.87,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINPURI,ST,0,0,0,0,0,0,64.86,59.49,62.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINPURI,Overall,0,0,0,3.24,0,0,10.99,11.53,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATHURA,General,0,0,0,0,0,0,9.57,9.07,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATHURA,OBC,0,0,0,0,0,0,9.3,3.89,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATHURA,SC,0,0,0,4.21,0,0,15.41,10.92,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATHURA,ST,0,0,0,0,21.01,11.94,56.62,42.39,48.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATHURA,Overall,0,0,0,0,0,0,10.88,7.29,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAU,General,24.66,21.31,22.96,33.55,33.31,33.43,45.14,43.33,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAU,OBC,2.23,5.29,3.76,2.97,2.5,2.74,11.37,6.64,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAU,SC,7.95,7.6,7.77,12.62,6.38,9.63,14.84,15,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAU,ST,15.91,17.77,16.86,7.35,12.23,9.86,47.93,47.26,47.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAU,Overall,7.14,8.43,7.79,10.17,8.61,9.41,19.61,17.05,18.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEERUT,General,4.34,4.25,4.28,0,0,0,4.27,4.14,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEERUT,OBC,4.9,6.27,5.62,0.89,0,0,7.06,0,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEERUT,SC,4.35,3.33,3.8,5.52,0,2.57,4.63,5.12,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEERUT,ST,24.12,20.68,22.32,27.35,67.51,49.97,14.33,69.86,45.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEERUT,Overall,4.71,5.06,4.89,1.61,0,0,5.65,2.43,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRZAPUR,General,7.38,3.99,5.55,0,0,0,9.92,9.17,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRZAPUR,OBC,4.06,4.63,4.35,8.36,8.3,8.32,16.47,14.08,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRZAPUR,SC,2.36,3.31,2.85,10.41,9.91,10.16,23.03,23.43,23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRZAPUR,ST,26.98,21.35,24.02,13.2,16.01,14.68,45.51,32.76,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRZAPUR,Overall,3.98,4.24,4.12,7.86,7.74,7.8,17.35,15.74,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADABAD,General,0.67,2.95,1.86,0,0,0,4.65,4.93,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADABAD,OBC,7.69,10.34,9.06,2.64,1.36,2,10.35,5.96,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADABAD,SC,0.79,0,0.28,3.13,0,1.41,8.64,3.83,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADABAD,ST,24.06,11.59,17.84,65.83,47.57,57.06,64.88,84.44,76.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADABAD,Overall,4.4,6.42,5.45,1.05,0.03,0.53,8.75,5.78,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUZAFFARNAGAR,General,0,0,0,0,0,0,3.63,8.41,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUZAFFARNAGAR,OBC,11.7,13.61,12.72,12.2,9.82,10.94,9.52,9.73,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUZAFFARNAGAR,SC,6.97,7.69,7.35,8.42,3.06,5.67,14.45,14.53,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUZAFFARNAGAR,ST,0,0,0,0,0,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUZAFFARNAGAR,Overall,7.74,9.3,8.57,8.47,6.39,7.37,9.35,10.45,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILIBHIT,General,0,0,0,0,0,0,2.15,3.99,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILIBHIT,OBC,6.63,7.63,7.15,14.39,10.54,12.37,10.2,14.76,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILIBHIT,SC,8.3,8.59,8.45,20.68,18.51,19.55,11.92,12.56,12.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILIBHIT,ST,29.64,37.08,33.51,56.4,45.87,50.62,59.46,45.36,51.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILIBHIT,Overall,2.29,3.43,2.89,11.6,8.69,10.05,9.11,12.48,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRATAPGARH,General,9.72,7.68,8.69,13.43,10.76,12.1,32.48,27.97,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRATAPGARH,OBC,1.68,1.81,1.75,6.68,7.8,7.24,22.89,19.89,21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRATAPGARH,SC,4.08,3.69,3.88,14.2,14.75,14.48,25.15,20.59,22.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRATAPGARH,ST,0,0,0,0,0,0,31.25,30.58,30.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRATAPGARH,Overall,3.85,3.41,3.62,10.27,10.25,10.26,26.3,22.52,24.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAE BARELI,General,6.64,1.2,3.85,11.08,7.18,9.06,8.6,8.25,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAE BARELI,OBC,0,0,0,3.36,0,1.58,6.07,2.64,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAE BARELI,SC,2.28,2.36,2.32,11.29,10.43,10.86,12.52,10.94,11.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAE BARELI,ST,25.88,14.09,19.48,57.69,36.31,47.8,35.71,68.85,60.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAE BARELI,Overall,0.97,0.01,0.48,7.97,5.39,6.67,8.63,6.7,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMPUR,General,1.28,3.33,2.35,0,0,0,12.38,10.16,11.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMPUR,OBC,7.34,10.23,8.84,9.49,3.11,6.33,9.79,7.15,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMPUR,SC,4.78,5.75,5.29,13.49,9.75,11.55,15.01,9.65,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMPUR,ST,0,0,0,0,0,0,0,16.67,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMPUR,Overall,4.99,7.3,6.19,6.14,2.33,4.22,11.43,8.53,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHARANPUR,General,12,13.41,12.75,7.38,4.69,5.95,9.94,8.35,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHARANPUR,OBC,6.15,5.42,5.77,9.41,2.85,6.13,4.44,0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHARANPUR,SC,2.07,3.25,2.68,6.74,6.32,6.53,0.36,4.1,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHARANPUR,ST,10.68,7.21,8.76,34.12,32.93,33.49,83.22,74.47,78.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHARANPUR,Overall,6.06,6.19,6.13,8.36,4.37,6.33,5.02,2.72,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMBHAL (BHIM NAGAR),General,12.38,12.75,12.57,14.92,11.59,13.22,16.95,18.01,17.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMBHAL (BHIM NAGAR),OBC,5.18,6.41,5.82,13.38,4.64,8.73,10.97,8.26,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMBHAL (BHIM NAGAR),SC,8.95,10.47,9.73,16.9,11.26,13.94,0,5.04,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMBHAL (BHIM NAGAR),ST,20.81,20.81,20.81,0,16.77,9.39,60.87,51.95,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMBHAL (BHIM NAGAR),Overall,7.53,8.61,8.09,14.42,7.54,10.8,10.87,10.4,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANT KABIR NAGAR,General,29.4,30.83,30.12,45.4,47.59,46.5,72.21,71.97,72.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANT KABIR NAGAR,OBC,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANT KABIR NAGAR,SC,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANT KABIR NAGAR,ST,79.53,74,76.99,83.89,68.47,76.7,80.64,83.33,81.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANT KABIR NAGAR,Overall,4.48,4.01,4.25,7.66,4.33,6.03,26.47,28.66,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHJAHANPUR,General,5.54,6.36,5.98,3.35,1.81,2.51,5.03,8.6,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHJAHANPUR,OBC,3.27,2.82,3.03,15.91,8.22,11.88,15.65,10.75,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHJAHANPUR,SC,4.57,5.35,4.98,19.75,12.74,16.1,18.47,15.17,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHJAHANPUR,ST,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHJAHANPUR,Overall,3.85,3.9,3.88,14.01,7.62,10.63,12.94,10.69,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMLI (PRABUDH NAGAR),General,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMLI (PRABUDH NAGAR),OBC,7.22,5.21,6.15,12.09,4.38,7.98,9.9,1.98,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMLI (PRABUDH NAGAR),SC,0,0,0,5.75,0,0,9.14,1.88,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMLI (PRABUDH NAGAR),ST,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMLI (PRABUDH NAGAR),Overall,2.96,1.02,1.93,8.24,0,3.63,6.95,1.39,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRAWASTI,General,8.15,7.43,7.75,1.43,0,0,17.1,18.27,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRAWASTI,OBC,4.97,4.65,4.8,16.19,11.73,13.61,18.51,18.65,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRAWASTI,SC,2.46,1.85,2.13,14,12.33,13.04,16.12,24.13,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRAWASTI,ST,0,0,0,6.9,26.16,17.2,30.94,35.41,33.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRAWASTI,Overall,4.76,4.37,4.55,12.71,9.07,10.62,18.01,19.65,19.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDDHARTHNAGAR,General,4.3,3.77,4.03,13.22,5.5,9.44,24.04,27.08,25.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDDHARTHNAGAR,OBC,4.43,3.96,4.19,16.21,14.54,15.35,21.49,24.24,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDDHARTHNAGAR,SC,4.01,4.45,4.24,18.5,15.61,17.05,24.53,30.49,27.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDDHARTHNAGAR,ST,0,0,0,26.73,3.9,17.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDDHARTHNAGAR,Overall,3.99,3.74,3.86,16.11,12.78,14.42,22.49,26.09,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITAPUR,General,0,0,0,0,0,0,8.62,13.81,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITAPUR,OBC,6.2,6.06,6.12,15.48,13.27,14.33,16.4,15.27,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITAPUR,SC,0.41,0.62,0.52,20.56,17.9,19.18,16.52,18.78,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
