,DNo,social category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,Location
149,12730,ST,2,1,2,3,0,3,0,0,3,SIKAR
150,12731,General,0,4,4,1,2,2,4,1,4,SIROHI
151,12731,OBC,1,0,1,4,1,0,1,1,1,SIROHI
152,12731,Overall,1,1,0,4,4,1,3,3,3,SIROHI
153,12731,SC,1,2,1,2,1,3,2,2,3,SIROHI
154,12731,ST,2,1,2,0,0,0,0,0,4,SIROHI
155,12732,General,0,4,4,1,2,2,4,1,4,TONK
156,12732,OBC,1,0,1,4,1,0,1,1,1,TONK
157,12732,Overall,1,1,0,3,0,1,3,3,3,TONK
158,12732,SC,1,2,1,2,4,3,2,2,3,TONK
159,12732,ST,2,1,2,3,0,3,0,0,3,TONK
160,12733,General,0,4,4,1,2,2,4,1,4,UDAIPUR
161,12733,OBC,1,0,1,4,1,0,1,1,1,UDAIPUR
162,12733,Overall,1,1,0,4,4,1,3,3,3,UDAIPUR
163,12733,SC,1,2,1,2,4,3,2,2,3,UDAIPUR
164,12733,ST,2,1,2,0,0,0,0,0,4,UDAIPUR
