DNo,Location,Social Category,Income,prim_Girls_social_cat,prim_Girls_income,prim_Boys_social_cat,prim_Boys_income,prim_Overall_social_cat,prim_Overall_income,upPrim_Girls_social_cat,upPrim_Girls_income,upPrim_Boys_social_cat,upPrim_Boys_income,upPrim_Overall_social_cat,upPrim_Overall_income,snr_Girls_social_cat,snr_Girls_income,snr_Boys_social_cat,snr_Boys_income,snr_Overall_social_cat,snr_Overall_income
10012,VIZIANAGARAM,OBC,High,3.1611323,96.83887,3.1611323,96.83887,3.1611323,96.83887,3.1611323,96.83887,3.1611323,96.83887,3.1611323,96.83887,3.1611323,96.83887,3.1611323,96.83887,3.1611323,96.83887
10012,VIZIANAGARAM,SC,High,5.2244196,94.77557,5.2244196,94.77557,5.2244196,94.77557,5.2244196,94.77557,5.2244196,94.77557,5.2244196,94.77557,5.2244196,94.77557,5.2244196,94.77557,5.2244196,94.77557
10012,VIZIANAGARAM,ST,High,1.9340426,98.065956,1.9340426,98.065956,1.9340426,98.065956,1.9340426,98.065956,1.9340426,98.065956,1.9340426,98.065956,1.9340426,98.065956,1.9340426,98.065956,1.9340426,98.065956
10012,VIZIANAGARAM,Overall,High,4.3955956,95.60441,4.3955956,95.60441,4.3955956,95.60441,4.3955956,95.60441,4.3955956,95.60441,4.3955956,95.60441,4.3955956,95.60441,4.3955956,95.60441,4.3955956,95.60441
10013,WESTGODAVARI,General,High,1.0100298,98.98997,1.0100298,98.98997,1.0100298,98.98997,1.0100298,98.98997,1.0100298,98.98997,1.0100298,98.98997,1.0100298,98.98997,1.0100298,98.98997,1.0100298,98.98997
10013,WESTGODAVARI,OBC,High,0.3523149,99.64768,0.3523149,99.64768,0.3523149,99.64768,0.3523149,99.64768,0.3523149,99.64768,0.3523149,99.64768,0.3523149,99.64768,0.3523149,99.64768,0.3523149,99.64768
10013,WESTGODAVARI,SC,High,5.267427,94.732574,5.267427,94.732574,5.267427,94.732574,5.267427,94.732574,5.267427,94.732574,5.267427,94.732574,5.267427,94.732574,5.267427,94.732574,5.267427,94.732574
10013,WESTGODAVARI,ST,High,2.865788,97.13422,2.865788,97.13422,2.865788,97.13422,2.865788,97.13422,2.865788,97.13422,2.865788,97.13422,2.865788,97.13422,2.865788,97.13422,2.865788,97.13422
10013,WESTGODAVARI,Overall,High,6.1918316,93.80817,6.1918316,93.80817,6.1918316,93.80817,6.1918316,93.80817,6.1918316,93.80817,6.1918316,93.80817,6.1918316,93.80817,6.1918316,93.80817,6.1918316,93.80817
10101,ArunachalPradesh,General,High,0.75816536,99.241844,0.75816536,99.241844,0.75816536,99.241844,0.75816536,99.241844,0.75816536,99.241844,0.75816536,99.241844,0.75816536,99.241844,0.75816536,99.241844,0.75816536,99.241844
10101,ArunachalPradesh,OBC,High,15.050082,84.94991,15.050082,84.94991,15.050082,84.94991,15.050082,84.94991,15.050082,84.94991,15.050082,84.94991,15.050082,84.94991,15.050082,84.94991,15.050082,84.94991
10201,BAJALI,General,High,2.9082825,97.09171,2.9082825,97.09171,2.9082825,97.09171,2.9082825,97.09171,2.9082825,97.09171,2.9082825,97.09171,2.9082825,97.09171,2.9082825,97.09171,2.9082825,97.09171
10201,BAJALI,OBC,High,0.8092172,99.19078,0.8092172,99.19078,0.8092172,99.19078,0.8092172,99.19078,0.8092172,99.19078,0.8092172,99.19078,0.8092172,99.19078,0.8092172,99.19078,0.8092172,99.19078
10201,BAJALI,SC,High,2.3559833,97.64401,2.3559833,97.64401,2.3559833,97.64401,2.3559833,97.64401,2.3559833,97.64401,2.3559833,97.64401,2.3559833,97.64401,2.3559833,97.64401,2.3559833,97.64401
10201,BAJALI,ST,High,0.26604506,99.733955,0.26604506,99.733955,0.26604506,99.733955,0.26604506,99.733955,0.26604506,99.733955,0.26604506,99.733955,0.26604506,99.733955,0.26604506,99.733955,0.26604506,99.733955
10201,BAJALI,Overall,High,6.5726786,93.427315,6.5726786,93.427315,6.5726786,93.427315,6.5726786,93.427315,6.5726786,93.427315,6.5726786,93.427315,6.5726786,93.427315,6.5726786,93.427315,6.5726786,93.427315
10202,BAKSA,General,Low,0.3702937,99.62971,0.3702937,99.62971,0.3702937,99.62971,0.3702937,99.62971,0.3702937,99.62971,0.3702937,99.62971,0.3702937,99.62971,0.3702937,99.62971,0.3702937,99.62971
10202,BAKSA,OBC,Low,3.0491745,96.95082,3.0491745,96.95082,3.0491745,96.95082,3.0491745,96.95082,3.0491745,96.95082,3.0491745,96.95082,3.0491745,96.95082,3.0491745,96.95082,3.0491745,96.95082
10202,BAKSA,SC,Low,0.45720738,99.54279,0.45720738,99.54279,0.45720738,99.54279,0.45720738,99.54279,0.45720738,99.54279,0.45720738,99.54279,0.45720738,99.54279,0.45720738,99.54279,0.45720738,99.54279
10202,BAKSA,ST,Low,0.35469872,99.6453,0.35469872,99.6453,0.35469872,99.6453,0.35469872,99.6453,0.35469872,99.6453,0.35469872,99.6453,0.35469872,99.6453,0.35469872,99.6453,0.35469872,99.6453
10202,BAKSA,Overall,Low,7.997953,92.00205,7.997953,92.00205,7.997953,92.00205,7.997953,92.00205,7.997953,92.00205,7.997953,92.00205,7.997953,92.00205,7.997953,92.00205,7.997953,92.00205
10203,BARPETA,OBC,High,3.4653757,96.53463,3.4653757,96.53463,3.4653757,96.53463,3.4653757,96.53463,3.4653757,96.53463,3.4653757,96.53463,3.4653757,96.53463,3.4653757,96.53463,3.4653757,96.53463
10203,BARPETA,SC,High,15.028776,84.97122,15.028776,84.97122,15.028776,84.97122,15.028776,84.97122,15.028776,84.97122,15.028776,84.97122,15.028776,84.97122,15.028776,84.97122,15.028776,84.97122
10203,BARPETA,ST,High,39.85736,60.142643,39.85736,60.142643,39.85736,60.142643,39.85736,60.142643,39.85736,60.142643,39.85736,60.142643,39.85736,60.142643,39.85736,60.142643,39.85736,60.142643
10203,BARPETA,Overall,High,31.292633,68.70737,31.292633,68.70737,31.292633,68.70737,31.292633,68.70737,31.292633,68.70737,31.292633,68.70737,31.292633,68.70737,31.292633,68.70737,31.292633,68.70737
10204,BISWANATH,General,High,0.054220714,99.94578,0.054220714,99.94578,0.054220714,99.94578,0.054220714,99.94578,0.054220714,99.94578,0.054220714,99.94578,0.054220714,99.94578,0.054220714,99.94578,0.054220714,99.94578
10204,BISWANATH,OBC,High,0.07530489,99.9247,0.07530489,99.9247,0.07530489,99.9247,0.07530489,99.9247,0.07530489,99.9247,0.07530489,99.9247,0.07530489,99.9247,0.07530489,99.9247,0.07530489,99.9247
10204,BISWANATH,SC,High,1.8323289,98.16767,1.8323289,98.16767,1.8323289,98.16767,1.8323289,98.16767,1.8323289,98.16767,1.8323289,98.16767,1.8323289,98.16767,1.8323289,98.16767,1.8323289,98.16767
10204,BISWANATH,ST,High,0.9090882,99.09092,0.9090882,99.09092,0.9090882,99.09092,0.9090882,99.09092,0.9090882,99.09092,0.9090882,99.09092,0.9090882,99.09092,0.9090882,99.09092,0.9090882,99.09092
10205,BONGAIGAON,General,High,0.121119335,99.878876,0.121119335,99.878876,0.121119335,99.878876,0.121119335,99.878876,0.121119335,99.878876,0.121119335,99.878876,0.121119335,99.878876,0.121119335,99.878876,0.121119335,99.878876
10205,BONGAIGAON,OBC,High,1.4580537,98.54195,1.4580537,98.54195,1.4580537,98.54195,1.4580537,98.54195,1.4580537,98.54195,1.4580537,98.54195,1.4580537,98.54195,1.4580537,98.54195,1.4580537,98.54195
10205,BONGAIGAON,ST,High,1.1027858,98.89721,1.1027858,98.89721,1.1027858,98.89721,1.1027858,98.89721,1.1027858,98.89721,1.1027858,98.89721,1.1027858,98.89721,1.1027858,98.89721,1.1027858,98.89721
10205,BONGAIGAON,Overall,High,1.4385046,98.56149,1.4385046,98.56149,1.4385046,98.56149,1.4385046,98.56149,1.4385046,98.56149,1.4385046,98.56149,1.4385046,98.56149,1.4385046,98.56149,1.4385046,98.56149
10206,CACHAR,General,Low,0.036071382,99.96393,0.036071382,99.96393,0.036071382,99.96393,0.036071382,99.96393,0.036071382,99.96393,0.036071382,99.96393,0.036071382,99.96393,0.036071382,99.96393,0.036071382,99.96393
10206,CACHAR,OBC,Low,1.411579,98.588425,1.411579,98.588425,1.411579,98.588425,1.411579,98.588425,1.411579,98.588425,1.411579,98.588425,1.411579,98.588425,1.411579,98.588425,1.411579,98.588425
10206,CACHAR,SC,Low,10.617899,89.382095,10.617899,89.382095,10.617899,89.382095,10.617899,89.382095,10.617899,89.382095,10.617899,89.382095,10.617899,89.382095,10.617899,89.382095,10.617899,89.382095
10206,CACHAR,ST,Low,0.2685139,99.73148,0.2685139,99.73148,0.2685139,99.73148,0.2685139,99.73148,0.2685139,99.73148,0.2685139,99.73148,0.2685139,99.73148,0.2685139,99.73148,0.2685139,99.73148
10207,CHARAIDEO,General,Low,5.242947,94.75706,5.242947,94.75706,5.242947,94.75706,5.242947,94.75706,5.242947,94.75706,5.242947,94.75706,5.242947,94.75706,5.242947,94.75706,5.242947,94.75706
10207,CHARAIDEO,OBC,Low,6.724258,93.27574,6.724258,93.27574,6.724258,93.27574,6.724258,93.27574,6.724258,93.27574,6.724258,93.27574,6.724258,93.27574,6.724258,93.27574,6.724258,93.27574
10207,CHARAIDEO,SC,Low,5.373916,94.62608,5.373916,94.62608,5.373916,94.62608,5.373916,94.62608,5.373916,94.62608,5.373916,94.62608,5.373916,94.62608,5.373916,94.62608,5.373916,94.62608
10207,CHARAIDEO,ST,Low,21.13952,78.86049,21.13952,78.86049,21.13952,78.86049,21.13952,78.86049,21.13952,78.86049,21.13952,78.86049,21.13952,78.86049,21.13952,78.86049,21.13952,78.86049
10208,CHIRANG,General,High,9.170354,90.82964,9.170354,90.82964,9.170354,90.82964,9.170354,90.82964,9.170354,90.82964,9.170354,90.82964,9.170354,90.82964,9.170354,90.82964,9.170354,90.82964
10208,CHIRANG,OBC,High,0.01919226,99.98081,0.01919226,99.98081,0.01919226,99.98081,0.01919226,99.98081,0.01919226,99.98081,0.01919226,99.98081,0.01919226,99.98081,0.01919226,99.98081,0.01919226,99.98081
10208,CHIRANG,SC,High,0.98307,99.01693,0.98307,99.01693,0.98307,99.01693,0.98307,99.01693,0.98307,99.01693,0.98307,99.01693,0.98307,99.01693,0.98307,99.01693,0.98307,99.01693
10208,CHIRANG,ST,High,7.2249455,92.775055,7.2249455,92.775055,7.2249455,92.775055,7.2249455,92.775055,7.2249455,92.775055,7.2249455,92.775055,7.2249455,92.775055,7.2249455,92.775055,7.2249455,92.775055
10208,CHIRANG,Overall,High,12.243979,87.75601,12.243979,87.75601,12.243979,87.75601,12.243979,87.75601,12.243979,87.75601,12.243979,87.75601,12.243979,87.75601,12.243979,87.75601,12.243979,87.75601
10209,DARRANG,General,High,27.953213,72.04679,27.953213,72.04679,27.953213,72.04679,27.953213,72.04679,27.953213,72.04679,27.953213,72.04679,27.953213,72.04679,27.953213,72.04679,27.953213,72.04679
10209,DARRANG,OBC,High,24.54448,75.45552,24.54448,75.45552,24.54448,75.45552,24.54448,75.45552,24.54448,75.45552,24.54448,75.45552,24.54448,75.45552,24.54448,75.45552,24.54448,75.45552
10209,DARRANG,SC,High,0.2229652,99.77705,0.2229652,99.77705,0.2229652,99.77705,0.2229652,99.77705,0.2229652,99.77705,0.2229652,99.77705,0.2229652,99.77705,0.2229652,99.77705,0.2229652,99.77705
10209,DARRANG,ST,High,0.44171098,99.55829,0.44171098,99.55829,0.44171098,99.55829,0.44171098,99.55829,0.44171098,99.55829,0.44171098,99.55829,0.44171098,99.55829,0.44171098,99.55829,0.44171098,99.55829
10209,DARRANG,Overall,High,0.19088693,99.80911,0.19088693,99.80911,0.19088693,99.80911,0.19088693,99.80911,0.19088693,99.80911,0.19088693,99.80911,0.19088693,99.80911,0.19088693,99.80911,0.19088693,99.80911
10210,DHEMAJI,General,High,0.07956898,99.92043,0.07956898,99.92043,0.07956898,99.92043,0.07956898,99.92043,0.07956898,99.92043,0.07956898,99.92043,0.07956898,99.92043,0.07956898,99.92043,0.07956898,99.92043
10210,DHEMAJI,OBC,High,1.7915716,98.20842,1.7915716,98.20842,1.7915716,98.20842,1.7915716,98.20842,1.7915716,98.20842,1.7915716,98.20842,1.7915716,98.20842,1.7915716,98.20842,1.7915716,98.20842
10210,DHEMAJI,SC,High,0.26173002,99.73827,0.26173002,99.73827,0.26173002,99.73827,0.26173002,99.73827,0.26173002,99.73827,0.26173002,99.73827,0.26173002,99.73827,0.26173002,99.73827,0.26173002,99.73827
10210,DHEMAJI,ST,High,9.041968,90.95803,9.041968,90.95803,9.041968,90.95803,9.041968,90.95803,9.041968,90.95803,9.041968,90.95803,9.041968,90.95803,9.041968,90.95803,9.041968,90.95803
10210,DHEMAJI,Overall,High,1.300898,98.6991,1.300898,98.6991,1.300898,98.6991,1.300898,98.6991,1.300898,98.6991,1.300898,98.6991,1.300898,98.6991,1.300898,98.6991,1.300898,98.6991
10211,DHUBRI,SC,High,0.28894767,99.71105,0.28894767,99.71105,0.28894767,99.71105,0.28894767,99.71105,0.28894767,99.71105,0.28894767,99.71105,0.28894767,99.71105,0.28894767,99.71105,0.28894767,99.71105
10211,DHUBRI,ST,High,0.30687004,99.69313,0.30687004,99.69313,0.30687004,99.69313,0.30687004,99.69313,0.30687004,99.69313,0.30687004,99.69313,0.30687004,99.69313,0.30687004,99.69313,0.30687004,99.69313
10211,DHUBRI,Overall,High,1.7453423,98.254654,1.7453423,98.254654,1.7453423,98.254654,1.7453423,98.254654,1.7453423,98.254654,1.7453423,98.254654,1.7453423,98.254654,1.7453423,98.254654,1.7453423,98.254654
10212,DIBRUGARH,General,High,1.1408564,98.859146,1.1408564,98.859146,1.1408564,98.859146,1.1408564,98.859146,1.1408564,98.859146,1.1408564,98.859146,1.1408564,98.859146,1.1408564,98.859146,1.1408564,98.859146
10212,DIBRUGARH,ST,High,8.799802,91.200195,8.799802,91.200195,8.799802,91.200195,8.799802,91.200195,8.799802,91.200195,8.799802,91.200195,8.799802,91.200195,8.799802,91.200195,8.799802,91.200195
10213,DIMAHASAO,General,High,1.299276,98.70072,1.299276,98.70072,1.299276,98.70072,1.299276,98.70072,1.299276,98.70072,1.299276,98.70072,1.299276,98.70072,1.299276,98.70072,1.299276,98.70072
10213,DIMAHASAO,OBC,High,15.152496,84.8475,15.152496,84.8475,15.152496,84.8475,15.152496,84.8475,15.152496,84.8475,15.152496,84.8475,15.152496,84.8475,15.152496,84.8475,15.152496,84.8475
10213,DIMAHASAO,SC,High,0.9714731,99.02852,0.9714731,99.02852,0.9714731,99.02852,0.9714731,99.02852,0.9714731,99.02852,0.9714731,99.02852,0.9714731,99.02852,0.9714731,99.02852,0.9714731,99.02852
10213,DIMAHASAO,ST,High,0.71897775,99.28102,0.71897775,99.28102,0.71897775,99.28102,0.71897775,99.28102,0.71897775,99.28102,0.71897775,99.28102,0.71897775,99.28102,0.71897775,99.28102,0.71897775,99.28102
10213,DIMAHASAO,Overall,High,0.14773387,99.85227,0.14773387,99.85227,0.14773387,99.85227,0.14773387,99.85227,0.14773387,99.85227,0.14773387,99.85227,0.14773387,99.85227,0.14773387,99.85227,0.14773387,99.85227
10214,GOALPARA,General,High,0.5341056,99.46589,0.5341056,99.46589,0.5341056,99.46589,0.5341056,99.46589,0.5341056,99.46589,0.5341056,99.46589,0.5341056,99.46589,0.5341056,99.46589,0.5341056,99.46589
10214,GOALPARA,SC,High,22.699007,77.300995,22.699007,77.300995,22.699007,77.300995,22.699007,77.300995,22.699007,77.300995,22.699007,77.300995,22.699007,77.300995,22.699007,77.300995,22.699007,77.300995
10214,GOALPARA,ST,High,0.92410815,99.07589,0.92410815,99.07589,0.92410815,99.07589,0.92410815,99.07589,0.92410815,99.07589,0.92410815,99.07589,0.92410815,99.07589,0.92410815,99.07589,0.92410815,99.07589
10214,GOALPARA,Overall,High,0.1838191,99.816185,0.1838191,99.816185,0.1838191,99.816185,0.1838191,99.816185,0.1838191,99.816185,0.1838191,99.816185,0.1838191,99.816185,0.1838191,99.816185,0.1838191,99.816185
10215,GOLAGHAT,OBC,High,0.06323502,99.93677,0.06323502,99.93677,0.06323502,99.93677,0.06323502,99.93677,0.06323502,99.93677,0.06323502,99.93677,0.06323502,99.93677,0.06323502,99.93677,0.06323502,99.93677
10215,GOLAGHAT,SC,High,0.863565,99.13644,0.863565,99.13644,0.863565,99.13644,0.863565,99.13644,0.863565,99.13644,0.863565,99.13644,0.863565,99.13644,0.863565,99.13644,0.863565,99.13644
10215,GOLAGHAT,ST,High,40.555576,59.44442,40.555576,59.44442,40.555576,59.44442,40.555576,59.44442,40.555576,59.44442,40.555576,59.44442,40.555576,59.44442,40.555576,59.44442,40.555576,59.44442
10215,GOLAGHAT,Overall,High,0.16699807,99.83301,0.16699807,99.83301,0.16699807,99.83301,0.16699807,99.83301,0.16699807,99.83301,0.16699807,99.83301,0.16699807,99.83301,0.16699807,99.83301,0.16699807,99.83301
10216,HAILAKANDI,General,High,0.015504917,99.98449,0.015504917,99.98449,0.015504917,99.98449,0.015504917,99.98449,0.015504917,99.98449,0.015504917,99.98449,0.015504917,99.98449,0.015504917,99.98449,0.015504917,99.98449
10216,HAILAKANDI,OBC,High,42.62084,57.37917,42.62084,57.37917,42.62084,57.37917,42.62084,57.37917,42.62084,57.37917,42.62084,57.37917,42.62084,57.37917,42.62084,57.37917,42.62084,57.37917
10216,HAILAKANDI,ST,High,7.2696023,92.7304,7.2696023,92.7304,7.2696023,92.7304,7.2696023,92.7304,7.2696023,92.7304,7.2696023,92.7304,7.2696023,92.7304,7.2696023,92.7304,7.2696023,92.7304
10216,HAILAKANDI,Overall,High,0.1313099,99.86868,0.1313099,99.86868,0.1313099,99.86868,0.1313099,99.86868,0.1313099,99.86868,0.1313099,99.86868,0.1313099,99.86868,0.1313099,99.86868,0.1313099,99.86868
10217,HOJAI,General,High,19.749962,80.25004,19.749962,80.25004,19.749962,80.25004,19.749962,80.25004,19.749962,80.25004,19.749962,80.25004,19.749962,80.25004,19.749962,80.25004,19.749962,80.25004
10217,HOJAI,OBC,High,11.676921,88.32308,11.676921,88.32308,11.676921,88.32308,11.676921,88.32308,11.676921,88.32308,11.676921,88.32308,11.676921,88.32308,11.676921,88.32308,11.676921,88.32308
10217,HOJAI,ST,High,9.618999,90.381004,9.618999,90.381004,9.618999,90.381004,9.618999,90.381004,9.618999,90.381004,9.618999,90.381004,9.618999,90.381004,9.618999,90.381004,9.618999,90.381004
10218,JORHAT,General,High,1.2512556,98.74874,1.2512556,98.74874,1.2512556,98.74874,1.2512556,98.74874,1.2512556,98.74874,1.2512556,98.74874,1.2512556,98.74874,1.2512556,98.74874,1.2512556,98.74874
10218,JORHAT,OBC,High,1.1567409,98.84326,1.1567409,98.84326,1.1567409,98.84326,1.1567409,98.84326,1.1567409,98.84326,1.1567409,98.84326,1.1567409,98.84326,1.1567409,98.84326,1.1567409,98.84326
10218,JORHAT,SC,High,1.0976864,98.902306,1.0976864,98.902306,1.0976864,98.902306,1.0976864,98.902306,1.0976864,98.902306,1.0976864,98.902306,1.0976864,98.902306,1.0976864,98.902306,1.0976864,98.902306
10218,JORHAT,ST,High,8.193638,91.806366,8.193638,91.806366,8.193638,91.806366,8.193638,91.806366,8.193638,91.806366,8.193638,91.806366,8.193638,91.806366,8.193638,91.806366,8.193638,91.806366
10218,JORHAT,Overall,High,3.218739,96.781265,3.218739,96.781265,3.218739,96.781265,3.218739,96.781265,3.218739,96.781265,3.218739,96.781265,3.218739,96.781265,3.218739,96.781265,3.218739,96.781265
10219,KAMRUP-METRO,General,High,13.589804,86.41019,13.589804,86.41019,13.589804,86.41019,13.589804,86.41019,13.589804,86.41019,13.589804,86.41019,13.589804,86.41019,13.589804,86.41019,13.589804,86.41019
10219,KAMRUP-METRO,OBC,High,0.21447602,99.78552,0.21447602,99.78552,0.21447602,99.78552,0.21447602,99.78552,0.21447602,99.78552,0.21447602,99.78552,0.21447602,99.78552,0.21447602,99.78552,0.21447602,99.78552
10219,KAMRUP-METRO,SC,High,4.286624,95.71337,4.286624,95.71337,4.286624,95.71337,4.286624,95.71337,4.286624,95.71337,4.286624,95.71337,4.286624,95.71337,4.286624,95.71337,4.286624,95.71337
10219,KAMRUP-METRO,ST,High,5.388328,94.61167,5.388328,94.61167,5.388328,94.61167,5.388328,94.61167,5.388328,94.61167,5.388328,94.61167,5.388328,94.61167,5.388328,94.61167,5.388328,94.61167
10219,KAMRUP-METRO,Overall,High,2.8370245,97.16297,2.8370245,97.16297,2.8370245,97.16297,2.8370245,97.16297,2.8370245,97.16297,2.8370245,97.16297,2.8370245,97.16297,2.8370245,97.16297,2.8370245,97.16297
10220,KAMRUP-RURAL,General,High,3.1561964,96.843796,3.1561964,96.843796,3.1561964,96.843796,3.1561964,96.843796,3.1561964,96.843796,3.1561964,96.843796,3.1561964,96.843796,3.1561964,96.843796,3.1561964,96.843796
10220,KAMRUP-RURAL,OBC,High,1.839415,98.16058,1.839415,98.16058,1.839415,98.16058,1.839415,98.16058,1.839415,98.16058,1.839415,98.16058,1.839415,98.16058,1.839415,98.16058,1.839415,98.16058
10220,KAMRUP-RURAL,SC,High,0.9568735,99.04312,0.9568735,99.04312,0.9568735,99.04312,0.9568735,99.04312,0.9568735,99.04312,0.9568735,99.04312,0.9568735,99.04312,0.9568735,99.04312,0.9568735,99.04312
10220,KAMRUP-RURAL,ST,High,0.21111228,99.78889,0.21111228,99.78889,0.21111228,99.78889,0.21111228,99.78889,0.21111228,99.78889,0.21111228,99.78889,0.21111228,99.78889,0.21111228,99.78889,0.21111228,99.78889
10220,KAMRUP-RURAL,Overall,High,0.45282385,99.54718,0.45282385,99.54718,0.45282385,99.54718,0.45282385,99.54718,0.45282385,99.54718,0.45282385,99.54718,0.45282385,99.54718,0.45282385,99.54718,0.45282385,99.54718
10221,KARBIANGLONG,General,High,0.9715722,99.02843,0.9715722,99.02843,0.9715722,99.02843,0.9715722,99.02843,0.9715722,99.02843,0.9715722,99.02843,0.9715722,99.02843,0.9715722,99.02843,0.9715722,99.02843
10221,KARBIANGLONG,OBC,High,37.700863,62.299133,37.700863,62.299133,37.700863,62.299133,37.700863,62.299133,37.700863,62.299133,37.700863,62.299133,37.700863,62.299133,37.700863,62.299133,37.700863,62.299133
10221,KARBIANGLONG,SC,High,5.348921,94.65108,5.348921,94.65108,5.348921,94.65108,5.348921,94.65108,5.348921,94.65108,5.348921,94.65108,5.348921,94.65108,5.348921,94.65108,5.348921,94.65108
10221,KARBIANGLONG,ST,High,0.41245562,99.58754,0.41245562,99.58754,0.41245562,99.58754,0.41245562,99.58754,0.41245562,99.58754,0.41245562,99.58754,0.41245562,99.58754,0.41245562,99.58754,0.41245562,99.58754
10221,KARBIANGLONG,Overall,High,0.28186405,99.71814,0.28186405,99.71814,0.28186405,99.71814,0.28186405,99.71814,0.28186405,99.71814,0.28186405,99.71814,0.28186405,99.71814,0.28186405,99.71814,0.28186405,99.71814
10222,KARIMGANJ,General,High,6.4337263,93.566284,6.4337263,93.566284,6.4337263,93.566284,6.4337263,93.566284,6.4337263,93.566284,6.4337263,93.566284,6.4337263,93.566284,6.4337263,93.566284,6.4337263,93.566284
10222,KARIMGANJ,OBC,High,0.004288691,99.99571,0.004288691,99.99571,0.004288691,99.99571,0.004288691,99.99571,0.004288691,99.99571,0.004288691,99.99571,0.004288691,99.99571,0.004288691,99.99571,0.004288691,99.99571
10222,KARIMGANJ,SC,High,0.53246486,99.46753,0.53246486,99.46753,0.53246486,99.46753,0.53246486,99.46753,0.53246486,99.46753,0.53246486,99.46753,0.53246486,99.46753,0.53246486,99.46753,0.53246486,99.46753
10222,KARIMGANJ,ST,High,1.4961315,98.50386,1.4961315,98.50386,1.4961315,98.50386,1.4961315,98.50386,1.4961315,98.50386,1.4961315,98.50386,1.4961315,98.50386,1.4961315,98.50386,1.4961315,98.50386
10222,KARIMGANJ,Overall,High,0.2249175,99.775085,0.2249175,99.775085,0.2249175,99.775085,0.2249175,99.775085,0.2249175,99.775085,0.2249175,99.775085,0.2249175,99.775085,0.2249175,99.775085,0.2249175,99.775085
10223,KOKRAJHAR,General,High,0.35740614,99.64259,0.35740614,99.64259,0.35740614,99.64259,0.35740614,99.64259,0.35740614,99.64259,0.35740614,99.64259,0.35740614,99.64259,0.35740614,99.64259,0.35740614,99.64259
10223,KOKRAJHAR,OBC,High,0.95285046,99.04715,0.95285046,99.04715,0.95285046,99.04715,0.95285046,99.04715,0.95285046,99.04715,0.95285046,99.04715,0.95285046,99.04715,0.95285046,99.04715,0.95285046,99.04715
10223,KOKRAJHAR,SC,High,6.569648,93.43035,6.569648,93.43035,6.569648,93.43035,6.569648,93.43035,6.569648,93.43035,6.569648,93.43035,6.569648,93.43035,6.569648,93.43035,6.569648,93.43035
10223,KOKRAJHAR,ST,High,3.1223192,96.87768,3.1223192,96.87768,3.1223192,96.87768,3.1223192,96.87768,3.1223192,96.87768,3.1223192,96.87768,3.1223192,96.87768,3.1223192,96.87768,3.1223192,96.87768
10223,KOKRAJHAR,Overall,High,6.255439,93.74456,6.255439,93.74456,6.255439,93.74456,6.255439,93.74456,6.255439,93.74456,6.255439,93.74456,6.255439,93.74456,6.255439,93.74456,6.255439,93.74456
10224,LAKHIMPUR,General,Low,4.5079083,95.492096,4.5079083,95.492096,4.5079083,95.492096,4.5079083,95.492096,4.5079083,95.492096,4.5079083,95.492096,4.5079083,95.492096,4.5079083,95.492096,4.5079083,95.492096
10224,LAKHIMPUR,OBC,Low,0.205708,99.79429,0.205708,99.79429,0.205708,99.79429,0.205708,99.79429,0.205708,99.79429,0.205708,99.79429,0.205708,99.79429,0.205708,99.79429,0.205708,99.79429
10224,LAKHIMPUR,SC,Low,0.4873102,99.51269,0.4873102,99.51269,0.4873102,99.51269,0.4873102,99.51269,0.4873102,99.51269,0.4873102,99.51269,0.4873102,99.51269,0.4873102,99.51269,0.4873102,99.51269
10224,LAKHIMPUR,ST,Low,0.50675493,99.49325,0.50675493,99.49325,0.50675493,99.49325,0.50675493,99.49325,0.50675493,99.49325,0.50675493,99.49325,0.50675493,99.49325,0.50675493,99.49325,0.50675493,99.49325
10224,LAKHIMPUR,Overall,Low,4.978066,95.02194,4.978066,95.02194,4.978066,95.02194,4.978066,95.02194,4.978066,95.02194,4.978066,95.02194,4.978066,95.02194,4.978066,95.02194,4.978066,95.02194
10225,MAJULI,General,Low,3.074218,96.92577,3.074218,96.92577,3.074218,96.92577,3.074218,96.92577,3.074218,96.92577,3.074218,96.92577,3.074218,96.92577,3.074218,96.92577,3.074218,96.92577
10225,MAJULI,OBC,Low,1.0999904,98.90002,1.0999904,98.90002,1.0999904,98.90002,1.0999904,98.90002,1.0999904,98.90002,1.0999904,98.90002,1.0999904,98.90002,1.0999904,98.90002,1.0999904,98.90002
10225,MAJULI,SC,Low,35.82116,64.17884,35.82116,64.17884,35.82116,64.17884,35.82116,64.17884,35.82116,64.17884,35.82116,64.17884,35.82116,64.17884,35.82116,64.17884,35.82116,64.17884
10225,MAJULI,ST,Low,0.90132153,99.09868,0.90132153,99.09868,0.90132153,99.09868,0.90132153,99.09868,0.90132153,99.09868,0.90132153,99.09868,0.90132153,99.09868,0.90132153,99.09868,0.90132153,99.09868
10225,MAJULI,Overall,Low,1.879955,98.12004,1.879955,98.12004,1.879955,98.12004,1.879955,98.12004,1.879955,98.12004,1.879955,98.12004,1.879955,98.12004,1.879955,98.12004,1.879955,98.12004
10226,MORIGAON,General,High,0.36166748,99.63833,0.36166748,99.63833,0.36166748,99.63833,0.36166748,99.63833,0.36166748,99.63833,0.36166748,99.63833,0.36166748,99.63833,0.36166748,99.63833,0.36166748,99.63833
