DNo,Location,Social Category,Income,prim_Girls_social_cat,prim_Girls_income,prim_Boys_social_cat,prim_Boys_income,prim_Overall_social_cat,prim_Overall_income,upPrim_Girls_social_cat,upPrim_Girls_income,upPrim_Boys_social_cat,upPrim_Boys_income,upPrim_Overall_social_cat,upPrim_Overall_income,snr_Girls_social_cat,snr_Girls_income,snr_Boys_social_cat,snr_Boys_income,snr_Overall_social_cat,snr_Overall_income
10313,JEHANABAD,OBC,High,0.20123148,99.79876,0.20123148,99.79876,0.20123148,99.79876,0.20123148,99.79876,0.20123148,99.79876,0.20123148,99.79876,0.20123148,99.79876,0.20123148,99.79876,0.20123148,99.79876
10313,JEHANABAD,SC,High,2.2008386,97.799164,2.2008386,97.799164,2.2008386,97.799164,2.2008386,97.799164,2.2008386,97.799164,2.2008386,97.799164,2.2008386,97.799164,2.2008386,97.799164,2.2008386,97.799164
10313,JEHANABAD,ST,High,36.118317,63.881683,36.118317,63.881683,36.118317,63.881683,36.118317,63.881683,36.118317,63.881683,36.118317,63.881683,36.118317,63.881683,36.118317,63.881683,36.118317,63.881683
10313,JEHANABAD,Overall,High,2.041342,97.95866,2.041342,97.95866,2.041342,97.95866,2.041342,97.95866,2.041342,97.95866,2.041342,97.95866,2.041342,97.95866,2.041342,97.95866,2.041342,97.95866
10314,KAIMUR(BHABUA),General,High,0.5634851,99.43652,0.5634851,99.43652,0.5634851,99.43652,0.5634851,99.43652,0.5634851,99.43652,0.5634851,99.43652,0.5634851,99.43652,0.5634851,99.43652,0.5634851,99.43652
10314,KAIMUR(BHABUA),OBC,High,0.16955844,99.83044,0.16955844,99.83044,0.16955844,99.83044,0.16955844,99.83044,0.16955844,99.83044,0.16955844,99.83044,0.16955844,99.83044,0.16955844,99.83044,0.16955844,99.83044
10314,KAIMUR(BHABUA),SC,High,24.68052,75.31948,24.68052,75.31948,24.68052,75.31948,24.68052,75.31948,24.68052,75.31948,24.68052,75.31948,24.68052,75.31948,24.68052,75.31948,24.68052,75.31948
10314,KAIMUR(BHABUA),ST,High,0.20386067,99.79614,0.20386067,99.79614,0.20386067,99.79614,0.20386067,99.79614,0.20386067,99.79614,0.20386067,99.79614,0.20386067,99.79614,0.20386067,99.79614,0.20386067,99.79614
10314,KAIMUR(BHABUA),Overall,High,0.39025468,99.60975,0.39025468,99.60975,0.39025468,99.60975,0.39025468,99.60975,0.39025468,99.60975,0.39025468,99.60975,0.39025468,99.60975,0.39025468,99.60975,0.39025468,99.60975
10315,KATIHAR,General,High,2.1654804,97.83452,2.1654804,97.83452,2.1654804,97.83452,2.1654804,97.83452,2.1654804,97.83452,2.1654804,97.83452,2.1654804,97.83452,2.1654804,97.83452,2.1654804,97.83452
10315,KATIHAR,OBC,High,26.345459,73.65454,26.345459,73.65454,26.345459,73.65454,26.345459,73.65454,26.345459,73.65454,26.345459,73.65454,26.345459,73.65454,26.345459,73.65454,26.345459,73.65454
10315,KATIHAR,SC,High,0.8909661,99.10903,0.8909661,99.10903,0.8909661,99.10903,0.8909661,99.10903,0.8909661,99.10903,0.8909661,99.10903,0.8909661,99.10903,0.8909661,99.10903,0.8909661,99.10903
10315,KATIHAR,ST,High,0.08474026,99.91525,0.08474026,99.91525,0.08474026,99.91525,0.08474026,99.91525,0.08474026,99.91525,0.08474026,99.91525,0.08474026,99.91525,0.08474026,99.91525,0.08474026,99.91525
10315,KATIHAR,Overall,High,0.1823026,99.817696,0.1823026,99.817696,0.1823026,99.817696,0.1823026,99.817696,0.1823026,99.817696,0.1823026,99.817696,0.1823026,99.817696,0.1823026,99.817696,0.1823026,99.817696
10316,KHAGARIA,General,High,1.1618123,98.838196,1.1618123,98.838196,1.1618123,98.838196,1.1618123,98.838196,1.1618123,98.838196,1.1618123,98.838196,1.1618123,98.838196,1.1618123,98.838196,1.1618123,98.838196
10316,KHAGARIA,OBC,High,8.426452,91.573555,8.426452,91.573555,8.426452,91.573555,8.426452,91.573555,8.426452,91.573555,8.426452,91.573555,8.426452,91.573555,8.426452,91.573555,8.426452,91.573555
10316,KHAGARIA,SC,High,15.422964,84.57704,15.422964,84.57704,15.422964,84.57704,15.422964,84.57704,15.422964,84.57704,15.422964,84.57704,15.422964,84.57704,15.422964,84.57704,15.422964,84.57704
10316,KHAGARIA,ST,High,10.2302475,89.76975,10.2302475,89.76975,10.2302475,89.76975,10.2302475,89.76975,10.2302475,89.76975,10.2302475,89.76975,10.2302475,89.76975,10.2302475,89.76975,10.2302475,89.76975
10316,KHAGARIA,Overall,High,0.09808476,99.90192,0.09808476,99.90192,0.09808476,99.90192,0.09808476,99.90192,0.09808476,99.90192,0.09808476,99.90192,0.09808476,99.90192,0.09808476,99.90192,0.09808476,99.90192
10317,KISHANGANJ,General,High,1.7861122,98.21389,1.7861122,98.21389,1.7861122,98.21389,1.7861122,98.21389,1.7861122,98.21389,1.7861122,98.21389,1.7861122,98.21389,1.7861122,98.21389,1.7861122,98.21389
10317,KISHANGANJ,OBC,High,0.17532118,99.82468,0.17532118,99.82468,0.17532118,99.82468,0.17532118,99.82468,0.17532118,99.82468,0.17532118,99.82468,0.17532118,99.82468,0.17532118,99.82468,0.17532118,99.82468
10317,KISHANGANJ,SC,High,1.2059885,98.79401,1.2059885,98.79401,1.2059885,98.79401,1.2059885,98.79401,1.2059885,98.79401,1.2059885,98.79401,1.2059885,98.79401,1.2059885,98.79401,1.2059885,98.79401
10317,KISHANGANJ,ST,High,4.3330164,95.66698,4.3330164,95.66698,4.3330164,95.66698,4.3330164,95.66698,4.3330164,95.66698,4.3330164,95.66698,4.3330164,95.66698,4.3330164,95.66698,4.3330164,95.66698
10318,LAKHISARAI,General,High,6.852798,93.14721,6.852798,93.14721,6.852798,93.14721,6.852798,93.14721,6.852798,93.14721,6.852798,93.14721,6.852798,93.14721,6.852798,93.14721,6.852798,93.14721
10318,LAKHISARAI,OBC,High,11.836649,88.16335,11.836649,88.16335,11.836649,88.16335,11.836649,88.16335,11.836649,88.16335,11.836649,88.16335,11.836649,88.16335,11.836649,88.16335,11.836649,88.16335
10318,LAKHISARAI,SC,High,38.080006,61.92,38.080006,61.92,38.080006,61.92,38.080006,61.92,38.080006,61.92,38.080006,61.92,38.080006,61.92,38.080006,61.92,38.080006,61.92
10318,LAKHISARAI,ST,High,0.29366687,99.70634,0.29366687,99.70634,0.29366687,99.70634,0.29366687,99.70634,0.29366687,99.70634,0.29366687,99.70634,0.29366687,99.70634,0.29366687,99.70634,0.29366687,99.70634
10318,LAKHISARAI,Overall,High,6.196663,93.80334,6.196663,93.80334,6.196663,93.80334,6.196663,93.80334,6.196663,93.80334,6.196663,93.80334,6.196663,93.80334,6.196663,93.80334,6.196663,93.80334
10319,MADHEPURA,General,High,0.6467242,99.35328,0.6467242,99.35328,0.6467242,99.35328,0.6467242,99.35328,0.6467242,99.35328,0.6467242,99.35328,0.6467242,99.35328,0.6467242,99.35328,0.6467242,99.35328
10319,MADHEPURA,OBC,High,0.69449556,99.305504,0.69449556,99.305504,0.69449556,99.305504,0.69449556,99.305504,0.69449556,99.305504,0.69449556,99.305504,0.69449556,99.305504,0.69449556,99.305504,0.69449556,99.305504
10319,MADHEPURA,SC,High,6.9585266,93.04147,6.9585266,93.04147,6.9585266,93.04147,6.9585266,93.04147,6.9585266,93.04147,6.9585266,93.04147,6.9585266,93.04147,6.9585266,93.04147,6.9585266,93.04147
10319,MADHEPURA,ST,High,1.3030599,98.69694,1.3030599,98.69694,1.3030599,98.69694,1.3030599,98.69694,1.3030599,98.69694,1.3030599,98.69694,1.3030599,98.69694,1.3030599,98.69694,1.3030599,98.69694
10319,MADHEPURA,Overall,High,8.206361,91.79365,8.206361,91.79365,8.206361,91.79365,8.206361,91.79365,8.206361,91.79365,8.206361,91.79365,8.206361,91.79365,8.206361,91.79365,8.206361,91.79365
10320,MADHUBANI,General,High,1.5240804,98.475914,1.5240804,98.475914,1.5240804,98.475914,1.5240804,98.475914,1.5240804,98.475914,1.5240804,98.475914,1.5240804,98.475914,1.5240804,98.475914,1.5240804,98.475914
10320,MADHUBANI,SC,High,1.6252759,98.37473,1.6252759,98.37473,1.6252759,98.37473,1.6252759,98.37473,1.6252759,98.37473,1.6252759,98.37473,1.6252759,98.37473,1.6252759,98.37473,1.6252759,98.37473
10320,MADHUBANI,ST,High,0.7017299,99.29827,0.7017299,99.29827,0.7017299,99.29827,0.7017299,99.29827,0.7017299,99.29827,0.7017299,99.29827,0.7017299,99.29827,0.7017299,99.29827,0.7017299,99.29827
10320,MADHUBANI,Overall,High,1.1882187,98.811775,1.1882187,98.811775,1.1882187,98.811775,1.1882187,98.811775,1.1882187,98.811775,1.1882187,98.811775,1.1882187,98.811775,1.1882187,98.811775,1.1882187,98.811775
10321,MUNGER,General,Low,15.802273,84.19773,15.802273,84.19773,15.802273,84.19773,15.802273,84.19773,15.802273,84.19773,15.802273,84.19773,15.802273,84.19773,15.802273,84.19773,15.802273,84.19773
10321,MUNGER,OBC,Low,3.2775533,96.72244,3.2775533,96.72244,3.2775533,96.72244,3.2775533,96.72244,3.2775533,96.72244,3.2775533,96.72244,3.2775533,96.72244,3.2775533,96.72244,3.2775533,96.72244
10321,MUNGER,SC,Low,0.5013535,99.49866,0.5013535,99.49866,0.5013535,99.49866,0.5013535,99.49866,0.5013535,99.49866,0.5013535,99.49866,0.5013535,99.49866,0.5013535,99.49866,0.5013535,99.49866
10321,MUNGER,ST,Low,0.933894,99.06611,0.933894,99.06611,0.933894,99.06611,0.933894,99.06611,0.933894,99.06611,0.933894,99.06611,0.933894,99.06611,0.933894,99.06611,0.933894,99.06611
10321,MUNGER,Overall,Low,1.4452035,98.554794,1.4452035,98.554794,1.4452035,98.554794,1.4452035,98.554794,1.4452035,98.554794,1.4452035,98.554794,1.4452035,98.554794,1.4452035,98.554794,1.4452035,98.554794
10322,MUZAFFARPUR,General,High,10.474922,89.52507,10.474922,89.52507,10.474922,89.52507,10.474922,89.52507,10.474922,89.52507,10.474922,89.52507,10.474922,89.52507,10.474922,89.52507,10.474922,89.52507
10322,MUZAFFARPUR,OBC,High,0.7116161,99.28838,0.7116161,99.28838,0.7116161,99.28838,0.7116161,99.28838,0.7116161,99.28838,0.7116161,99.28838,0.7116161,99.28838,0.7116161,99.28838,0.7116161,99.28838
10322,MUZAFFARPUR,SC,High,3.890147,96.10985,3.890147,96.10985,3.890147,96.10985,3.890147,96.10985,3.890147,96.10985,3.890147,96.10985,3.890147,96.10985,3.890147,96.10985,3.890147,96.10985
10322,MUZAFFARPUR,ST,High,24.77949,75.22051,24.77949,75.22051,24.77949,75.22051,24.77949,75.22051,24.77949,75.22051,24.77949,75.22051,24.77949,75.22051,24.77949,75.22051,24.77949,75.22051
10322,MUZAFFARPUR,Overall,High,3.583986,96.416016,3.583986,96.416016,3.583986,96.416016,3.583986,96.416016,3.583986,96.416016,3.583986,96.416016,3.583986,96.416016,3.583986,96.416016,3.583986,96.416016
10323,NALANDA,General,Low,0.5566923,99.44331,0.5566923,99.44331,0.5566923,99.44331,0.5566923,99.44331,0.5566923,99.44331,0.5566923,99.44331,0.5566923,99.44331,0.5566923,99.44331,0.5566923,99.44331
10323,NALANDA,OBC,Low,0.042979803,99.957016,0.042979803,99.957016,0.042979803,99.957016,0.042979803,99.957016,0.042979803,99.957016,0.042979803,99.957016,0.042979803,99.957016,0.042979803,99.957016,0.042979803,99.957016
10323,NALANDA,ST,Low,1.8616056,98.1384,1.8616056,98.1384,1.8616056,98.1384,1.8616056,98.1384,1.8616056,98.1384,1.8616056,98.1384,1.8616056,98.1384,1.8616056,98.1384,1.8616056,98.1384
10323,NALANDA,Overall,Low,2.0401213,97.95988,2.0401213,97.95988,2.0401213,97.95988,2.0401213,97.95988,2.0401213,97.95988,2.0401213,97.95988,2.0401213,97.95988,2.0401213,97.95988,2.0401213,97.95988
10324,NAWADA,General,High,4.9634733,95.03652,4.9634733,95.03652,4.9634733,95.03652,4.9634733,95.03652,4.9634733,95.03652,4.9634733,95.03652,4.9634733,95.03652,4.9634733,95.03652,4.9634733,95.03652
10324,NAWADA,OBC,High,0.30490324,99.6951,0.30490324,99.6951,0.30490324,99.6951,0.30490324,99.6951,0.30490324,99.6951,0.30490324,99.6951,0.30490324,99.6951,0.30490324,99.6951,0.30490324,99.6951
10324,NAWADA,ST,High,20.14959,79.8504,20.14959,79.8504,20.14959,79.8504,20.14959,79.8504,20.14959,79.8504,20.14959,79.8504,20.14959,79.8504,20.14959,79.8504,20.14959,79.8504
10324,NAWADA,Overall,High,9.585694,90.4143,9.585694,90.4143,9.585694,90.4143,9.585694,90.4143,9.585694,90.4143,9.585694,90.4143,9.585694,90.4143,9.585694,90.4143,9.585694,90.4143
10325,PASHCHIMCHAMPARAN,General,High,0.2968299,99.70317,0.2968299,99.70317,0.2968299,99.70317,0.2968299,99.70317,0.2968299,99.70317,0.2968299,99.70317,0.2968299,99.70317,0.2968299,99.70317,0.2968299,99.70317
10325,PASHCHIMCHAMPARAN,OBC,High,4.413665,95.586334,4.413665,95.586334,4.413665,95.586334,4.413665,95.586334,4.413665,95.586334,4.413665,95.586334,4.413665,95.586334,4.413665,95.586334,4.413665,95.586334
10325,PASHCHIMCHAMPARAN,Overall,High,0.35428134,99.64571,0.35428134,99.64571,0.35428134,99.64571,0.35428134,99.64571,0.35428134,99.64571,0.35428134,99.64571,0.35428134,99.64571,0.35428134,99.64571,0.35428134,99.64571
10326,PATNA,General,Low,0.6349954,99.365005,0.6349954,99.365005,0.6349954,99.365005,0.6349954,99.365005,0.6349954,99.365005,0.6349954,99.365005,0.6349954,99.365005,0.6349954,99.365005,0.6349954,99.365005
10326,PATNA,OBC,Low,0.14706545,99.85293,0.14706545,99.85293,0.14706545,99.85293,0.14706545,99.85293,0.14706545,99.85293,0.14706545,99.85293,0.14706545,99.85293,0.14706545,99.85293,0.14706545,99.85293
10326,PATNA,ST,Low,0.099835634,99.90017,0.099835634,99.90017,0.099835634,99.90017,0.099835634,99.90017,0.099835634,99.90017,0.099835634,99.90017,0.099835634,99.90017,0.099835634,99.90017,0.099835634,99.90017
10326,PATNA,Overall,Low,3.893514,96.10649,3.893514,96.10649,3.893514,96.10649,3.893514,96.10649,3.893514,96.10649,3.893514,96.10649,3.893514,96.10649,3.893514,96.10649,3.893514,96.10649
10327,PURBACHAMPARAN,General,Low,31.030632,68.96936,31.030632,68.96936,31.030632,68.96936,31.030632,68.96936,31.030632,68.96936,31.030632,68.96936,31.030632,68.96936,31.030632,68.96936,31.030632,68.96936
10327,PURBACHAMPARAN,OBC,Low,0.47411117,99.52589,0.47411117,99.52589,0.47411117,99.52589,0.47411117,99.52589,0.47411117,99.52589,0.47411117,99.52589,0.47411117,99.52589,0.47411117,99.52589,0.47411117,99.52589
10327,PURBACHAMPARAN,SC,Low,0.3313446,99.668655,0.3313446,99.668655,0.3313446,99.668655,0.3313446,99.668655,0.3313446,99.668655,0.3313446,99.668655,0.3313446,99.668655,0.3313446,99.668655,0.3313446,99.668655
10327,PURBACHAMPARAN,ST,Low,5.023482,94.97652,5.023482,94.97652,5.023482,94.97652,5.023482,94.97652,5.023482,94.97652,5.023482,94.97652,5.023482,94.97652,5.023482,94.97652,5.023482,94.97652
10328,PURNIA,General,High,3.0335736,96.96642,3.0335736,96.96642,3.0335736,96.96642,3.0335736,96.96642,3.0335736,96.96642,3.0335736,96.96642,3.0335736,96.96642,3.0335736,96.96642,3.0335736,96.96642
10328,PURNIA,SC,High,1.4813747,98.51863,1.4813747,98.51863,1.4813747,98.51863,1.4813747,98.51863,1.4813747,98.51863,1.4813747,98.51863,1.4813747,98.51863,1.4813747,98.51863,1.4813747,98.51863
10328,PURNIA,ST,High,2.7074997,97.2925,2.7074997,97.2925,2.7074997,97.2925,2.7074997,97.2925,2.7074997,97.2925,2.7074997,97.2925,2.7074997,97.2925,2.7074997,97.2925,2.7074997,97.2925
10328,PURNIA,Overall,High,0.06934611,99.93066,0.06934611,99.93066,0.06934611,99.93066,0.06934611,99.93066,0.06934611,99.93066,0.06934611,99.93066,0.06934611,99.93066,0.06934611,99.93066,0.06934611,99.93066
10329,ROHTAS,General,High,3.0689652,96.93104,3.0689652,96.93104,3.0689652,96.93104,3.0689652,96.93104,3.0689652,96.93104,3.0689652,96.93104,3.0689652,96.93104,3.0689652,96.93104,3.0689652,96.93104
10329,ROHTAS,OBC,High,0.10462551,99.89537,0.10462551,99.89537,0.10462551,99.89537,0.10462551,99.89537,0.10462551,99.89537,0.10462551,99.89537,0.10462551,99.89537,0.10462551,99.89537,0.10462551,99.89537
10329,ROHTAS,SC,High,0.87243736,99.12756,0.87243736,99.12756,0.87243736,99.12756,0.87243736,99.12756,0.87243736,99.12756,0.87243736,99.12756,0.87243736,99.12756,0.87243736,99.12756,0.87243736,99.12756
10329,ROHTAS,ST,High,0.08645349,99.91354,0.08645349,99.91354,0.08645349,99.91354,0.08645349,99.91354,0.08645349,99.91354,0.08645349,99.91354,0.08645349,99.91354,0.08645349,99.91354,0.08645349,99.91354
10329,ROHTAS,Overall,High,6.3167186,93.68328,6.3167186,93.68328,6.3167186,93.68328,6.3167186,93.68328,6.3167186,93.68328,6.3167186,93.68328,6.3167186,93.68328,6.3167186,93.68328,6.3167186,93.68328
10330,SAHARSA,General,High,2.1955082,97.80449,2.1955082,97.80449,2.1955082,97.80449,2.1955082,97.80449,2.1955082,97.80449,2.1955082,97.80449,2.1955082,97.80449,2.1955082,97.80449,2.1955082,97.80449
10330,SAHARSA,OBC,High,0.52557546,99.47443,0.52557546,99.47443,0.52557546,99.47443,0.52557546,99.47443,0.52557546,99.47443,0.52557546,99.47443,0.52557546,99.47443,0.52557546,99.47443,0.52557546,99.47443
10330,SAHARSA,SC,High,4.7274942,95.27251,4.7274942,95.27251,4.7274942,95.27251,4.7274942,95.27251,4.7274942,95.27251,4.7274942,95.27251,4.7274942,95.27251,4.7274942,95.27251,4.7274942,95.27251
10330,SAHARSA,ST,High,12.890826,87.10917,12.890826,87.10917,12.890826,87.10917,12.890826,87.10917,12.890826,87.10917,12.890826,87.10917,12.890826,87.10917,12.890826,87.10917,12.890826,87.10917
10330,SAHARSA,Overall,High,1.5314722,98.46853,1.5314722,98.46853,1.5314722,98.46853,1.5314722,98.46853,1.5314722,98.46853,1.5314722,98.46853,1.5314722,98.46853,1.5314722,98.46853,1.5314722,98.46853
10331,SAMASTIPUR,General,High,0.16473298,99.835266,0.16473298,99.835266,0.16473298,99.835266,0.16473298,99.835266,0.16473298,99.835266,0.16473298,99.835266,0.16473298,99.835266,0.16473298,99.835266,0.16473298,99.835266
10331,SAMASTIPUR,SC,High,0.32045346,99.67955,0.32045346,99.67955,0.32045346,99.67955,0.32045346,99.67955,0.32045346,99.67955,0.32045346,99.67955,0.32045346,99.67955,0.32045346,99.67955,0.32045346,99.67955
10331,SAMASTIPUR,Overall,High,0.46761775,99.53239,0.46761775,99.53239,0.46761775,99.53239,0.46761775,99.53239,0.46761775,99.53239,0.46761775,99.53239,0.46761775,99.53239,0.46761775,99.53239,0.46761775,99.53239
10332,SARAN,General,Low,0.72791094,99.27209,0.72791094,99.27209,0.72791094,99.27209,0.72791094,99.27209,0.72791094,99.27209,0.72791094,99.27209,0.72791094,99.27209,0.72791094,99.27209,0.72791094,99.27209
10332,SARAN,OBC,Low,49.12916,50.870834,49.12916,50.870834,49.12916,50.870834,49.12916,50.870834,49.12916,50.870834,49.12916,50.870834,49.12916,50.870834,49.12916,50.870834,49.12916,50.870834
10332,SARAN,SC,Low,0.22015195,99.779854,0.22015195,99.779854,0.22015195,99.779854,0.22015195,99.779854,0.22015195,99.779854,0.22015195,99.779854,0.22015195,99.779854,0.22015195,99.779854,0.22015195,99.779854
10332,SARAN,ST,Low,0.15740119,99.8426,0.15740119,99.8426,0.15740119,99.8426,0.15740119,99.8426,0.15740119,99.8426,0.15740119,99.8426,0.15740119,99.8426,0.15740119,99.8426,0.15740119,99.8426
10332,SARAN,Overall,Low,0.30066267,99.69934,0.30066267,99.69934,0.30066267,99.69934,0.30066267,99.69934,0.30066267,99.69934,0.30066267,99.69934,0.30066267,99.69934,0.30066267,99.69934,0.30066267,99.69934
10333,SHEIKHPURA,General,Low,2.6231515,97.37684,2.6231515,97.37684,2.6231515,97.37684,2.6231515,97.37684,2.6231515,97.37684,2.6231515,97.37684,2.6231515,97.37684,2.6231515,97.37684,2.6231515,97.37684
10333,SHEIKHPURA,OBC,Low,7.614547,92.385445,7.614547,92.385445,7.614547,92.385445,7.614547,92.385445,7.614547,92.385445,7.614547,92.385445,7.614547,92.385445,7.614547,92.385445,7.614547,92.385445
10333,SHEIKHPURA,SC,Low,0.2883338,99.71167,0.2883338,99.71167,0.2883338,99.71167,0.2883338,99.71167,0.2883338,99.71167,0.2883338,99.71167,0.2883338,99.71167,0.2883338,99.71167,0.2883338,99.71167
10333,SHEIKHPURA,ST,Low,0.029133892,99.970856,0.029133892,99.970856,0.029133892,99.970856,0.029133892,99.970856,0.029133892,99.970856,0.029133892,99.970856,0.029133892,99.970856,0.029133892,99.970856,0.029133892,99.970856
10333,SHEIKHPURA,Overall,Low,44.830303,55.1697,44.830303,55.1697,44.830303,55.1697,44.830303,55.1697,44.830303,55.1697,44.830303,55.1697,44.830303,55.1697,44.830303,55.1697,44.830303,55.1697
10334,SHEOHAR,General,High,0.28723055,99.71277,0.28723055,99.71277,0.28723055,99.71277,0.28723055,99.71277,0.28723055,99.71277,0.28723055,99.71277,0.28723055,99.71277,0.28723055,99.71277,0.28723055,99.71277
10334,SHEOHAR,OBC,High,0.26827648,99.73173,0.26827648,99.73173,0.26827648,99.73173,0.26827648,99.73173,0.26827648,99.73173,0.26827648,99.73173,0.26827648,99.73173,0.26827648,99.73173,0.26827648,99.73173
10334,SHEOHAR,SC,High,5.4449525,94.55505,5.4449525,94.55505,5.4449525,94.55505,5.4449525,94.55505,5.4449525,94.55505,5.4449525,94.55505,5.4449525,94.55505,5.4449525,94.55505,5.4449525,94.55505
10334,SHEOHAR,ST,High,0.25503835,99.74496,0.25503835,99.74496,0.25503835,99.74496,0.25503835,99.74496,0.25503835,99.74496,0.25503835,99.74496,0.25503835,99.74496,0.25503835,99.74496,0.25503835,99.74496
10334,SHEOHAR,Overall,High,28.439528,71.56047,28.439528,71.56047,28.439528,71.56047,28.439528,71.56047,28.439528,71.56047,28.439528,71.56047,28.439528,71.56047,28.439528,71.56047,28.439528,71.56047
10335,SITAMARHI,General,High,0.023584535,99.97642,0.023584535,99.97642,0.023584535,99.97642,0.023584535,99.97642,0.023584535,99.97642,0.023584535,99.97642,0.023584535,99.97642,0.023584535,99.97642,0.023584535,99.97642
10335,SITAMARHI,OBC,High,0.61541444,99.38459,0.61541444,99.38459,0.61541444,99.38459,0.61541444,99.38459,0.61541444,99.38459,0.61541444,99.38459,0.61541444,99.38459,0.61541444,99.38459,0.61541444,99.38459
10335,SITAMARHI,SC,High,2.1952076,97.80479,2.1952076,97.80479,2.1952076,97.80479,2.1952076,97.80479,2.1952076,97.80479,2.1952076,97.80479,2.1952076,97.80479,2.1952076,97.80479,2.1952076,97.80479
10335,SITAMARHI,ST,High,7.583259,92.41673,7.583259,92.41673,7.583259,92.41673,7.583259,92.41673,7.583259,92.41673,7.583259,92.41673,7.583259,92.41673,7.583259,92.41673,7.583259,92.41673
10335,SITAMARHI,Overall,High,8.633988,91.36602,8.633988,91.36602,8.633988,91.36602,8.633988,91.36602,8.633988,91.36602,8.633988,91.36602,8.633988,91.36602,8.633988,91.36602,8.633988,91.36602
10336,SIWAN,General,High,0.14326485,99.856735,0.14326485,99.856735,0.14326485,99.856735,0.14326485,99.856735,0.14326485,99.856735,0.14326485,99.856735,0.14326485,99.856735,0.14326485,99.856735,0.14326485,99.856735
10336,SIWAN,OBC,High,0.8052107,99.19479,0.8052107,99.19479,0.8052107,99.19479,0.8052107,99.19479,0.8052107,99.19479,0.8052107,99.19479,0.8052107,99.19479,0.8052107,99.19479,0.8052107,99.19479
10336,SIWAN,SC,High,2.7585943,97.24141,2.7585943,97.24141,2.7585943,97.24141,2.7585943,97.24141,2.7585943,97.24141,2.7585943,97.24141,2.7585943,97.24141,2.7585943,97.24141,2.7585943,97.24141
10336,SIWAN,ST,High,1.3667959,98.63321,1.3667959,98.63321,1.3667959,98.63321,1.3667959,98.63321,1.3667959,98.63321,1.3667959,98.63321,1.3667959,98.63321,1.3667959,98.63321,1.3667959,98.63321
10336,SIWAN,Overall,High,0.4289373,99.57106,0.4289373,99.57106,0.4289373,99.57106,0.4289373,99.57106,0.4289373,99.57106,0.4289373,99.57106,0.4289373,99.57106,0.4289373,99.57106,0.4289373,99.57106
10337,SUPAUL,General,High,3.6919699,96.30804,3.6919699,96.30804,3.6919699,96.30804,3.6919699,96.30804,3.6919699,96.30804,3.6919699,96.30804,3.6919699,96.30804,3.6919699,96.30804,3.6919699,96.30804
10337,SUPAUL,OBC,High,2.2850266,97.71498,2.2850266,97.71498,2.2850266,97.71498,2.2850266,97.71498,2.2850266,97.71498,2.2850266,97.71498,2.2850266,97.71498,2.2850266,97.71498,2.2850266,97.71498
10337,SUPAUL,SC,High,0.6667885,99.333206,0.6667885,99.333206,0.6667885,99.333206,0.6667885,99.333206,0.6667885,99.333206,0.6667885,99.333206,0.6667885,99.333206,0.6667885,99.333206,0.6667885,99.333206
10337,SUPAUL,ST,High,39.542797,60.4572,39.542797,60.4572,39.542797,60.4572,39.542797,60.4572,39.542797,60.4572,39.542797,60.4572,39.542797,60.4572,39.542797,60.4572,39.542797,60.4572
10337,SUPAUL,Overall,High,2.4950733,97.50493,2.4950733,97.50493,2.4950733,97.50493,2.4950733,97.50493,2.4950733,97.50493,2.4950733,97.50493,2.4950733,97.50493,2.4950733,97.50493,2.4950733,97.50493
10338,VAISHALI,General,High,1.5353991,98.4646,1.5353991,98.4646,1.5353991,98.4646,1.5353991,98.4646,1.5353991,98.4646,1.5353991,98.4646,1.5353991,98.4646,1.5353991,98.4646,1.5353991,98.4646
10338,VAISHALI,OBC,High,0.40935656,99.590645,0.40935656,99.590645,0.40935656,99.590645,0.40935656,99.590645,0.40935656,99.590645,0.40935656,99.590645,0.40935656,99.590645,0.40935656,99.590645,0.40935656,99.590645
10338,VAISHALI,SC,High,0.35338017,99.646614,0.35338017,99.646614,0.35338017,99.646614,0.35338017,99.646614,0.35338017,99.646614,0.35338017,99.646614,0.35338017,99.646614,0.35338017,99.646614,0.35338017,99.646614
10338,VAISHALI,ST,High,1.5770055,98.423,1.5770055,98.423,1.5770055,98.423,1.5770055,98.423,1.5770055,98.423,1.5770055,98.423,1.5770055,98.423,1.5770055,98.423,1.5770055,98.423
10338,VAISHALI,Overall,High,22.09824,77.901764,22.09824,77.901764,22.09824,77.901764,22.09824,77.901764,22.09824,77.901764,22.09824,77.901764,22.09824,77.901764,22.09824,77.901764,22.09824,77.901764
10401,CHANDIGARH,General,High,0.23404299,99.76595,0.23404299,99.76595,0.23404299,99.76595,0.23404299,99.76595,0.23404299,99.76595,0.23404299,99.76595,0.23404299,99.76595,0.23404299,99.76595,0.23404299,99.76595
10401,CHANDIGARH,OBC,High,1.1431173,98.85689,1.1431173,98.85689,1.1431173,98.85689,1.1431173,98.85689,1.1431173,98.85689,1.1431173,98.85689,1.1431173,98.85689,1.1431173,98.85689,1.1431173,98.85689
10401,CHANDIGARH,SC,High,14.871396,85.1286,14.871396,85.1286,14.871396,85.1286,14.871396,85.1286,14.871396,85.1286,14.871396,85.1286,14.871396,85.1286,14.871396,85.1286,14.871396,85.1286
10401,CHANDIGARH,ST,High,27.38482,72.61518,27.38482,72.61518,27.38482,72.61518,27.38482,72.61518,27.38482,72.61518,27.38482,72.61518,27.38482,72.61518,27.38482,72.61518,27.38482,72.61518
