DNo,Location,Social Category,Income,dropout,snr_Girls_social_category,snr_Girls_income
10308,BUXAR,Overall,High,1,0.004902445289189927,99.99510049819946
10309,DARBHANGA,General,High,1,4.616113379597664,95.38388252258301
10309,DARBHANGA,OBC,High,1,0.0015851042917347513,99.99841451644897
10309,DARBHANGA,SC,High,1,0.0013032409697188996,99.9987006187439
10309,DARBHANGA,ST,High,0,87.729062885046,12.270939350128174
10309,DARBHANGA,Overall,High,1,0.005838450670125894,99.99415874481201
10310,GAYA,General,Low,1,4.268048331141472,95.73194980621338
10310,GAYA,OBC,Low,1,0.012919744767714292,99.9870777130127
10310,GAYA,SC,Low,1,0.026232984964735806,99.97376799583435
10310,GAYA,ST,Low,0,83.38363021612167,16.616374254226685
10310,GAYA,Overall,Low,1,0.025546658434905112,99.97444748878479
10311,GOPALGANJ,General,Low,1,0.004487699698074721,99.99551773071289
10311,GOPALGANJ,OBC,Low,1,0.004816883665625937,99.99518394470215
10311,GOPALGANJ,SC,Low,1,0.0023120242985896766,99.99768733978271
10311,GOPALGANJ,ST,Low,1,40.03072381019592,59.96927618980408
10311,GOPALGANJ,Overall,Low,1,0.003605700476327911,99.99639987945557
10312,JAMUI,General,High,1,15.041294693946838,84.95870232582092
10312,JAMUI,OBC,High,1,0.07020958000794053,99.92978572845459
10312,JAMUI,SC,High,1,0.0708602019585669,99.92914199829102
10312,JAMUI,ST,High,1,0.010991984891006723,99.98900890350342
10312,JAMUI,Overall,High,1,0.06546454969793558,99.93453621864319
10313,JEHANABAD,General,High,1,0.023117911769077182,99.97687935829163
10313,JEHANABAD,OBC,High,1,0.013189423771109432,99.98680353164673
10313,JEHANABAD,SC,High,1,0.004641956547857262,99.99536275863647
10313,JEHANABAD,ST,High,1,0.0009297069482272491,99.9990701675415
10313,JEHANABAD,Overall,High,1,0.007542659295722842,99.99245405197144
10314,KAIMUR(BHABUA),General,High,1,0.4959679674357176,99.50403571128845
10314,KAIMUR(BHABUA),OBC,High,1,0.00445791010861285,99.9955415725708
10314,KAIMUR(BHABUA),SC,High,1,0.012682443775702268,99.9873161315918
10314,KAIMUR(BHABUA),ST,High,0,87.72907257080078,12.270933389663696
10314,KAIMUR(BHABUA),Overall,High,1,0.011141888535348698,99.988853931427
10315,KATIHAR,General,High,1,0.0038495407352456823,99.99614953994751
10315,KATIHAR,OBC,High,1,0.00285615969914943,99.99713897705078
10315,KATIHAR,SC,High,1,0.03222920931875706,99.96777772903442
10315,KATIHAR,ST,High,1,0.006681546074105427,99.9933123588562
10315,KATIHAR,Overall,High,1,0.0025322216970380396,99.99747276306152
10316,KHAGARIA,General,High,1,0.253778463229537,99.74621534347534
10316,KHAGARIA,OBC,High,1,0.04718339478131384,99.9528169631958
10316,KHAGARIA,SC,High,1,0.0594336015637964,99.94056224822998
10316,KHAGARIA,ST,High,0,87.72907257080078,12.270933389663696
10316,KHAGARIA,Overall,High,1,0.04338061553426087,99.956613779068
10317,KISHANGANJ,General,High,1,8.21990909116721e-05,99.99991655349731
10317,KISHANGANJ,OBC,High,1,0.15308908186852932,99.84690546989441
10317,KISHANGANJ,SC,High,1,0.05609475774690509,99.94390606880188
10317,KISHANGANJ,ST,High,1,0.003918125003110617,99.99607801437378
10317,KISHANGANJ,Overall,High,1,0.0009581683116266504,99.9990463256836
10318,LAKHISARAI,General,High,1,1.9115887582302094,98.08840751647949
10318,LAKHISARAI,OBC,High,1,0.2209007740020752,99.77909326553345
10318,LAKHISARAI,SC,High,1,0.04693474911618978,99.95306730270386
10318,LAKHISARAI,ST,High,0,87.72907257080078,12.270933389663696
10318,LAKHISARAI,Overall,High,1,0.18563149496912956,99.81436729431152
10319,MADHEPURA,General,High,1,5.058985408368244e-06,100.0
10319,MADHEPURA,OBC,High,1,0.0045008007873548195,99.99549388885498
10319,MADHEPURA,SC,High,1,0.00522389163961634,99.99477863311768
10319,MADHEPURA,ST,High,1,0.00013122938753440394,99.9998688697815
10319,MADHEPURA,Overall,High,1,0.0012861982213507872,99.99871253967285
10320,MADHUBANI,General,High,1,0.009068713552551344,99.99092817306519
10320,MADHUBANI,OBC,High,1,0.011612380330916494,99.98838901519775
10320,MADHUBANI,SC,High,1,0.005964411320746876,99.99403953552246
10320,MADHUBANI,ST,High,1,8.673383433688286e-06,99.99998807907104
10320,MADHUBANI,Overall,High,1,0.0064713662141002715,99.99352693557739
10321,MUNGER,General,Low,1,0.6061746273189783,99.39382076263428
10321,MUNGER,OBC,Low,1,0.014590278442483395,99.98540878295898
10321,MUNGER,SC,Low,1,0.0028836926503572613,99.99711513519287
10321,MUNGER,ST,Low,0,83.38363021612167,16.616374254226685
10321,MUNGER,Overall,Low,1,0.026233887183479965,99.97376799583435
10322,MUZAFFARPUR,General,High,1,0.0498343026265502,99.95017051696777
10322,MUZAFFARPUR,OBC,High,1,0.003889374784193933,99.99611377716064
10322,MUZAFFARPUR,SC,High,1,0.005575163595494814,99.99442100524902
10322,MUZAFFARPUR,ST,High,1,0.011421056842664257,99.98857975006104
10322,MUZAFFARPUR,Overall,High,1,0.004551847086986527,99.99544620513916
10323,NALANDA,General,Low,1,0.47540804371237755,99.524587392807
10323,NALANDA,OBC,Low,1,0.003512918920023367,99.99648332595825
10323,NALANDA,SC,Low,1,0.0006665391083515715,99.99933242797852
10323,NALANDA,ST,Low,1,5.5678617627563654e-05,99.99994039535522
10323,NALANDA,Overall,Low,1,0.002712069544941187,99.99728202819824
10324,NAWADA,General,High,0,74.35958087444305,25.640422105789185
10324,NAWADA,OBC,High,1,0.07279234705492854,99.92720484733582
10324,NAWADA,SC,High,1,0.388474203646183,99.61152076721191
10324,NAWADA,ST,High,1,0.12565942015498877,99.874347448349
10324,NAWADA,Overall,High,1,0.16104249516502023,99.83896017074585
10325,PASHCHIMCHAMPARAN,General,High,1,0.0803271890617907,99.9196708202362
10325,PASHCHIMCHAMPARAN,OBC,High,1,0.003344954166095704,99.99665021896362
10325,PASHCHIMCHAMPARAN,SC,High,1,0.007391479448415339,99.99260902404785
10325,PASHCHIMCHAMPARAN,ST,High,1,0.02242850314360112,99.97757077217102
10325,PASHCHIMCHAMPARAN,Overall,High,1,0.004937775156577118,99.9950647354126
10326,PATNA,General,Low,1,0.001070085636456497,99.99892711639404
10326,PATNA,OBC,Low,1,0.003868389467243105,99.9961256980896
10326,PATNA,SC,Low,1,0.0005901937129237922,99.99940395355225
10326,PATNA,ST,Low,1,0.014112402277532965,99.98588562011719
10326,PATNA,Overall,Low,1,0.0012370113836368546,99.99876022338867
10327,PURBACHAMPARAN,General,Low,1,0.006379871774697676,99.99362230300903
10327,PURBACHAMPARAN,OBC,Low,1,0.000752450841901009,99.99924898147583
10327,PURBACHAMPARAN,SC,Low,1,0.00019407368654356105,99.99980926513672
10327,PURBACHAMPARAN,ST,Low,1,5.771407813881524e-05,99.99994039535522
10327,PURBACHAMPARAN,Overall,Low,1,0.0005751189291913761,99.99942779541016
10328,PURNIA,General,High,1,0.02922792627941817,99.97076392173767
10328,PURNIA,OBC,High,1,0.00679331787978299,99.9932050704956
10328,PURNIA,SC,High,1,0.031537769245915115,99.96846914291382
10328,PURNIA,ST,High,1,0.0003890157586283749,99.99960660934448
10328,PURNIA,Overall,High,1,0.00545998482266441,99.99454021453857
10329,ROHTAS,General,High,1,0.029650612850673497,99.97034668922424
10329,ROHTAS,OBC,High,1,0.013189423771109432,99.98680353164673
