DNo,Location,Social Category,Income,dropout,upPrim_Overall_social_category,upPrim_Overall_income
10008,NELLORE,Overall,High,1,5.106415972113609,94.8935866355896
10009,PRAKASAM,General,High,1,28.725337982177734,71.27466201782227
10009,PRAKASAM,OBC,High,1,12.654319405555725,87.34568357467651
10009,PRAKASAM,SC,High,1,2.725716307759285,97.27427959442139
10009,PRAKASAM,ST,High,1,0.004980146695743315,99.99501705169678
10009,PRAKASAM,Overall,High,1,3.8495127111673355,96.1504876613617
10010,SRIKAKULAM,General,High,0,64.43808972835541,35.56191325187683
10010,SRIKAKULAM,OBC,High,0,60.08865237236023,39.91134762763977
10010,SRIKAKULAM,SC,High,1,14.634238183498383,85.3657603263855
10010,SRIKAKULAM,ST,High,1,13.586506247520447,86.41349077224731
10010,SRIKAKULAM,Overall,High,1,43.818047642707825,56.18194937705994
10011,VISAKHAPATNAM,General,High,1,4.727377369999886,95.27262449264526
10011,VISAKHAPATNAM,OBC,High,0,65.27031362056732,34.72968339920044
10011,VISAKHAPATNAM,SC,High,0,61.164724826812744,38.835275173187256
10011,VISAKHAPATNAM,ST,High,1,0.4804955329746008,99.51950907707214
10011,VISAKHAPATNAM,Overall,High,1,30.675655603408813,69.32434439659119
10012,VIZIANAGARAM,General,High,0,64.43808972835541,35.56191325187683
10012,VIZIANAGARAM,OBC,High,1,21.565474569797516,78.4345269203186
10012,VIZIANAGARAM,SC,High,1,43.526774644851685,56.473225355148315
10012,VIZIANAGARAM,ST,High,1,2.9280582442879677,97.07194566726685
10012,VIZIANAGARAM,Overall,High,1,20.86934745311737,79.13064956665039
10013,WESTGODAVARI,General,High,1,27.726954221725464,72.27304577827454
10013,WESTGODAVARI,OBC,High,1,45.456087589263916,54.543912410736084
10013,WESTGODAVARI,SC,High,0,59.0973824262619,40.90261459350586
10013,WESTGODAVARI,ST,High,1,0.9972811676561832,99.0027129650116
10013,WESTGODAVARI,Overall,High,1,31.46728277206421,68.53272318840027
10101,ArunachalPradesh,General,High,1,0.6288418080657721,99.37115907669067
10101,ArunachalPradesh,SC,High,1,1.9225236028432846,98.07748198509216
10101,ArunachalPradesh,ST,High,1,0.11137340916320682,99.88862872123718
10101,ArunachalPradesh,OBC,High,1,3.1592145562171936,96.84078097343445
10201,BAJALI,General,High,0,64.43808972835541,35.56191325187683
10201,BAJALI,OBC,High,0,65.27031362056732,34.72968339920044
10201,BAJALI,SC,High,0,62.32876777648926,37.671226263046265
10201,BAJALI,ST,High,0,68.71176064014435,31.288236379623413
10201,BAJALI,Overall,High,0,56.3805490732193,43.61945390701294
10202,BAKSA,General,Low,1,1.3577527502913606e-11,100.0
10202,BAKSA,OBC,Low,1,2.132150575887004e-10,100.0
10202,BAKSA,SC,Low,1,3.927543876524666e-15,100.0
10202,BAKSA,ST,Low,1,3.392584824180034e-09,100.0
10202,BAKSA,Overall,Low,1,7.260908454348458e-11,100.0
10203,BARPETA,General,High,1,8.387925731767609e-05,99.99991655349731
10203,BARPETA,OBC,High,1,1.7928099976805e-09,100.0
10203,BARPETA,SC,High,1,1.3537455600953763e-06,100.0
10203,BARPETA,ST,High,1,5.8809318526087395e-09,100.0
10203,BARPETA,Overall,High,1,3.1301166814046155e-05,99.99996423721313
10204,BISWANATH,General,High,1,5.632977932691574,94.36702132225037
10204,BISWANATH,OBC,High,1,0.08270531543530524,99.91728663444519
10204,BISWANATH,SC,High,1,0.10122783714905381,99.89877343177795
10204,BISWANATH,ST,High,1,0.1320976298302412,99.8678982257843
10204,BISWANATH,Overall,High,1,0.20178691484034061,99.79821443557739
10205,BONGAIGAON,General,High,1,0.051386194536462426,99.94860887527466
10205,BONGAIGAON,OBC,High,1,17.33257621526718,82.6674222946167
10205,BONGAIGAON,SC,High,1,0.03621446085162461,99.96378421783447
10205,BONGAIGAON,ST,High,1,1.0351065546274185,98.96489381790161
10205,BONGAIGAON,Overall,High,1,0.09604082442820072,99.90395903587341
10206,CACHAR,General,Low,1,0.38337165024131536,99.61663484573364
10206,CACHAR,OBC,Low,1,1.3404812663793564,98.65951538085938
10206,CACHAR,SC,Low,1,0.024363765260204673,99.9756395816803
10206,CACHAR,ST,Low,1,3.737583824658941e-05,99.99996423721313
10206,CACHAR,Overall,Low,1,0.10625446448102593,99.89374279975891
10207,CHARAIDEO,General,Low,1,41.370728611946106,58.629268407821655
10207,CHARAIDEO,OBC,Low,1,0.1129999291151762,99.88699555397034
10207,CHARAIDEO,SC,Low,1,0.0470849743578583,99.95291233062744
10207,CHARAIDEO,ST,Low,1,0.00019829890334222,99.99979734420776
10207,CHARAIDEO,Overall,Low,1,0.0780974980443716,99.92190599441528
10208,CHIRANG,General,High,1,0.018527504289522767,99.98148083686829
10208,CHIRANG,OBC,High,0,65.27031362056732,34.72968339920044
10208,CHIRANG,SC,High,0,62.32876777648926,37.671226263046265
10208,CHIRANG,ST,High,0,68.71176064014435,31.288236379623413
10208,CHIRANG,Overall,High,1,3.627859428524971,96.37213945388794
10209,DARRANG,General,High,1,0.019851044635288417,99.98014569282532
10209,DARRANG,OBC,High,1,0.2685682848095894,99.73142743110657
10209,DARRANG,SC,High,1,47.80408442020416,52.1959125995636
10209,DARRANG,ST,High,1,44.43160891532898,55.56839108467102
10209,DARRANG,Overall,High,1,0.03410533827263862,99.96589422225952
10210,DHEMAJI,General,High,1,0.0005070687620900571,99.99948740005493
10210,DHEMAJI,OBC,High,1,0.12978350277990103,99.87021684646606
10210,DHEMAJI,SC,High,1,0.0481458060676232,99.95185136795044
10210,DHEMAJI,ST,High,1,0.11769576231017709,99.88229870796204
10210,DHEMAJI,Overall,High,1,0.12120507890358567,99.87879395484924
10211,DHUBRI,General,High,1,0.004776830246555619,99.99521970748901
10211,DHUBRI,OBC,High,0,65.27031362056732,34.72968339920044
10211,DHUBRI,SC,High,1,4.086015745997429,95.91398239135742
10211,DHUBRI,ST,High,1,2.6409182396491815e-05,99.99997615814209
10211,DHUBRI,Overall,High,1,0.010128096619155258,99.98986721038818
10212,DIBRUGARH,General,High,1,0.21704311948269606,99.78296160697937
10212,DIBRUGARH,OBC,High,1,0.15819835243746638,99.84179735183716
10212,DIBRUGARH,SC,High,1,21.703094244003296,78.29689979553223
10212,DIBRUGARH,ST,High,1,0.04465440579224378,99.9553382396698
10212,DIBRUGARH,Overall,High,1,0.1713909674435854,99.82860684394836
10213,DIMAHASAO,General,High,1,0.026718026492744684,99.97327923774719
10213,DIMAHASAO,OBC,High,1,0.0004941775387123926,99.99951124191284
10213,DIMAHASAO,SC,High,0,62.32876777648926,37.671226263046265
10213,DIMAHASAO,ST,High,1,1.7238060012459755,98.27619194984436
10213,DIMAHASAO,Overall,High,1,0.3148754592984915,99.68512654304504
10214,GOALPARA,General,High,1,0.002467598460498266,99.9975323677063
10214,GOALPARA,OBC,High,0,65.27031362056732,34.72968339920044
10214,GOALPARA,SC,High,0,50.882893800735474,49.117106199264526
10214,GOALPARA,ST,High,0,68.71176064014435,31.288236379623413
10214,GOALPARA,Overall,High,1,0.019482150673866272,99.98051524162292
10215,GOLAGHAT,General,High,1,0.22137961350381374,99.77861642837524
10215,GOLAGHAT,OBC,High,1,0.2568807452917099,99.7431218624115
10215,GOLAGHAT,SC,High,1,0.3740911139175296,99.6259093284607
10215,GOLAGHAT,ST,High,1,1.3199168257415295,98.68007898330688
10215,GOLAGHAT,Overall,High,1,0.2895037643611431,99.71049427986145
10216,HAILAKANDI,General,High,1,0.009066361235454679,99.99092817306519
10216,HAILAKANDI,OBC,High,0,65.27031362056732,34.72968339920044
10216,HAILAKANDI,SC,High,0,62.32876777648926,37.671226263046265
10216,HAILAKANDI,ST,High,1,0.02014756464632228,99.9798595905304
10216,HAILAKANDI,Overall,High,1,0.07800518651492894,99.92198944091797
10217,HOJAI,General,High,1,0.25805372279137373,99.74194765090942
10217,HOJAI,OBC,High,1,0.6046138238161802,99.39538836479187
10217,HOJAI,SC,High,1,1.9934741780161858,98.00652861595154
10217,HOJAI,ST,High,1,3.8962900638580322,96.10370397567749
10217,HOJAI,Overall,High,1,0.3291927743703127,99.67080354690552
10218,JORHAT,General,High,1,0.08601438021287322,99.91397857666016
10218,JORHAT,OBC,High,1,0.8145100437104702,99.18549060821533
10218,JORHAT,SC,High,1,22.76819348335266,77.23180055618286
10218,JORHAT,ST,High,1,0.9972815401852131,99.0027129650116
10218,JORHAT,Overall,High,1,0.4838185850530863,99.51618313789368
10219,KAMRUP-METRO,General,High,1,7.951786369085312,92.04821586608887
10219,KAMRUP-METRO,OBC,High,0,65.27031362056732,34.72968339920044
10219,KAMRUP-METRO,SC,High,1,0.3605334786698222,99.6394693851471
10219,KAMRUP-METRO,ST,High,1,7.738276571035385,92.26171970367432
10219,KAMRUP-METRO,Overall,High,1,14.323161542415619,85.67683696746826
10220,KAMRUP-RURAL,General,High,1,0.003416388062760234,99.99657869338989
10220,KAMRUP-RURAL,OBC,High,1,22.625765204429626,77.37423181533813
10220,KAMRUP-RURAL,SC,High,0,62.32876777648926,37.671226263046265
10220,KAMRUP-RURAL,ST,High,1,4.085087031126022,95.91491222381592
10220,KAMRUP-RURAL,Overall,High,1,0.025969400303438306,99.97403025627136
10221,KARBIANGLONG,General,High,1,0.275181932374835,99.7248113155365
10221,KARBIANGLONG,OBC,High,1,0.06361015257425606,99.93639588356018
10221,KARBIANGLONG,SC,High,1,0.3317921422421932,99.66821074485779
10221,KARBIANGLONG,ST,High,1,0.0543172936886549,99.94568228721619
10221,KARBIANGLONG,Overall,High,1,0.09462468442507088,99.90537762641907
10222,KARIMGANJ,General,High,1,0.021166769147384912,99.97883439064026
10222,KARIMGANJ,OBC,High,1,0.0008333219739142805,99.99916553497314
10222,KARIMGANJ,SC,High,1,0.2124221296980977,99.78758096694946
10222,KARIMGANJ,ST,High,1,0.008215722482418641,99.99178647994995
10222,KARIMGANJ,Overall,High,1,0.014981869026087224,99.98501539230347
10223,KOKRAJHAR,General,High,1,0.029210656066425145,99.97078776359558
10223,KOKRAJHAR,OBC,High,1,0.8092563599348068,99.19074773788452
10223,KOKRAJHAR,SC,High,0,62.32876777648926,37.671226263046265
10223,KOKRAJHAR,ST,High,1,0.30432757921516895,99.69567060470581
10223,KOKRAJHAR,Overall,High,1,0.1663773087784648,99.83362555503845
10224,LAKHIMPUR,General,Low,1,3.8489647209644318,96.1510419845581
10224,LAKHIMPUR,OBC,Low,1,0.0075982039561495185,99.99240636825562
10224,LAKHIMPUR,SC,Low,1,0.0003111769501629169,99.99969005584717
10224,LAKHIMPUR,ST,Low,1,2.05929521471262,97.94070720672607
10224,LAKHIMPUR,Overall,Low,1,0.038620829582214355,99.96138215065002
10225,MAJULI,General,Low,1,11.497477442026138,88.50252032279968
10225,MAJULI,OBC,Low,1,35.822662711143494,64.17733430862427
10225,MAJULI,SC,Low,1,9.034710615196673e-05,99.99990463256836
10225,MAJULI,ST,Low,1,0.02174282999476418,99.97826218605042
10225,MAJULI,Overall,Low,1,0.02113569207722321,99.97887015342712
10226,MORIGAON,General,High,1,0.015515254926867783,99.98447895050049
10226,MORIGAON,OBC,High,1,49.44794178009033,50.55205821990967
10226,MORIGAON,SC,High,1,39.05005156993866,60.9499454498291
10226,MORIGAON,ST,High,0,55.77961206436157,44.22038793563843
10226,MORIGAON,Overall,High,1,0.12485934421420097,99.87514019012451
10227,NAGAON,General,High,1,0.00268329749815166,99.99731779098511
10227,NAGAON,OBC,High,1,0.12474422110244632,99.87525939941406
10227,NAGAON,SC,High,1,2.0920762792229652,97.90792465209961
10227,NAGAON,ST,High,1,0.4958545323461294,99.50414299964905
10227,NAGAON,Overall,High,1,0.008023485133890063,99.99197721481323
10228,NALBARI,General,High,1,0.11985364835709333,99.88014698028564
10228,NALBARI,OBC,High,1,28.214332461357117,71.78566455841064
10228,NALBARI,SC,High,1,0.5217573139816523,99.47823882102966
10228,NALBARI,ST,High,1,1.5836173668503761,98.41638207435608
10228,NALBARI,Overall,High,1,0.19204765558242798,99.80795383453369
10229,SIBSAGAR,General,High,0,64.43808972835541,35.56191325187683
10229,SIBSAGAR,OBC,High,1,0.18998149316757917,99.8100221157074
10229,SIBSAGAR,SC,High,0,62.32876777648926,37.671226263046265
10229,SIBSAGAR,ST,High,0,68.71176064014435,31.288236379623413
10229,SIBSAGAR,Overall,High,1,0.7211238611489534,99.27887320518494
10230,SONITPUR,General,High,1,0.43007335625588894,99.56992864608765
10230,SONITPUR,OBC,High,1,0.034243115806020796,99.96575117111206
10230,SONITPUR,SC,High,1,0.08577208500355482,99.91422891616821
10230,SONITPUR,ST,High,1,2.142655663192272,97.85735011100769
10230,SONITPUR,Overall,High,1,0.14701503096148372,99.85297918319702
10231,SOUTHSALMARA-MANKACHAR,General,High,1,0.00010892308637266979,99.9998927116394
10231,SOUTHSALMARA-MANKACHAR,OBC,High,1,0.0006741503511875635,99.99932050704956
10231,SOUTHSALMARA-MANKACHAR,SC,High,1,0.008333464938914403,99.9916672706604
10231,SOUTHSALMARA-MANKACHAR,ST,High,1,1.4544922066761501e-05,99.99998807907104
10231,SOUTHSALMARA-MANKACHAR,Overall,High,1,9.920238426275318e-05,99.99990463256836
10232,TAMULPUR,General,High,0,64.43808972835541,35.56191325187683
10232,TAMULPUR,OBC,High,0,65.27031362056732,34.72968339920044
10232,TAMULPUR,SC,High,0,62.32876777648926,37.671226263046265
10232,TAMULPUR,ST,High,0,68.71176064014435,31.288236379623413
10232,TAMULPUR,Overall,High,0,56.3805490732193,43.61945390701294
10233,TINSUKIA,General,Low,1,5.996612831950188,94.00337934494019
10233,TINSUKIA,OBC,Low,1,0.03771435876842588,99.96228218078613
10233,TINSUKIA,SC,Low,1,41.1457359790802,58.8542640209198
10233,TINSUKIA,ST,Low,1,0.21178871393203735,99.7882068157196
10233,TINSUKIA,Overall,Low,1,0.05723375943489373,99.94276165962219
10234,UDALGURI,General,High,1,0.055625056847929955,99.94437098503113
10234,UDALGURI,OBC,High,1,0.35243979655206203,99.64756369590759
10234,UDALGURI,SC,High,1,0.3605334786698222,99.6394693851471
10234,UDALGURI,ST,High,0,68.71176064014435,31.288236379623413
10234,UDALGURI,Overall,High,1,0.7386214565485716,99.26137924194336
10235,WESTKARBIANGLONG,General,High,0,64.43808972835541,35.56191325187683
10235,WESTKARBIANGLONG,OBC,High,1,0.14687959337607026,99.85312223434448
10235,WESTKARBIANGLONG,SC,High,1,0.6193794775754213,99.380624294281
10235,WESTKARBIANGLONG,ST,High,1,0.058862363221123815,99.94113445281982
10235,WESTKARBIANGLONG,Overall,High,1,0.20581930875778198,99.7941792011261
10301,ARARIA,General,High,1,0.06582882488146424,99.93416666984558
10301,ARARIA,OBC,High,1,0.07527755806222558,99.92473125457764
10301,ARARIA,SC,High,1,0.019783436437137425,99.98021721839905
10301,ARARIA,ST,High,1,0.26826856192201376,99.73172545433044
10301,ARARIA,Overall,High,1,0.06494298577308655,99.93506073951721
10302,ARWAL,General,Low,1,0.7774931378662586,99.22250509262085
10302,ARWAL,OBC,Low,1,10.638974606990814,89.36102390289307
10302,ARWAL,SC,Low,1,5.913390219211578,94.08661127090454
10302,ARWAL,ST,Low,1,8.678248519800036e-06,99.99998807907104
10302,ARWAL,Overall,Low,1,4.08257320523262,95.91742753982544
10303,AURANGABAD(BIHAR),General,Low,0,56.573495268821716,43.42650771141052
10303,AURANGABAD(BIHAR),OBC,Low,1,0.02243226917926222,99.97757077217102
10303,AURANGABAD(BIHAR),SC,Low,1,0.0269793818006292,99.97301697731018
10303,AURANGABAD(BIHAR),ST,Low,0,70.13490498065948,29.865097999572754
10303,AURANGABAD(BIHAR),Overall,Low,1,0.04731474909931421,99.9526858329773
10304,BANKA,General,High,1,43.33841800689697,56.66158199310303
10304,BANKA,OBC,High,1,0.874333456158638,99.12567138671875
10304,BANKA,SC,High,1,48.111602663993835,51.888394355773926
10304,BANKA,ST,High,1,0.07378760492429137,99.92621541023254
10304,BANKA,Overall,High,1,1.426203642040491,98.57379198074341
10305,BEGUSARAI,General,High,1,23.95430952310562,76.0456919670105
10305,BEGUSARAI,OBC,High,1,1.77377350628376,98.22622537612915
10305,BEGUSARAI,SC,High,1,0.3845916595309973,99.61541295051575
10305,BEGUSARAI,ST,High,0,68.71176064014435,31.288236379623413
10305,BEGUSARAI,Overall,High,1,1.6483761370182037,98.3516275882721
10306,BHAGALPUR,General,Low,1,12.53403127193451,87.46596574783325
10306,BHAGALPUR,OBC,Low,1,0.12193239526823163,99.87806677818298
10306,BHAGALPUR,SC,Low,1,0.2585415495559573,99.74145889282227
10306,BHAGALPUR,ST,Low,0,70.13490498065948,29.865097999572754
10306,BHAGALPUR,Overall,Low,1,0.34339665435254574,99.6566116809845
10307,BHOJPUR,General,Low,0,56.573501229286194,43.42649579048157
10307,BHOJPUR,OBC,Low,1,6.794676184654236,93.205326795578
10307,BHOJPUR,SC,Low,1,1.3717100024223328,98.62828850746155
10307,BHOJPUR,ST,Low,0,70.13490498065948,29.865097999572754
10307,BHOJPUR,Overall,Low,1,9.754539281129837,90.24546146392822
10308,BUXAR,General,High,0,64.43808972835541,35.56191325187683
10308,BUXAR,OBC,High,1,5.696410313248634,94.3035900592804
10308,BUXAR,SC,High,1,0.9976799599826336,99.00231957435608
10308,BUXAR,ST,High,0,68.71176064014435,31.288236379623413
10308,BUXAR,Overall,High,1,16.57286137342453,83.42713713645935
10309,DARBHANGA,General,High,0,64.43808972835541,35.56191325187683
10309,DARBHANGA,OBC,High,1,0.3489752998575568,99.65102076530457
10309,DARBHANGA,SC,High,1,1.1408384889364243,98.85916113853455
10309,DARBHANGA,ST,High,1,7.624046149447023e-13,100.0
10309,DARBHANGA,Overall,High,1,0.7526921108365059,99.24731254577637
10310,GAYA,General,Low,1,40.77714383602142,59.222859144210815
10310,GAYA,OBC,Low,1,17.482399940490723,82.51760005950928
10310,GAYA,SC,Low,1,15.931151807308197,84.06884670257568
10310,GAYA,ST,Low,1,0.0028363616365822963,99.99716281890869
10310,GAYA,Overall,Low,1,12.136705219745636,87.863290309906
10311,GOPALGANJ,General,Low,0,56.573501229286194,43.42649579048157
10311,GOPALGANJ,OBC,Low,0,56.839728355407715,43.160271644592285
10311,GOPALGANJ,SC,Low,1,0.008418264042120427,99.99158382415771
10311,GOPALGANJ,ST,Low,0,70.13490498065948,29.865097999572754
10311,GOPALGANJ,Overall,Low,1,44.980308413505554,55.01968860626221
10312,JAMUI,General,High,1,1.9313203170895576,98.06868433952332
10312,JAMUI,OBC,High,1,0.057896325597539544,99.94210004806519
10312,JAMUI,SC,High,1,0.05113324150443077,99.94885921478271
10312,JAMUI,ST,High,1,0.09484504698775709,99.90515112876892
10312,JAMUI,Overall,High,1,0.08698463789187372,99.91301894187927
10313,JEHANABAD,General,High,0,64.43808972835541,35.56191325187683
10313,JEHANABAD,OBC,High,0,65.27031362056732,34.72968339920044
10313,JEHANABAD,SC,High,1,5.049344152212143,94.95065212249756
10313,JEHANABAD,ST,High,1,2.0855067006664285e-06,100.0
10313,JEHANABAD,Overall,High,0,56.3805490732193,43.61945390701294
10314,KAIMUR(BHABUA),General,High,0,64.43808972835541,35.56191325187683
10314,KAIMUR(BHABUA),OBC,High,0,65.27031362056732,34.72968339920044
10314,KAIMUR(BHABUA),SC,High,1,0.1914066495373845,99.80859756469727
10314,KAIMUR(BHABUA),ST,High,1,14.94176983833313,85.05823612213135
10314,KAIMUR(BHABUA),Overall,High,1,36.149024963378906,63.850975036621094
10315,KATIHAR,General,High,1,0.0009672029591456521,99.99903440475464
10315,KATIHAR,OBC,High,1,0.03799812402576208,99.96199607849121
10315,KATIHAR,SC,High,1,0.040827973862178624,99.95917677879333
10315,KATIHAR,ST,High,1,0.030790918390266597,99.96920824050903
10315,KATIHAR,Overall,High,1,0.013501026842277497,99.9864935874939
10316,KHAGARIA,General,High,0,64.43808972835541,35.56191325187683
10316,KHAGARIA,OBC,High,1,1.4434062875807285,98.55659604072571
10316,KHAGARIA,SC,High,1,0.25881933979690075,99.74117875099182
10316,KHAGARIA,ST,High,0,68.71176064014435,31.288236379623413
10316,KHAGARIA,Overall,High,1,4.704302549362183,95.2957034111023
10317,KISHANGANJ,General,High,1,0.00273672540060943,99.99725818634033
10317,KISHANGANJ,OBC,High,1,5.630582943558693,94.36941742897034
10317,KISHANGANJ,SC,High,1,0.0002750326757450239,99.99972581863403
10317,KISHANGANJ,ST,High,1,0.00015657299172744388,99.99984502792358
10317,KISHANGANJ,Overall,High,1,0.018724867550190538,99.98127818107605
10318,LAKHISARAI,General,High,1,7.342948764562607,92.65705347061157
10318,LAKHISARAI,OBC,High,1,6.395579129457474,93.60441565513611
10318,LAKHISARAI,SC,High,1,0.1170906936749816,99.88290667533875
10318,LAKHISARAI,ST,High,0,68.71176064014435,31.288236379623413
10318,LAKHISARAI,Overall,High,1,2.2260207682847977,97.77398705482483
10319,MADHEPURA,General,High,1,0.002046086410700809,99.99794960021973
10319,MADHEPURA,OBC,High,1,0.05676037399098277,99.9432384967804
10319,MADHEPURA,SC,High,1,0.006236419721972197,99.9937653541565
10319,MADHEPURA,ST,High,1,1.5302906164471608e-08,100.0
10319,MADHEPURA,Overall,High,1,0.024960041628219187,99.97504353523254
10320,MADHUBANI,General,High,1,0.6676690187305212,99.3323266506195
10320,MADHUBANI,OBC,High,1,0.05934824584983289,99.94065761566162
10320,MADHUBANI,SC,High,1,0.022868518135510385,99.97712969779968
10320,MADHUBANI,ST,High,0,68.71176064014435,31.288236379623413
10320,MADHUBANI,Overall,High,1,0.07723630988039076,99.92276430130005
10321,MUNGER,General,Low,1,3.803839161992073,96.1961567401886
10321,MUNGER,OBC,Low,1,0.15237957704812288,99.84762072563171
10321,MUNGER,SC,Low,1,0.04285583854652941,99.95713829994202
10321,MUNGER,ST,Low,0,70.13490498065948,29.865097999572754
10321,MUNGER,Overall,Low,1,0.19418131560087204,99.80581402778625
10322,MUZAFFARPUR,General,High,0,64.43808972835541,35.56191325187683
10322,MUZAFFARPUR,OBC,High,1,0.2016010694205761,99.79839324951172
10322,MUZAFFARPUR,SC,High,0,62.32876777648926,37.671226263046265
10322,MUZAFFARPUR,ST,High,0,68.71176064014435,31.288236379623413
10322,MUZAFFARPUR,Overall,High,1,0.7432825397700071,99.25671815872192
10323,NALANDA,General,Low,0,55.0615519285202,44.938451051712036
10323,NALANDA,OBC,Low,1,11.114388704299927,88.88561129570007
10323,NALANDA,SC,Low,1,1.1030198074877262,98.89698028564453
10323,NALANDA,ST,Low,0,70.13490498065948,29.865097999572754
10323,NALANDA,Overall,Low,1,7.71072581410408,92.28927493095398
10324,NAWADA,General,High,1,19.368314743041992,80.63169121742249
10324,NAWADA,OBC,High,1,0.19961635116487741,99.80037808418274
10324,NAWADA,SC,High,1,0.07122926181182265,99.92877840995789
10324,NAWADA,ST,High,0,68.71176064014435,31.288236379623413
10324,NAWADA,Overall,High,1,0.29093828052282333,99.70905780792236
10325,PASHCHIMCHAMPARAN,General,High,1,29.2324960231781,70.76749801635742
10325,PASHCHIMCHAMPARAN,OBC,High,1,0.3814177121967077,99.6185839176178
10325,PASHCHIMCHAMPARAN,SC,High,1,0.00902719548321329,99.990975856781
10325,PASHCHIMCHAMPARAN,ST,High,0,68.71176064014435,31.288236379623413
10325,PASHCHIMCHAMPARAN,Overall,High,1,0.4276721738278866,99.57232475280762
10326,PATNA,General,Low,1,10.421287268400192,89.57870602607727
10326,PATNA,OBC,Low,0,56.839728355407715,43.160271644592285
10326,PATNA,SC,Low,1,0.009483881149208173,99.99051094055176
10326,PATNA,ST,Low,1,4.8346299678087234,95.1653778553009
10326,PATNA,Overall,Low,1,23.241236805915833,76.75876021385193
10327,PURBACHAMPARAN,General,Low,0,56.573501229286194,43.42649579048157
10327,PURBACHAMPARAN,OBC,Low,1,0.06890525110065937,99.93109703063965
10327,PURBACHAMPARAN,SC,Low,1,0.012217459152452648,99.98778104782104
10327,PURBACHAMPARAN,ST,Low,0,70.13490498065948,29.865097999572754
10327,PURBACHAMPARAN,Overall,Low,1,0.12471528025344014,99.87528324127197
10328,PURNIA,General,High,0,64.43808972835541,35.56191325187683
10328,PURNIA,OBC,High,1,0.09835768723860383,99.90164041519165
10328,PURNIA,SC,High,1,0.0026037934730993584,99.9974012374878
10328,PURNIA,ST,High,1,0.0008830525985104032,99.99911785125732
10328,PURNIA,Overall,High,1,0.08196579874493182,99.91803765296936
10329,ROHTAS,General,High,1,2.9419930651783943,97.05800414085388
10329,ROHTAS,OBC,High,0,65.27031362056732,34.72968339920044
10329,ROHTAS,SC,High,1,0.8106679655611515,99.18932914733887
10329,ROHTAS,ST,High,1,0.019850232638418674,99.98015761375427
10329,ROHTAS,Overall,High,1,21.07355445623398,78.9264440536499
10330,SAHARSA,General,High,0,64.43808972835541,35.56191325187683
10330,SAHARSA,OBC,High,1,0.009677327034296468,99.99032020568848
10330,SAHARSA,SC,High,1,0.015799343236722052,99.98419284820557
10330,SAHARSA,ST,High,1,5.678620906834908e-08,100.0
10330,SAHARSA,Overall,High,1,0.028251847834326327,99.97174143791199
