DNo,Location,Social Category,Income,dropout,snr_Boys_social_category,snr_Boys_income
11905,BHANDARA,ST,Low,1,0.012678236817009747,99.9873161315918
11905,BHANDARA,Overall,Low,1,8.108742535114288,91.89125895500183
11906,BID,General,High,1,2.8888892382383347,97.11110591888428
11906,BID,OBC,High,1,0.08127785404212773,99.9187171459198
11906,BID,SC,High,1,0.0924912397749722,99.90750551223755
11906,BID,ST,High,1,0.002043081804004032,99.99796152114868
11906,BID,Overall,High,1,0.1363716321066022,99.86363053321838
11907,BULDANA,General,Low,1,0.011811501462943852,99.98818635940552
11907,BULDANA,OBC,Low,1,0.03438712446950376,99.9656081199646
11907,BULDANA,SC,Low,1,0.0448111561127007,99.95518326759338
11907,BULDANA,ST,Low,1,0.002018020677496679,99.99798536300659
11907,BULDANA,Overall,Low,1,0.017830361321102828,99.98217225074768
11908,CHANDRAPUR,General,Low,1,14.29065614938736,85.70933938026428
11908,CHANDRAPUR,OBC,Low,1,0.12123949127271771,99.87875819206238
11908,CHANDRAPUR,SC,Low,1,0.23261639289557934,99.76738095283508
11908,CHANDRAPUR,ST,Low,1,0.05491870688274503,99.94508624076843
11908,CHANDRAPUR,Overall,Low,1,0.08192745153792202,99.91807341575623
11909,DHULE,General,Low,0,87.3549535870552,12.645047903060913
11909,DHULE,OBC,Low,1,0.027642500936053693,99.97236132621765
11909,DHULE,SC,Low,1,0.013074224989395589,99.98692274093628
11909,DHULE,ST,Low,1,0.00010333826594433049,99.9998927116394
11909,DHULE,Overall,Low,1,0.0031178886274574324,99.99687671661377
11910,GADCHIROLI,General,High,1,1.0610244236886501,98.9389717578888
11910,GADCHIROLI,OBC,High,1,4.89610992372036,95.10388970375061
11910,GADCHIROLI,SC,High,1,20.397591590881348,79.60241436958313
11910,GADCHIROLI,ST,High,1,0.01347182405879721,99.98652935028076
11910,GADCHIROLI,Overall,High,1,0.08108906331472099,99.91890788078308
11911,GONDIYA,General,High,0,80.18529266119003,19.814705848693848
11911,GONDIYA,OBC,High,0,79.97762709856033,20.022380352020264
11911,GONDIYA,SC,High,1,3.359583020210266,96.64041996002197
11911,GONDIYA,ST,High,1,0.2841324545443058,99.71586465835571
11911,GONDIYA,Overall,High,1,21.199481189250946,78.80051732063293
11912,HINGOLI,General,High,1,6.203796342015266,93.7961995601654
11912,HINGOLI,OBC,High,1,0.284192175604403,99.71580505371094
11912,HINGOLI,SC,High,1,0.16915728338062763,99.83084201812744
11912,HINGOLI,ST,High,1,1.5491890721023083,98.45081567764282
11912,HINGOLI,Overall,High,1,0.4291075747460127,99.57089424133301
11913,JALGAON,General,High,1,0.26394149754196405,99.73605275154114
11913,JALGAON,OBC,High,1,0.008494929352309555,99.99150037765503
11913,JALGAON,SC,High,1,0.023943334235809743,99.97605681419373
11913,JALGAON,ST,High,1,0.0001836251044551318,99.99982118606567
11913,JALGAON,Overall,High,1,0.0041861254430841655,99.99581575393677
11914,JALNA,General,Low,1,4.6838462352752686,95.31615376472473
11914,JALNA,OBC,Low,0,54.53406572341919,45.46593427658081
11914,JALNA,SC,Low,1,1.1039617471396923,98.89603853225708
11914,JALNA,ST,Low,1,0.12015925021842122,99.87983703613281
11914,JALNA,Overall,Low,1,5.264424160122871,94.73557472229004
11915,KOLHAPUR,General,High,1,0.451223598793149,99.54877495765686
11915,KOLHAPUR,OBC,High,1,0.043550890404731035,99.95644688606262
11915,KOLHAPUR,SC,High,1,0.08636477869004011,99.91363883018494
11915,KOLHAPUR,ST,High,0,91.2901520729065,8.709847927093506
11915,KOLHAPUR,Overall,High,1,0.11258127633482218,99.88741278648376
11916,LATUR,General,High,1,0.1333265914581716,99.8666763305664
11916,LATUR,OBC,High,1,0.02490750339347869,99.97509121894836
11916,LATUR,SC,High,1,0.061706191627308726,99.93829727172852
11916,LATUR,ST,High,1,0.027055887039750814,99.97294545173645
11916,LATUR,Overall,High,1,0.02885753638111055,99.97114539146423
11918,MUMBAIII,General,High,0,75.14538168907166,24.854618310928345
11918,MUMBAIII,OBC,High,0,82.90987014770508,17.0901358127594
11918,MUMBAIII,SC,High,0,82.38890618085861,17.61109232902527
11918,MUMBAIII,ST,High,0,91.2901520729065,8.709847927093506
11918,MUMBAIII,Overall,High,0,72.41910398006439,27.580899000167847
11917,MUMBAI(SUBURBAN),General,High,1,1.7127479878809027e-06,100.0
11917,MUMBAI(SUBURBAN),OBC,High,1,3.3931575327272867e-07,100.0
11917,MUMBAI(SUBURBAN),SC,High,1,7.919390476729404e-07,100.0
11917,MUMBAI(SUBURBAN),ST,High,1,3.396271930355965e-07,100.0
11917,MUMBAI(SUBURBAN),Overall,High,1,4.843861756143042e-07,100.0
11919,NAGPUR,General,High,1,4.075126349925995,95.92487215995789
11919,NAGPUR,OBC,High,1,0.28209409210830927,99.71790313720703
11919,NAGPUR,SC,High,1,0.46470174565911293,99.53529834747314
11919,NAGPUR,ST,High,1,0.0052215811592759565,99.99477863311768
11919,NAGPUR,Overall,High,1,0.15364497667178512,99.846351146698
11920,NANDED,General,High,1,0.204086909070611,99.79591369628906
11920,NANDED,OBC,High,1,0.04634009092114866,99.95366334915161
11920,NANDED,SC,High,1,0.0625171815045178,99.93748068809509
11920,NANDED,ST,High,1,0.08210352389141917,99.9178946018219
11920,NANDED,Overall,High,1,0.041882661753334105,99.95811581611633
11921,NANDURBAR,General,High,0,80.18529266119003,19.814705848693848
11921,NANDURBAR,OBC,High,1,0.030801870161667466,99.96919631958008
11921,NANDURBAR,SC,High,0,82.38890618085861,17.61109232902527
11921,NANDURBAR,ST,High,1,0.001721629814710468,99.99828338623047
11921,NANDURBAR,Overall,High,1,0.003756824298761785,99.99624490737915
11922,NASHIK,General,Low,1,0.040484569035470486,99.95952248573303
11922,NASHIK,OBC,Low,1,0.014311254199128598,99.98568296432495
11922,NASHIK,SC,Low,1,0.007966389966895804,99.99203681945801
11922,NASHIK,ST,Low,1,0.001991887256735936,99.9980092048645
11922,NASHIK,Overall,Low,1,0.006022910383762792,99.99397993087769
11923,OSMANABAD,General,Low,1,0.013811691314913332,99.98618364334106
11923,OSMANABAD,OBC,Low,1,0.01963228132808581,99.98037219047546
11923,OSMANABAD,SC,Low,1,0.014992129581514746,99.98500347137451
11923,OSMANABAD,ST,Low,1,0.03763839486055076,99.96235370635986
11923,OSMANABAD,Overall,Low,1,0.009598995529813692,99.99040365219116
11924,PALGHAR,General,Low,1,0.046421613660641015,99.95357990264893
11924,PALGHAR,OBC,Low,1,0.013451925769913942,99.98654127120972
11924,PALGHAR,SC,Low,1,0.005147297997609712,99.9948501586914
11924,PALGHAR,ST,Low,1,0.004572276884573512,99.99542236328125
11924,PALGHAR,Overall,Low,1,0.00893480537342839,99.99105930328369
11925,PARBHANI,General,High,1,0.07264273590408266,99.92735981941223
11925,PARBHANI,OBC,High,1,0.2718334086239338,99.72816705703735
11925,PARBHANI,SC,High,1,0.10923856170848012,99.89075660705566
11925,PARBHANI,ST,High,1,1.066546980291605,98.93345236778259
11925,PARBHANI,Overall,High,1,0.05668402882292867,99.94331002235413
11926,PUNE,General,High,1,0.31427210196852684,99.68572854995728
11926,PUNE,OBC,High,1,0.017830241995397955,99.98217225074768
11926,PUNE,SC,High,1,0.021973642287775874,99.97802376747131
11926,PUNE,ST,High,1,0.04776323039550334,99.952232837677
11926,PUNE,Overall,High,1,0.03961975162383169,99.9603807926178
11927,RAIGARH(MAHARASHTRA),General,High,1,0.14072807971388102,99.85926747322083
11927,RAIGARH(MAHARASHTRA),OBC,High,1,0.049307808512821794,99.9506950378418
11927,RAIGARH(MAHARASHTRA),SC,High,1,0.046906279749237,99.95309114456177
11927,RAIGARH(MAHARASHTRA),ST,High,1,0.0003550620249370695,99.99964237213135
11927,RAIGARH(MAHARASHTRA),Overall,High,1,0.01779140147846192,99.98220801353455
11928,RATNAGIRI,General,High,1,0.1562872319482267,99.84371066093445
11928,RATNAGIRI,OBC,High,1,0.06747086299583316,99.93252754211426
11928,RATNAGIRI,SC,High,1,0.10747091146185994,99.8925268650055
11928,RATNAGIRI,ST,High,1,0.0003396486135898158,99.99966621398926
11928,RATNAGIRI,Overall,High,1,0.04229524056427181,99.95771050453186
11929,SANGLI,General,High,1,0.16707114409655333,99.83293414115906
11929,SANGLI,OBC,High,1,0.059206486912444234,99.94078874588013
11929,SANGLI,SC,High,1,0.04614673089236021,99.95385408401489
11929,SANGLI,ST,High,1,0.02429197629680857,99.97571110725403
11929,SANGLI,Overall,High,1,0.04243367584422231,99.9575674533844
11930,SATARA,General,High,1,2.467578649520874,97.5324273109436
11930,SATARA,OBC,High,1,0.11640532175078988,99.88359808921814
11930,SATARA,SC,High,1,0.32898150384426117,99.67101812362671
11930,SATARA,ST,High,1,0.00012997577414353145,99.9998688697815
11930,SATARA,Overall,High,1,0.20969153847545385,99.79031085968018
11931,SINDHUDURG,General,Low,1,0.08120756247080863,99.91878867149353
11931,SINDHUDURG,OBC,Low,1,10.617604106664658,89.38239812850952
11931,SINDHUDURG,SC,Low,1,0.04323362954892218,99.95676875114441
11931,SINDHUDURG,ST,Low,1,2.7792751211563882e-05,99.99997615814209
11931,SINDHUDURG,Overall,Low,1,0.09263292304240167,99.90736246109009
11932,SOLAPUR,General,High,1,0.15431334031745791,99.84568357467651
11932,SOLAPUR,OBC,High,1,0.023442108067683876,99.97655749320984
11932,SOLAPUR,SC,High,1,0.024404472787864506,99.97559189796448
11932,SOLAPUR,ST,High,1,6.786100357203395e-05,99.99992847442627
11932,SOLAPUR,Overall,High,1,0.022002113109920174,99.9779999256134
11933,THANE,General,High,1,0.0976387585978955,99.90235567092896
11933,THANE,OBC,High,1,0.009960020543076098,99.99003410339355
11933,THANE,SC,High,1,0.028462024056352675,99.97153878211975
11933,THANE,ST,High,1,0.0018994145648321137,99.99810457229614
11933,THANE,Overall,High,1,0.016503081133123487,99.98348951339722
11934,WARDHA,General,High,1,11.010169982910156,88.98982405662537
11934,WARDHA,OBC,High,1,0.21623405627906322,99.78377223014832
11934,WARDHA,SC,High,1,2.9019273817539215,97.0980703830719
11934,WARDHA,ST,High,1,0.16916904132813215,99.83083009719849
11934,WARDHA,Overall,High,1,0.2155281836166978,99.78446960449219
11935,WASHIM,General,Low,0,87.3549535870552,12.645047903060913
11935,WASHIM,OBC,Low,1,0.9006173349916935,99.09937977790833
11935,WASHIM,SC,Low,1,9.38616767525673,90.61383008956909
11935,WASHIM,ST,Low,1,0.01271960063604638,99.98728036880493
11935,WASHIM,Overall,Low,1,2.4286067113280296,97.57139682769775
11936,YAVATMAL,General,Low,1,0.059270288329571486,99.94072914123535
11936,YAVATMAL,OBC,Low,1,0.009009093628264964,99.99098777770996
11936,YAVATMAL,SC,Low,1,0.014184093743097037,99.98581409454346
11936,YAVATMAL,ST,Low,1,0.01511713198851794,99.98488426208496
11936,YAVATMAL,Overall,Low,1,0.009140992915490642,99.99085664749146
12001,BISHNUPUR,General,High,0,80.18529266119003,19.814705848693848
12001,BISHNUPUR,OBC,High,1,0.4207824356853962,99.57921504974365
12001,BISHNUPUR,SC,High,1,0.9156379848718643,99.0843653678894
12001,BISHNUPUR,ST,High,1,0.005871380562894046,99.99412298202515
12001,BISHNUPUR,Overall,High,1,2.492080256342888,97.50791788101196
12002,CHANDEL,General,High,0,80.18529266119003,19.814705848693848
12002,CHANDEL,OBC,High,0,82.90987014770508,17.0901358127594
12002,CHANDEL,SC,High,0,82.38890618085861,17.61109232902527
12002,CHANDEL,ST,High,1,18.65762621164322,81.3423752784729
12002,CHANDEL,Overall,High,0,72.41910398006439,27.580899000167847
12003,CHURACHANDPUR,General,High,1,0.0001235107902175514,99.99988079071045
12003,CHURACHANDPUR,OBC,High,1,1.344181321805138e-07,100.0
12003,CHURACHANDPUR,SC,High,0,82.38890320062637,17.611098289489746
12003,CHURACHANDPUR,ST,High,1,0.073722202796489,99.92627501487732
12003,CHURACHANDPUR,Overall,High,1,0.017107167514041066,99.98289346694946
12004,IMPHALEAST,General,High,0,66.97092652320862,33.02907347679138
12004,IMPHALEAST,OBC,High,1,0.19360515289008617,99.80639815330505
12004,IMPHALEAST,SC,High,0,82.38890618085861,17.61109232902527
12004,IMPHALEAST,ST,High,0,91.2901520729065,8.709847927093506
12004,IMPHALEAST,Overall,High,0,72.41910398006439,27.580899000167847
12005,IMPHALWEST,General,High,0,80.18529266119003,19.814705848693848
12005,IMPHALWEST,OBC,High,1,4.698871076107025,95.30112743377686
12005,IMPHALWEST,SC,High,0,82.38890618085861,17.61109232902527
12005,IMPHALWEST,ST,High,0,91.2901520729065,8.709847927093506
12005,IMPHALWEST,Overall,High,0,72.41910398006439,27.580899000167847
12006,JIRIBAM,General,High,0,80.18529266119003,19.814705848693848
12006,JIRIBAM,OBC,High,0,82.90987014770508,17.0901358127594
12006,JIRIBAM,SC,High,1,0.0052536266593961045,99.99474287033081
12006,JIRIBAM,ST,High,0,91.2901520729065,8.709847927093506
12006,JIRIBAM,Overall,High,0,72.41910398006439,27.580899000167847
12007,KAKCHING,General,High,1,5.298395535646705e-05,99.99995231628418
12007,KAKCHING,OBC,High,1,0.00013854333928975393,99.99985694885254
12007,KAKCHING,SC,High,1,0.05952966748736799,99.94046688079834
12007,KAKCHING,ST,High,0,91.2901520729065,8.709847927093506
12007,KAKCHING,Overall,High,1,0.0023234049876919016,99.99767541885376
12008,KAMJONG,General,High,0,80.18529266119003,19.814705848693848
12008,KAMJONG,OBC,High,0,82.90987014770508,17.0901358127594
12008,KAMJONG,SC,High,0,82.38890618085861,17.61109232902527
12008,KAMJONG,ST,High,1,3.154175587383179e-06,100.0
12008,KAMJONG,Overall,High,1,0.0002450312649671105,99.99974966049194
12009,KANGPOKPI,General,High,1,0.1654862891882658,99.8345136642456
12009,KANGPOKPI,OBC,High,1,0.0011587081644393038,99.99884366989136
12009,KANGPOKPI,SC,High,0,82.38890618085861,17.61109232902527
12009,KANGPOKPI,ST,High,1,0.00987452149274759,99.9901294708252
12009,KANGPOKPI,Overall,High,1,0.012706205598078668,99.98729228973389
12010,NONEY,General,High,1,2.0066835304533015e-06,100.0
12010,NONEY,OBC,High,0,82.90987014770508,17.0901358127594
12010,NONEY,SC,High,0,82.38890618085861,17.61109232902527
12010,NONEY,ST,High,1,0.00020323077478678897,99.99979734420776
12010,NONEY,Overall,High,1,0.00011029399047401967,99.9998927116394
12011,PHERZAWL,General,High,0,80.18529266119003,19.814705848693848
12011,PHERZAWL,OBC,High,0,82.90987014770508,17.0901358127594
12011,PHERZAWL,SC,High,0,82.38890618085861,17.61109232902527
12011,PHERZAWL,ST,High,1,1.1103840336090798e-05,99.99998807907104
12011,PHERZAWL,Overall,High,1,5.291870408541399e-06,100.0
12012,SENAPATI,General,High,0,80.18529266119003,19.814705848693848
12012,SENAPATI,OBC,High,1,0.021926949557382613,99.97807145118713
12012,SENAPATI,SC,High,0,82.38890618085861,17.61109232902527
12012,SENAPATI,ST,High,0,91.2901520729065,8.709847927093506
12012,SENAPATI,Overall,High,0,72.41910398006439,27.580899000167847
12013,TAMENGLONG,General,High,1,1.8132437773488164e-06,100.0
12013,TAMENGLONG,OBC,High,0,82.90987014770508,17.0901358127594
12013,TAMENGLONG,SC,High,0,82.38890618085861,17.61109232902527
12013,TAMENGLONG,ST,High,0,84.29308533668518,15.706920623779297
12013,TAMENGLONG,Overall,High,1,44.19665038585663,55.80334663391113
12014,TENGNOUPAL,General,High,0,80.18529266119003,19.814705848693848
12014,TENGNOUPAL,OBC,High,0,82.90987014770508,17.0901358127594
12014,TENGNOUPAL,SC,High,0,82.38890618085861,17.61109232902527
12014,TENGNOUPAL,ST,High,1,0.12719761580228806,99.87279772758484
12014,TENGNOUPAL,Overall,High,0,72.41910398006439,27.580899000167847
12015,THOUBAL,General,High,0,80.18529266119003,19.814705848693848
12015,THOUBAL,OBC,High,1,0.0030488443371723406,99.9969482421875
12015,THOUBAL,SC,High,0,82.38890618085861,17.61109232902527
12015,THOUBAL,ST,High,0,91.2901520729065,8.709847927093506
12015,THOUBAL,Overall,High,1,0.2155281836166978,99.78446960449219
12016,UKHRUL,General,High,1,2.4384645778280367e-10,100.0
12016,UKHRUL,OBC,High,0,82.90987014770508,17.0901358127594
12016,UKHRUL,SC,High,0,82.38890618085861,17.61109232902527
12016,UKHRUL,ST,High,1,0.6898393854498863,99.31015968322754
12016,UKHRUL,Overall,High,1,0.07478127372451127,99.92521405220032
12101,EASTGAROHILLS,General,High,1,0.07991429883986712,99.92008805274963
12101,EASTGAROHILLS,OBC,High,1,0.010282052971888334,99.98971223831177
12101,EASTGAROHILLS,SC,High,1,2.5109800461109444e-06,100.0
12101,EASTGAROHILLS,ST,High,1,0.002017335827986244,99.99798536300659
12101,EASTGAROHILLS,Overall,High,1,0.0009901883458951488,99.99901056289673
12102,EASTJAINTIAHILLS,General,High,1,0.22807917557656765,99.77192282676697
12102,EASTJAINTIAHILLS,OBC,High,0,82.90987014770508,17.0901358127594
12102,EASTJAINTIAHILLS,SC,High,0,82.38890618085861,17.61109232902527
12102,EASTJAINTIAHILLS,ST,High,1,9.084164389605576e-05,99.99990463256836
12102,EASTJAINTIAHILLS,Overall,High,1,9.142481758317444e-05,99.99990463256836
12103,EASTKHASIHILLS,General,High,1,0.019034672004636377,99.98096823692322
12103,EASTKHASIHILLS,OBC,High,1,0.7822141051292419,99.21779036521912
12103,EASTKHASIHILLS,SC,High,1,0.0010468206710356753,99.99895095825195
12103,EASTKHASIHILLS,ST,High,1,0.10216267546638846,99.89783763885498
12103,EASTKHASIHILLS,Overall,High,1,0.03675140324048698,99.9632477760315
12104,NORTHGAROHILLS,General,High,1,6.803759777795904e-08,100.0
12104,NORTHGAROHILLS,OBC,High,0,82.90987014770508,17.0901358127594
12104,NORTHGAROHILLS,SC,High,0,82.38890618085861,17.61109232902527
12104,NORTHGAROHILLS,ST,High,1,4.437415270786005e-05,99.99995231628418
12104,NORTHGAROHILLS,Overall,High,1,1.7770662452676333e-05,99.99998807907104
12105,RIBHOI,General,High,1,0.00021832647689734586,99.99978542327881
12105,RIBHOI,OBC,High,1,5.425636118161492e-06,100.0
12105,RIBHOI,SC,High,1,5.8474808328767836e-08,100.0
12105,RIBHOI,ST,High,1,0.0014461644241237082,99.99855756759644
12105,RIBHOI,Overall,High,1,0.00047781904868315905,99.9995231628418
12106,SOUTHGAROHILLS,General,High,1,2.8604110182892106e-11,100.0
12106,SOUTHGAROHILLS,OBC,High,0,82.90987014770508,17.0901358127594
12106,SOUTHGAROHILLS,SC,High,1,4.277060128288213e-06,100.0
12106,SOUTHGAROHILLS,ST,High,1,1.8734539253273397e-05,99.99997615814209
12106,SOUTHGAROHILLS,Overall,High,1,7.062124751655574e-06,99.99998807907104
12107,SOUTHWESTGAROHILLS,General,High,1,7.400647916711023e-06,99.99998807907104
12107,SOUTHWESTGAROHILLS,OBC,High,1,3.0473484846638144e-08,100.0
12107,SOUTHWESTGAROHILLS,SC,High,1,2.133917149649278e-05,99.99997615814209
12107,SOUTHWESTGAROHILLS,ST,High,1,1.165666851932201e-06,100.0
12107,SOUTHWESTGAROHILLS,Overall,High,1,7.064465457062852e-07,100.0
12108,SOUTHWESTKHASIHILLS,General,High,0,80.18529266119003,19.814705848693848
12108,SOUTHWESTKHASIHILLS,OBC,High,0,82.90987014770508,17.0901358127594
12108,SOUTHWESTKHASIHILLS,SC,High,0,82.38890618085861,17.61109232902527
12108,SOUTHWESTKHASIHILLS,ST,High,1,7.826650403330859e-05,99.99991655349731
12108,SOUTHWESTKHASIHILLS,Overall,High,1,2.6752459802992234e-05,99.99997615814209
12109,WESTGAROHILLS,General,High,1,0.08652658434584737,99.91347193717957
12109,WESTGAROHILLS,OBC,High,1,3.396617955786496e-05,99.99996423721313
12109,WESTGAROHILLS,SC,High,0,82.38890618085861,17.61109232902527
12109,WESTGAROHILLS,ST,High,1,0.00020517293251032243,99.99979734420776
12109,WESTGAROHILLS,Overall,High,1,0.00027214462079427904,99.99972581863403
12110,WESTJAINTIAHILLS,General,High,1,0.12432223884388804,99.87567663192749
12110,WESTJAINTIAHILLS,OBC,High,1,1.260927235020859e-10,100.0
12110,WESTJAINTIAHILLS,SC,High,1,0.012596222222782671,99.98739957809448
12110,WESTJAINTIAHILLS,ST,High,1,0.0253137550316751,99.97468590736389
12110,WESTJAINTIAHILLS,Overall,High,1,0.011004287080140784,99.98899698257446
12111,WESTKHASIHILLS,General,High,0,80.18529266119003,19.814705848693848
12111,WESTKHASIHILLS,OBC,High,0,82.90987014770508,17.0901358127594
12111,WESTKHASIHILLS,SC,High,0,82.38890618085861,17.61109232902527
12111,WESTKHASIHILLS,ST,High,1,0.0005096334007248515,99.99948740005493
12111,WESTKHASIHILLS,Overall,High,1,0.0002442534423607867,99.9997615814209
12201,AIZAWL,General,High,1,0.0010583837138256058,99.998939037323
12201,AIZAWL,OBC,High,0,82.90987014770508,17.0901358127594
12201,AIZAWL,SC,High,1,0.9828923270106316,99.01711344718933
12201,AIZAWL,ST,High,0,91.2901520729065,8.709847927093506
12201,AIZAWL,Overall,High,0,72.41910099983215,27.580899000167847
12202,CHAMPHAI,General,Low,0,87.35495507717133,12.645047903060913
12202,CHAMPHAI,OBC,Low,0,86.27233356237411,13.727670907974243
12202,CHAMPHAI,SC,Low,1,0.01548879808979109,99.98451471328735
12202,CHAMPHAI,ST,Low,1,0.004132976027904078,99.99586343765259
12202,CHAMPHAI,Overall,Low,1,0.0011350731256243307,99.99886751174927
12203,HNAHTHIAL,General,Low,0,87.3549535870552,12.645047903060913
12203,HNAHTHIAL,OBC,Low,0,86.27233356237411,13.727670907974243
12203,HNAHTHIAL,SC,Low,0,86.36677116155624,13.633227348327637
12203,HNAHTHIAL,ST,Low,1,3.401532069347013e-05,99.99996423721313
12203,HNAHTHIAL,Overall,Low,1,3.4181290686774446e-06,100.0
12204,KHAWZAWL,General,Low,0,87.3549535870552,12.645047903060913
12204,KHAWZAWL,OBC,Low,0,86.27233356237411,13.727670907974243
12204,KHAWZAWL,SC,Low,0,86.36677116155624,13.633227348327637
12204,KHAWZAWL,ST,Low,1,0.0017946476873476058,99.99819993972778
12204,KHAWZAWL,Overall,Low,1,0.0007827860827092081,99.99921321868896
12205,KOLASIB,General,High,1,7.401011359320364e-07,100.0
12205,KOLASIB,OBC,High,0,82.90987014770508,17.0901358127594
12205,KOLASIB,SC,High,0,82.38890618085861,17.61109232902527
12205,KOLASIB,ST,High,1,0.0027786316422862,99.99722242355347
12205,KOLASIB,Overall,High,1,0.0010552623280091211,99.998939037323
12206,LAWNGTLAI,General,High,1,2.2630779628746156e-11,100.0
12206,LAWNGTLAI,OBC,High,0,82.90987014770508,17.0901358127594
12206,LAWNGTLAI,SC,High,1,1.3234388411553777e-09,100.0
12206,LAWNGTLAI,ST,High,1,0.0012658835657930467,99.99873638153076
12206,LAWNGTLAI,Overall,High,1,0.0005256513304630062,99.99947547912598
12207,LUNGLEI,General,Low,1,9.08032607438436e-09,100.0
12207,LUNGLEI,OBC,Low,0,86.27233356237411,13.727670907974243
12207,LUNGLEI,SC,Low,0,86.36677116155624,13.633227348327637
12207,LUNGLEI,ST,Low,1,0.025543055380694568,99.97445940971375
12207,LUNGLEI,Overall,Low,1,0.009852577204583213,99.99014139175415
12208,MAMIT,General,Low,0,87.3549535870552,12.645047903060913
12208,MAMIT,OBC,Low,0,86.27232164144516,13.72767686843872
12208,MAMIT,SC,Low,0,86.36675328016281,13.633239269256592
12208,MAMIT,ST,Low,1,5.095193387205654e-05,99.99995231628418
12208,MAMIT,Overall,Low,1,3.085600042140868e-05,99.99996423721313
12209,SAIHA,General,High,0,80.18529266119003,19.814705848693848
12209,SAIHA,OBC,High,0,82.90987014770508,17.0901358127594
12209,SAIHA,SC,High,1,3.164415818680648e-12,100.0
12209,SAIHA,ST,High,1,0.10834091808646917,99.89166259765625
12209,SAIHA,Overall,High,1,0.04779693845193833,99.95220899581909
12210,SAITUAL,General,High,0,80.18529266119003,19.814705848693848
12210,SAITUAL,OBC,High,0,82.90987014770508,17.0901358127594
12210,SAITUAL,SC,High,0,82.38890618085861,17.61109232902527
12210,SAITUAL,ST,High,1,6.308907245511364e-05,99.99994039535522
12210,SAITUAL,Overall,High,1,3.0082952662269236e-05,99.99996423721313
12211,SERCHHIP,General,High,0,80.18529266119003,19.814705848693848
12211,SERCHHIP,OBC,High,0,82.90987014770508,17.0901358127594
12211,SERCHHIP,SC,High,0,82.38890618085861,17.61109232902527
12211,SERCHHIP,ST,High,1,0.004673225339502096,99.99532699584961
12211,SERCHHIP,Overall,High,1,0.00233823993767146,99.9976634979248
12301,DIMAPUR,General,High,1,0.00447441816504579,99.99552965164185
12301,DIMAPUR,OBC,High,1,0.00809896519058384,99.9919056892395
12301,DIMAPUR,SC,High,1,0.00011488233440104523,99.99988079071045
12301,DIMAPUR,ST,High,1,20.004084706306458,79.9959123134613
12301,DIMAPUR,Overall,High,1,0.11115135857835412,99.88885521888733
12302,KIPHIRE,General,High,1,9.327738912214348e-12,100.0
12302,KIPHIRE,OBC,High,1,1.3155438544076858e-09,100.0
12302,KIPHIRE,SC,High,0,82.38890618085861,17.61109232902527
12302,KIPHIRE,ST,High,1,3.479905785752635e-06,100.0
12302,KIPHIRE,Overall,High,1,1.151251716180468e-06,100.0
12303,KOHIMA,General,High,1,0.13983638491481543,99.86016154289246
12303,KOHIMA,OBC,High,1,0.00011307882914479706,99.9998927116394
12303,KOHIMA,SC,High,0,82.38890618085861,17.61109232902527
12303,KOHIMA,ST,High,0,77.51350551843643,22.48649001121521
12303,KOHIMA,Overall,High,1,27.972519397735596,72.02747464179993
12304,LONGLENG,General,High,0,80.18529266119003,19.814705848693848
12304,LONGLENG,OBC,High,0,82.90987014770508,17.0901358127594
12304,LONGLENG,SC,High,0,82.38890618085861,17.61109232902527
12304,LONGLENG,ST,High,1,5.069388748779602e-05,99.99995231628418
12304,LONGLENG,Overall,High,1,8.623813130270719e-06,99.99998807907104
12305,MOKOKCHUNG,General,High,1,1.962675355571264e-06,100.0
12305,MOKOKCHUNG,OBC,High,1,4.3316119580083523e-07,100.0
12305,MOKOKCHUNG,SC,High,1,2.6110447137739357e-07,100.0
12305,MOKOKCHUNG,ST,High,1,0.01608849415788427,99.98390674591064
12305,MOKOKCHUNG,Overall,High,1,0.004694253584602848,99.9953031539917
12306,MON,General,High,1,1.2120611458943387e-08,100.0
12306,MON,OBC,High,1,0.00011598627907005721,99.99988079071045
12306,MON,SC,High,0,82.38890618085861,17.61109232902527
12306,MON,ST,High,1,0.0003228499735996593,99.99967813491821
12306,MON,Overall,High,1,0.000122498329346854,99.99988079071045
12307,PEREN,General,Low,1,0.09789958130568266,99.9021053314209
12307,PEREN,OBC,Low,1,1.170648822323983e-06,100.0
12307,PEREN,SC,Low,1,14.256347715854645,85.74365377426147
12307,PEREN,ST,Low,1,0.0002641442051753984,99.99973773956299
12307,PEREN,Overall,Low,1,0.000195885536413698,99.99980926513672
12308,PHEK,General,High,1,0.021209394617471844,99.97878670692444
12308,PHEK,OBC,High,1,1.9270671755382274e-11,100.0
12308,PHEK,SC,High,0,82.38890618085861,17.61109232902527
12308,PHEK,ST,High,1,0.0005767034508608049,99.99942779541016
12308,PHEK,Overall,High,1,0.00027128019155497896,99.99972581863403
12309,TUENSANG,General,High,0,80.18529266119003,19.814705848693848
12309,TUENSANG,OBC,High,1,9.391815667184056e-11,100.0
12309,TUENSANG,SC,High,0,82.38890618085861,17.61109232902527
12309,TUENSANG,ST,High,1,8.86586732917749e-06,99.99998807907104
12309,TUENSANG,Overall,High,1,6.0649725242001296e-06,99.99998807907104
12310,WOKHA,General,High,1,2.5848561572422435e-11,100.0
12310,WOKHA,OBC,High,0,82.90987014770508,17.0901358127594
