DNo,Location,Social Category,Income,dropout,prim_Girls_social_category,prim_Girls_income
11417,HASSAN,OBC,High,0,80.2348867058754,19.765114784240723
11417,HASSAN,SC,High,0,78.93815338611603,21.061843633651733
11417,HASSAN,ST,High,0,77.12338268756866,22.876614332199097
11417,HASSAN,Overall,High,0,73.42084348201752,26.579153537750244
11418,HAVERI,General,High,1,0.1281691947951913,99.87183809280396
11418,HAVERI,OBC,High,0,67.45316684246063,32.546836137771606
11418,HAVERI,SC,High,0,70.65958678722382,29.340410232543945
11418,HAVERI,ST,High,1,44.40191984176636,55.59808611869812
11418,HAVERI,Overall,High,0,51.53412222862244,48.46587777137756
11419,KALBURGI,General,High,1,0.006874215614516288,99.99312162399292
11419,KALBURGI,OBC,High,0,80.2348867058754,19.765114784240723
11419,KALBURGI,SC,High,0,78.93815338611603,21.061843633651733
11419,KALBURGI,ST,High,0,77.12338268756866,22.876614332199097
11419,KALBURGI,Overall,High,0,73.42084348201752,26.579153537750244
11420,KODAGU,General,High,1,0.00017914611589731066,99.99982118606567
11420,KODAGU,OBC,High,0,80.2348867058754,19.765114784240723
11420,KODAGU,SC,High,0,78.93815338611603,21.061843633651733
11420,KODAGU,ST,High,0,63.496363162994385,36.503636837005615
11420,KODAGU,Overall,High,0,73.42084348201752,26.579153537750244
11421,KOLAR,General,High,0,77.79921293258667,22.200793027877808
11421,KOLAR,OBC,High,0,80.2348867058754,19.765114784240723
11421,KOLAR,SC,High,0,78.93815338611603,21.061843633651733
11421,KOLAR,ST,High,0,77.12337970733643,22.876620292663574
11421,KOLAR,Overall,High,0,73.42084348201752,26.57915949821472
11422,KOPPAL,General,High,1,0.07829705136828125,99.92170333862305
11422,KOPPAL,OBC,High,0,79.6677440404892,20.332252979278564
11422,KOPPAL,SC,High,0,69.17132139205933,30.828678607940674
11422,KOPPAL,ST,High,1,40.941113233566284,59.058886766433716
11422,KOPPAL,Overall,High,0,61.07187867164612,38.92812728881836
11423,MANDYA,General,High,1,0.28393149841576815,99.71606731414795
11423,MANDYA,OBC,High,0,80.2348867058754,19.765114784240723
11423,MANDYA,SC,High,0,78.93815338611603,21.061843633651733
11423,MANDYA,ST,High,1,0.42435992509126663,99.57563281059265
11423,MANDYA,Overall,High,0,73.42084348201752,26.579153537750244
11424,MYSURU,General,High,1,6.5627992153167725,93.43720078468323
11424,MYSURU,OBC,High,0,80.2348867058754,19.765114784240723
11424,MYSURU,SC,High,0,78.93815338611603,21.061843633651733
11424,MYSURU,ST,High,0,77.12338268756866,22.876614332199097
11424,MYSURU,Overall,High,0,73.42084348201752,26.579153537750244
11425,RAICHUR,General,High,0,77.79921293258667,22.200793027877808
11425,RAICHUR,OBC,High,0,78.79447638988495,21.20552659034729
11425,RAICHUR,SC,High,0,74.18919503688812,25.81080198287964
11425,RAICHUR,ST,High,0,77.12338268756866,22.876614332199097
11425,RAICHUR,Overall,High,0,73.42084348201752,26.579153537750244
11426,RAMANAGARA,General,High,1,0.003715519414981827,99.99628067016602
11426,RAMANAGARA,OBC,High,0,80.2348867058754,19.765114784240723
11426,RAMANAGARA,SC,High,0,78.93815338611603,21.061843633651733
11426,RAMANAGARA,ST,High,0,69.02428865432739,30.975711345672607
11426,RAMANAGARA,Overall,High,0,73.42084348201752,26.579153537750244
11427,SHIVAMOGGA,General,High,1,2.9673324897885323,97.03266620635986
11427,SHIVAMOGGA,OBC,High,0,80.2348867058754,19.765114784240723
11427,SHIVAMOGGA,SC,High,0,51.184678077697754,48.815321922302246
11427,SHIVAMOGGA,ST,High,1,10.238895565271378,89.76110816001892
11427,SHIVAMOGGA,Overall,High,0,73.42084348201752,26.579153537750244
11428,TUMAKURU,General,High,1,0.009170564590021968,99.99083280563354
11428,TUMAKURU,OBC,High,0,80.23488372564316,19.765114784240723
11428,TUMAKURU,SC,High,0,78.93815338611603,21.061843633651733
11428,TUMAKURU,ST,High,0,77.12338268756866,22.876614332199097
11428,TUMAKURU,Overall,High,0,73.42084348201752,26.579153537750244
11429,TUMAKURUMADHUGIRI,General,High,1,3.340235252835555e-05,99.99996423721313
11429,TUMAKURUMADHUGIRI,OBC,High,0,80.2348867058754,19.765114784240723
11429,TUMAKURUMADHUGIRI,SC,High,0,72.10497856140137,27.895021438598633
11429,TUMAKURUMADHUGIRI,ST,High,0,77.12338268756866,22.876614332199097
11429,TUMAKURUMADHUGIRI,Overall,High,0,73.42084348201752,26.579153537750244
11430,UDUPI,General,High,1,0.1796424388885498,99.82035160064697
11430,UDUPI,OBC,High,0,80.2348867058754,19.765114784240723
11430,UDUPI,SC,High,0,78.93815338611603,21.061843633651733
11430,UDUPI,ST,High,1,21.052655577659607,78.94734144210815
11430,UDUPI,Overall,High,0,73.42084348201752,26.579153537750244
11431,UTTARAKANNADA,General,High,0,77.79921293258667,22.200793027877808
11431,UTTARAKANNADA,OBC,High,0,80.2348867058754,19.765114784240723
11431,UTTARAKANNADA,SC,High,1,0.05906147416681051,99.94094371795654
11431,UTTARAKANNADA,ST,High,1,11.080946773290634,88.91904950141907
11431,UTTARAKANNADA,Overall,High,0,73.42084348201752,26.579153537750244
11432,UTTARAKANNADASIRSI,General,High,0,77.79921293258667,22.200793027877808
11432,UTTARAKANNADASIRSI,OBC,High,0,80.2348867058754,19.765114784240723
11432,UTTARAKANNADASIRSI,SC,High,1,4.303574934601784,95.69642543792725
11432,UTTARAKANNADASIRSI,ST,High,1,47.91789948940277,52.08210349082947
11432,UTTARAKANNADASIRSI,Overall,High,0,73.42084348201752,26.579153537750244
11433,VIJAYANAGARA,General,High,0,77.79921293258667,22.200793027877808
11433,VIJAYANAGARA,OBC,High,0,80.2348867058754,19.765114784240723
11433,VIJAYANAGARA,SC,High,0,78.93815338611603,21.061843633651733
11433,VIJAYANAGARA,ST,High,0,77.12338268756866,22.876614332199097
11433,VIJAYANAGARA,Overall,High,0,73.42084348201752,26.579153537750244
11434,VIJAYAPURA,General,High,0,77.79921293258667,22.200793027877808
11434,VIJAYAPURA,OBC,High,0,80.2348867058754,19.765114784240723
11434,VIJAYAPURA,SC,High,0,68.79277527332306,31.20722770690918
11434,VIJAYAPURA,ST,High,1,2.9069917276501656,97.09300994873047
11434,VIJAYAPURA,Overall,High,0,73.42084348201752,26.579153537750244
11435,YADAGIRI,General,High,1,9.095438569784164,90.90456962585449
11435,YADAGIRI,OBC,High,0,77.58796215057373,22.41203784942627
11435,YADAGIRI,SC,High,0,65.27668237686157,34.72331762313843
11435,YADAGIRI,ST,High,0,51.012617349624634,48.987388610839844
11435,YADAGIRI,Overall,High,0,63.562190532684326,36.437809467315674
11501,ALAPPUZHA,General,High,1,4.391990229487419,95.60801386833191
11501,ALAPPUZHA,OBC,High,0,80.2348867058754,19.765114784240723
11501,ALAPPUZHA,SC,High,0,78.93815338611603,21.061843633651733
11501,ALAPPUZHA,ST,High,0,77.12338268756866,22.876614332199097
11501,ALAPPUZHA,Overall,High,0,73.42084348201752,26.579153537750244
11502,ERNAKULAM,General,High,0,77.79921293258667,22.200793027877808
11502,ERNAKULAM,OBC,High,1,27.494946122169495,72.50505685806274
11502,ERNAKULAM,SC,High,0,78.93815338611603,21.061843633651733
11502,ERNAKULAM,ST,High,1,1.2282734473956225e-05,99.99998807907104
11502,ERNAKULAM,Overall,High,0,73.42084348201752,26.579153537750244
11503,IDUKKI,General,Low,1,0.3530064597725868,99.64699745178223
11503,IDUKKI,OBC,Low,0,79.87312823534012,20.126873254776
11503,IDUKKI,SC,Low,0,74.80748295783997,25.192517042160034
11503,IDUKKI,ST,Low,1,0.26774387806653976,99.73226189613342
11503,IDUKKI,Overall,Low,0,73.99613857269287,26.00386142730713
11504,KANNUR,General,High,0,77.79921293258667,22.200793027877808
11504,KANNUR,OBC,High,0,80.2348867058754,19.765114784240723
11504,KANNUR,SC,High,0,78.93815338611603,21.061843633651733
11504,KANNUR,ST,High,1,45.277053117752075,54.72294092178345
11504,KANNUR,Overall,High,0,73.42084348201752,26.579153537750244
11505,KASARAGOD,General,High,0,77.79921293258667,22.200793027877808
11505,KASARAGOD,OBC,High,0,80.2348867058754,19.765114784240723
11505,KASARAGOD,SC,High,0,78.93815338611603,21.061843633651733
11505,KASARAGOD,ST,High,0,77.12338268756866,22.876614332199097
11505,KASARAGOD,Overall,High,0,73.42084348201752,26.57915949821472
11506,KOLLAM,General,High,0,77.79921293258667,22.200793027877808
11506,KOLLAM,OBC,High,0,80.2348867058754,19.765114784240723
11506,KOLLAM,SC,High,0,78.93815338611603,21.061843633651733
11506,KOLLAM,ST,High,1,0.0005982103175483644,99.99940395355225
11506,KOLLAM,Overall,High,0,73.42084348201752,26.579153537750244
11507,KOTTAYAM,General,High,0,77.79921293258667,22.200793027877808
11507,KOTTAYAM,OBC,High,1,21.023841202259064,78.97616624832153
11507,KOTTAYAM,SC,High,0,78.93815338611603,21.061843633651733
11507,KOTTAYAM,ST,High,1,23.501257598400116,76.49874091148376
11507,KOTTAYAM,Overall,High,0,70.93694508075714,29.063063859939575
11508,KOZHIKODE,General,High,1,1.1001060716807842,98.89989495277405
11508,KOZHIKODE,OBC,High,0,80.2348867058754,19.765114784240723
11508,KOZHIKODE,SC,High,1,27.314478158950806,72.68551588058472
11508,KOZHIKODE,ST,High,1,2.398053144947454e-08,100.0
11508,KOZHIKODE,Overall,High,0,73.42084348201752,26.579153537750244
11509,MALAPPURAM,General,Low,1,0.15809761825948954,99.84190464019775
11509,MALAPPURAM,OBC,Low,0,79.87312823534012,20.126873254776
11509,MALAPPURAM,SC,Low,1,23.619255423545837,76.3807475566864
11509,MALAPPURAM,ST,Low,0,80.59731274843216,19.402682781219482
11509,MALAPPURAM,Overall,Low,0,73.99613857269287,26.00386142730713
11510,PALAKKAD,General,Low,1,6.100676581263542,93.89932751655579
11510,PALAKKAD,OBC,Low,0,79.87312823534012,20.126873254776
11510,PALAKKAD,SC,Low,0,74.80748295783997,25.192517042160034
11510,PALAKKAD,ST,Low,0,80.59731274843216,19.402682781219482
11510,PALAKKAD,Overall,Low,0,73.99613857269287,26.00386142730713
11511,PATHANAMTHITTA,General,High,1,16.877028346061707,83.12296867370605
11511,PATHANAMTHITTA,OBC,High,0,80.2348867058754,19.765114784240723
11511,PATHANAMTHITTA,SC,High,0,78.93815338611603,21.061843633651733
11511,PATHANAMTHITTA,ST,High,0,77.12338268756866,22.876614332199097
11511,PATHANAMTHITTA,Overall,High,0,73.42084348201752,26.579153537750244
11512,THIRUVANANTHAPURAM,General,High,0,55.672529339790344,44.32746767997742
11512,THIRUVANANTHAPURAM,OBC,High,0,80.23488372564316,19.765114784240723
11512,THIRUVANANTHAPURAM,SC,High,0,59.04551446437836,40.95448851585388
11512,THIRUVANANTHAPURAM,ST,High,1,0.8607081137597561,99.1392970085144
11512,THIRUVANANTHAPURAM,Overall,High,0,73.42084348201752,26.579153537750244
11513,THRISSUR,General,High,0,77.79921293258667,22.200793027877808
11513,THRISSUR,OBC,High,0,80.2348867058754,19.765114784240723
11513,THRISSUR,SC,High,0,78.93815338611603,21.061843633651733
11513,THRISSUR,ST,High,0,77.12338268756866,22.876614332199097
11513,THRISSUR,Overall,High,0,73.42084348201752,26.579153537750244
11514,WAYANAD,General,Low,0,62.52671778202057,37.47328519821167
11514,WAYANAD,OBC,Low,0,79.87312823534012,20.126873254776
11514,WAYANAD,SC,Low,1,24.582649767398834,75.41735172271729
11514,WAYANAD,ST,Low,0,80.59731274843216,19.402682781219482
11514,WAYANAD,Overall,Low,0,73.99613857269287,26.00386142730713
11601,KARGIL,General,High,0,77.79921293258667,22.200793027877808
11601,KARGIL,OBC,High,0,80.2348867058754,19.765114784240723
11601,KARGIL,SC,High,1,9.686106083872659e-10,100.0
11601,KARGIL,ST,High,1,0.06799057591706514,99.93201494216919
11601,KARGIL,Overall,High,1,0.047275799443013966,99.95272159576416
11602,LEH(LADAKH),General,High,1,0.031039942405186594,99.96895790100098
11602,LEH(LADAKH),OBC,High,0,80.2348867058754,19.765114784240723
11602,LEH(LADAKH),SC,High,0,78.93815338611603,21.061843633651733
11602,LEH(LADAKH),ST,High,1,21.948343515396118,78.05165648460388
11602,LEH(LADAKH),Overall,High,1,4.526378586888313,95.47361731529236
11701,LAKSHADWEEP,General,Low,1,2.1350732314351553e-17,100.0
11701,LAKSHADWEEP,OBC,Low,1,5.590587193182728e-06,100.0
11701,LAKSHADWEEP,SC,Low,1,3.372971901782762e-08,100.0
11701,LAKSHADWEEP,ST,Low,0,80.59731274843216,19.402682781219482
11701,LAKSHADWEEP,Overall,Low,0,57.132065296173096,42.86794066429138
11801,AGARMALWA,General,Low,1,1.2718151323497295,98.7281858921051
11801,AGARMALWA,OBC,Low,1,0.03299623786006123,99.96700286865234
11801,AGARMALWA,SC,Low,1,0.08435224299319088,99.91564750671387
11801,AGARMALWA,ST,Low,1,0.0009715534361021128,99.99902248382568
11801,AGARMALWA,Overall,Low,1,0.04449998668860644,99.95549321174622
11802,ALIRAJPUR,General,High,0,77.79921293258667,22.200793027877808
11802,ALIRAJPUR,OBC,High,0,80.2348867058754,19.765114784240723
11802,ALIRAJPUR,SC,High,0,78.93815338611603,21.061843633651733
11802,ALIRAJPUR,ST,High,1,0.005968786354060285,99.9940276145935
11802,ALIRAJPUR,Overall,High,1,0.025416098651476204,99.9745786190033
11803,ANUPPUR,General,High,1,0.08893412305042148,99.91106390953064
11803,ANUPPUR,OBC,High,1,5.052515864372253,94.94748115539551
11803,ANUPPUR,SC,High,1,2.0269380882382393,97.97306060791016
11803,ANUPPUR,ST,High,1,35.11280715465546,64.88720178604126
11803,ANUPPUR,Overall,High,1,6.422704458236694,93.57728958129883
11804,ASHOKNAGAR,General,High,1,0.025145875406451523,99.97485280036926
11804,ASHOKNAGAR,OBC,High,1,10.552307218313217,89.44769501686096
11804,ASHOKNAGAR,SC,High,0,78.93815338611603,21.061843633651733
11804,ASHOKNAGAR,ST,High,1,0.17046112334355712,99.82953667640686
11804,ASHOKNAGAR,Overall,High,1,2.0009860396385193,97.99901843070984
11805,BALAGHAT,General,High,0,77.79921293258667,22.200793027877808
11805,BALAGHAT,OBC,High,1,0.4376617260277271,99.56234097480774
11805,BALAGHAT,SC,High,0,78.93815338611603,21.061843633651733
11805,BALAGHAT,ST,High,1,11.797656118869781,88.20233941078186
11805,BALAGHAT,Overall,High,1,1.2888778001070023,98.71111512184143
11806,BARWANI,General,High,1,6.455142796039581,93.54485869407654
11806,BARWANI,OBC,High,1,0.37531841080635786,99.62467551231384
11806,BARWANI,SC,High,0,78.93815338611603,21.061843633651733
11806,BARWANI,ST,High,1,0.5440350621938705,99.45595860481262
11806,BARWANI,Overall,High,1,0.8048336952924728,99.19517040252686
11807,BETUL,General,High,1,18.68627965450287,81.31372332572937
11807,BETUL,OBC,High,0,77.27881819009781,22.72118330001831
11807,BETUL,SC,High,0,78.93815338611603,21.061843633651733
11807,BETUL,ST,High,1,5.690085515379906,94.30992007255554
11807,BETUL,Overall,High,1,48.882856965065,51.117146015167236
11808,BHIND,General,High,1,0.17474048072472215,99.82525706291199
11808,BHIND,OBC,High,1,5.680784955620766,94.3192183971405
11808,BHIND,SC,High,0,78.93815338611603,21.061843633651733
11808,BHIND,ST,High,0,77.12338268756866,22.876614332199097
11808,BHIND,Overall,High,1,8.080684393644333,91.91931486129761
11809,BHOPAL,General,High,1,0.3593138186261058,99.64068531990051
11809,BHOPAL,OBC,High,1,4.1965048760175705,95.80349922180176
11809,BHOPAL,SC,High,1,3.2773807644844055,96.72262072563171
11809,BHOPAL,ST,High,1,0.0595262972638011,99.9404788017273
11809,BHOPAL,Overall,High,1,0.8282577618956566,99.17173981666565
11810,BURHANPUR,General,High,1,0.05584624013863504,99.94415640830994
11810,BURHANPUR,OBC,High,0,70.48055529594421,29.519450664520264
11810,BURHANPUR,SC,High,1,0.1193376025184989,99.88065958023071
11810,BURHANPUR,ST,High,1,29.328954219818115,70.67104578018188
11810,BURHANPUR,Overall,High,1,10.782023519277573,89.2179787158966
11811,CHHATARPUR,General,High,0,77.79921293258667,22.200793027877808
11811,CHHATARPUR,OBC,High,0,80.2348867058754,19.765114784240723
11811,CHHATARPUR,SC,High,0,78.93815338611603,21.061843633651733
11811,CHHATARPUR,ST,High,0,77.12338268756866,22.876614332199097
11811,CHHATARPUR,Overall,High,0,73.42084348201752,26.579153537750244
11812,CHHINDWARA,General,High,1,39.491164684295654,60.508835315704346
11812,CHHINDWARA,OBC,High,0,70.84729373455048,29.152697324752808
11812,CHHINDWARA,SC,High,0,78.93815338611603,21.061843633651733
11812,CHHINDWARA,ST,High,0,53.65995466709137,46.34004831314087
11812,CHHINDWARA,Overall,High,0,73.42084348201752,26.579153537750244
11813,DAMOH,General,High,1,0.1653335290029645,99.83466863632202
11813,DAMOH,OBC,High,1,25.767025351524353,74.23297166824341
11813,DAMOH,SC,High,0,56.45618438720703,43.543821573257446
11813,DAMOH,ST,High,0,76.51773989200592,23.48225712776184
11813,DAMOH,Overall,High,1,20.538343489170074,79.46165800094604
11814,DATIA,General,Low,1,0.030923832673579454,99.96907711029053
11814,DATIA,OBC,Low,1,15.797623991966248,84.20237898826599
11814,DATIA,SC,Low,0,74.80747997760773,25.192517042160034
11814,DATIA,ST,Low,0,80.5973157286644,19.402682781219482
11814,DATIA,Overall,Low,1,14.04040902853012,85.95958948135376
11815,DEWAS,General,High,1,0.6596892606467009,99.34031367301941
11815,DEWAS,OBC,High,1,0.36431215703487396,99.63569045066833
11815,DEWAS,SC,High,0,78.93815338611603,21.061843633651733
11815,DEWAS,ST,High,0,77.12338268756866,22.876614332199097
11815,DEWAS,Overall,High,1,25.203511118888855,74.79649186134338
11816,DHAR,General,High,1,0.16351366648450494,99.83648657798767
11816,DHAR,OBC,High,1,27.494946122169495,72.50505685806274
11816,DHAR,SC,High,0,78.93815338611603,21.061843633651733
11816,DHAR,ST,High,1,0.7041092030704021,99.29589033126831
11816,DHAR,Overall,High,1,1.7736680805683136,98.22632670402527
11817,DINDORI,General,High,0,77.79921293258667,22.200793027877808
11817,DINDORI,OBC,High,0,80.2348867058754,19.765114784240723
11817,DINDORI,SC,High,0,78.93815338611603,21.061843633651733
11817,DINDORI,ST,High,1,0.03615328168962151,99.96384382247925
11817,DINDORI,Overall,High,1,1.0176321491599083,98.98236393928528
11818,GUNA,General,High,0,77.79921293258667,22.200793027877808
11818,GUNA,OBC,High,0,80.2348867058754,19.765114784240723
11818,GUNA,SC,High,0,78.93815338611603,21.061843633651733
11818,GUNA,ST,High,1,0.09745386196300387,99.90254640579224
11818,GUNA,Overall,High,0,73.42084348201752,26.579153537750244
11819,GWALIOR,General,Low,1,0.6856029853224754,99.31439161300659
11819,GWALIOR,OBC,Low,1,0.07940654759295285,99.9206006526947
11819,GWALIOR,SC,Low,1,3.911422938108444,96.08858227729797
11819,GWALIOR,ST,Low,0,80.59731274843216,19.402682781219482
11819,GWALIOR,Overall,Low,1,0.2071751281619072,99.7928261756897
11820,HARDA,General,High,1,3.7698760628700256,96.2301254272461
11820,HARDA,OBC,High,1,5.873372778296471,94.12662386894226
11820,HARDA,SC,High,1,11.148975789546967,88.85102272033691
11820,HARDA,ST,High,1,0.9907778352499008,99.00922179222107
11820,HARDA,Overall,High,1,2.3312751203775406,97.66873121261597
11821,HOSHANGABAD,General,High,0,77.79921293258667,22.200793027877808
11821,HOSHANGABAD,OBC,High,1,4.968314245343208,95.03167867660522
11821,HOSHANGABAD,SC,High,0,78.93815338611603,21.061843633651733
11821,HOSHANGABAD,ST,High,0,77.12338268756866,22.876614332199097
11821,HOSHANGABAD,Overall,High,0,73.42084348201752,26.579153537750244
11822,INDORE,General,High,1,0.002451730142638553,99.99754428863525
11822,INDORE,OBC,High,1,0.11798582272604108,99.88201260566711
11822,INDORE,SC,High,1,0.008258689194917679,99.99173879623413
11822,INDORE,ST,High,1,0.02770962892100215,99.97228980064392
11822,INDORE,Overall,High,1,0.020362762734293938,99.97963309288025
11823,JABALPUR,General,Middle,1,5.886021628975868,94.11396980285645
11823,JABALPUR,OBC,Middle,1,44.63016390800476,55.36983013153076
11823,JABALPUR,SC,Middle,1,10.232147574424744,89.76784944534302
11823,JABALPUR,ST,Middle,1,0.1401199377141893,99.85987544059753
11823,JABALPUR,Overall,Middle,1,5.795816704630852,94.204181432724
11824,JHABUA,General,High,0,77.79921293258667,22.200793027877808
11824,JHABUA,OBC,High,0,80.2348867058754,19.765114784240723
11824,JHABUA,SC,High,0,78.93815338611603,21.061843633651733
11824,JHABUA,ST,High,1,0.013332806702237576,99.98666048049927
11824,JHABUA,Overall,High,1,0.0447276805061847,99.95526671409607
11825,KATNI,General,High,1,0.019814040570054203,99.98019337654114
11825,KATNI,OBC,High,1,11.416857689619064,88.58314156532288
11825,KATNI,SC,High,0,78.93815338611603,21.061843633651733
