DNo,Location,Social Category,Income,dropout,prim_Girls_social_category,prim_Girls_income
11920,NANDED,General,High,0,77.79921293258667,22.200793027877808
11920,NANDED,OBC,High,1,31.538885831832886,68.46111416816711
11920,NANDED,SC,High,1,29.471880197525024,70.52811980247498
11920,NANDED,ST,High,0,76.82194411754608,23.17805290222168
11920,NANDED,Overall,High,0,55.49027919769287,44.509726762771606
11921,NANDURBAR,General,High,0,77.79921293258667,22.200793027877808
11921,NANDURBAR,OBC,High,0,80.2348867058754,19.765114784240723
11921,NANDURBAR,SC,High,0,78.93815338611603,21.061843633651733
11921,NANDURBAR,ST,High,1,14.62840735912323,85.37159562110901
11921,NANDURBAR,Overall,High,0,53.29776406288147,46.70223593711853
11922,NASHIK,General,Low,0,76.21768862009048,23.782312870025635
11922,NASHIK,OBC,Low,0,79.87312823534012,20.126873254776
11922,NASHIK,SC,Low,0,74.80748295783997,25.192517042160034
11922,NASHIK,ST,Low,0,80.59731274843216,19.402682781219482
11922,NASHIK,Overall,Low,0,73.99613857269287,26.00386142730713
11923,OSMANABAD,General,Low,0,76.21768862009048,23.782312870025635
11923,OSMANABAD,OBC,Low,1,5.78671395778656,94.21328902244568
11923,OSMANABAD,SC,Low,0,74.80748295783997,25.192517042160034
11923,OSMANABAD,ST,Low,0,80.59731274843216,19.402682781219482
11923,OSMANABAD,Overall,Low,0,73.99613857269287,26.00386142730713
11924,PALGHAR,General,Low,1,0.055186316603794694,99.94481205940247
11924,PALGHAR,OBC,Low,0,79.87312823534012,20.126873254776
11924,PALGHAR,SC,Low,1,0.007124521653167903,99.99287128448486
11924,PALGHAR,ST,Low,0,80.59731274843216,19.402682781219482
11924,PALGHAR,Overall,Low,1,0.9654318913817406,99.03456568717957
11925,PARBHANI,General,High,1,37.81332075595856,62.186676263809204
11925,PARBHANI,OBC,High,0,80.2348867058754,19.765114784240723
11925,PARBHANI,SC,High,0,78.93815338611603,21.061843633651733
11925,PARBHANI,ST,High,0,77.12338268756866,22.876614332199097
11925,PARBHANI,Overall,High,0,73.42084348201752,26.579153537750244
11926,PUNE,General,High,0,77.79921293258667,22.200793027877808
11926,PUNE,OBC,High,0,55.371516942977905,44.62848901748657
11926,PUNE,SC,High,0,78.93815338611603,21.061843633651733
11926,PUNE,ST,High,1,10.73707789182663,89.26292061805725
11926,PUNE,Overall,High,0,73.42084348201752,26.579153537750244
11927,RAIGARH(MAHARASHTRA),General,High,0,58.70356857776642,41.29643440246582
11927,RAIGARH(MAHARASHTRA),OBC,High,0,80.2348867058754,19.765114784240723
11927,RAIGARH(MAHARASHTRA),SC,High,0,78.93815338611603,21.061843633651733
11927,RAIGARH(MAHARASHTRA),ST,High,0,77.12338268756866,22.876614332199097
11927,RAIGARH(MAHARASHTRA),Overall,High,0,73.42084348201752,26.579153537750244
11928,RATNAGIRI,General,High,1,6.78313672542572,93.21686625480652
11928,RATNAGIRI,OBC,High,0,80.2348867058754,19.765114784240723
11928,RATNAGIRI,SC,High,0,63.24553191661835,36.754465103149414
11928,RATNAGIRI,ST,High,0,77.12338268756866,22.876614332199097
11928,RATNAGIRI,Overall,High,0,73.42084348201752,26.579153537750244
11929,SANGLI,General,High,0,77.79921293258667,22.200793027877808
11929,SANGLI,OBC,High,0,80.2348867058754,19.765114784240723
11929,SANGLI,SC,High,0,78.93815338611603,21.061843633651733
11929,SANGLI,ST,High,1,0.15688244020566344,99.8431146144867
11929,SANGLI,Overall,High,0,73.42084348201752,26.579153537750244
11930,SATARA,General,High,0,77.79921293258667,22.200793027877808
11930,SATARA,OBC,High,0,80.2348867058754,19.765114784240723
11930,SATARA,SC,High,0,78.93815338611603,21.061843633651733
11930,SATARA,ST,High,1,0.038425452657975256,99.96156692504883
11930,SATARA,Overall,High,0,73.42084348201752,26.579153537750244
11931,SINDHUDURG,General,Low,0,76.21768862009048,23.782312870025635
11931,SINDHUDURG,OBC,Low,0,79.87312823534012,20.126873254776
11931,SINDHUDURG,SC,Low,0,72.42530286312103,27.57469415664673
11931,SINDHUDURG,ST,Low,0,80.59731274843216,19.402682781219482
11931,SINDHUDURG,Overall,Low,0,73.99613857269287,26.00386142730713
11932,SOLAPUR,General,High,0,77.79921293258667,22.200793027877808
11932,SOLAPUR,OBC,High,0,67.84036457538605,32.159632444381714
11932,SOLAPUR,SC,High,0,78.93815338611603,21.061843633651733
11932,SOLAPUR,ST,High,0,77.12338268756866,22.876614332199097
11932,SOLAPUR,Overall,High,0,73.42084348201752,26.57915949821472
11933,THANE,General,High,1,10.500487685203552,89.49951529502869
11933,THANE,OBC,High,0,80.2348867058754,19.765114784240723
11933,THANE,SC,High,0,78.93815338611603,21.061843633651733
11933,THANE,ST,High,0,77.12338268756866,22.876614332199097
11933,THANE,Overall,High,1,38.48523199558258,61.51477098464966
11934,WARDHA,General,High,0,77.79921293258667,22.200793027877808
11934,WARDHA,OBC,High,0,66.67161881923676,33.328378200531006
11934,WARDHA,SC,High,0,78.93815338611603,21.061843633651733
11934,WARDHA,ST,High,1,7.413826137781143,92.58617162704468
11934,WARDHA,Overall,High,0,73.42084348201752,26.579153537750244
11935,WASHIM,General,Low,0,76.21768862009048,23.782312870025635
11935,WASHIM,OBC,Low,0,69.29396390914917,30.70603609085083
11935,WASHIM,SC,Low,0,63.702043890953064,36.2979531288147
11935,WASHIM,ST,Low,0,80.59731274843216,19.402682781219482
11935,WASHIM,Overall,Low,0,73.99613857269287,26.00386142730713
11936,YAVATMAL,General,Low,0,76.21768862009048,23.782312870025635
11936,YAVATMAL,OBC,Low,1,3.9763841778039932,96.02361917495728
11936,YAVATMAL,SC,Low,0,74.80748295783997,25.192517042160034
11936,YAVATMAL,ST,Low,1,0.7257656659930944,99.27423000335693
11936,YAVATMAL,Overall,Low,0,64.6745502948761,35.3254497051239
12001,BISHNUPUR,General,High,1,1.9444696519599347e-06,100.0
12001,BISHNUPUR,OBC,High,1,0.28177208732813597,99.71822500228882
12001,BISHNUPUR,SC,High,1,0.0012544056517072022,99.99874830245972
12001,BISHNUPUR,ST,High,1,0.6831572856754065,99.31683540344238
12001,BISHNUPUR,Overall,High,1,0.005037877417635173,99.994957447052
12002,CHANDEL,General,High,1,2.4541984444681475e-06,100.0
12002,CHANDEL,OBC,High,0,80.2348867058754,19.765114784240723
12002,CHANDEL,SC,High,1,4.171791658791335e-05,99.99996423721313
12002,CHANDEL,ST,High,1,0.00032874509088287596,99.99966621398926
12002,CHANDEL,Overall,High,1,0.00032767120501375757,99.99967813491821
12003,CHURACHANDPUR,General,High,1,3.266990802330838e-05,99.99996423721313
12003,CHURACHANDPUR,OBC,High,1,0.3385507734492421,99.66145157814026
12003,CHURACHANDPUR,SC,High,0,78.93815338611603,21.061843633651733
12003,CHURACHANDPUR,ST,High,1,0.03950489335693419,99.96050000190735
12003,CHURACHANDPUR,Overall,High,1,0.02716377202887088,99.97283816337585
12004,IMPHALEAST,General,High,1,0.00030332396363519365,99.99970197677612
12004,IMPHALEAST,OBC,High,1,0.001044377677317243,99.99895095825195
12004,IMPHALEAST,SC,High,1,0.007856807496864349,99.9921441078186
12004,IMPHALEAST,ST,High,1,0.18419113475829363,99.81580376625061
12004,IMPHALEAST,Overall,High,1,0.0009604250408301596,99.99903440475464
12005,IMPHALWEST,General,High,0,77.79921293258667,22.200793027877808
12005,IMPHALWEST,OBC,High,1,0.006991282862145454,99.99300241470337
12005,IMPHALWEST,SC,High,1,0.1963835209608078,99.80362057685852
12005,IMPHALWEST,ST,High,1,0.00012392657708915067,99.99988079071045
12005,IMPHALWEST,Overall,High,1,0.392044335603714,99.60796236991882
12006,JIRIBAM,General,High,1,0.00034076952033501584,99.9996542930603
12006,JIRIBAM,OBC,High,1,0.46425401233136654,99.53574538230896
12006,JIRIBAM,SC,High,1,6.081676815483661e-05,99.99994039535522
12006,JIRIBAM,ST,High,1,1.3217688228650548e-09,100.0
12006,JIRIBAM,Overall,High,1,0.00010459777968208073,99.9998927116394
12007,KAKCHING,General,High,0,77.79921293258667,22.200793027877808
12007,KAKCHING,OBC,High,1,0.0004753510893351631,99.9995231628418
12007,KAKCHING,SC,High,1,0.6303752772510052,99.36962723731995
12007,KAKCHING,ST,High,1,0.00012392657708915067,99.99988079071045
12007,KAKCHING,Overall,High,1,0.008435628842562437,99.9915599822998
12008,KAMJONG,General,High,0,77.79921293258667,22.200793027877808
12008,KAMJONG,OBC,High,0,80.2348867058754,19.765114784240723
12008,KAMJONG,SC,High,0,78.93815338611603,21.061843633651733
12008,KAMJONG,ST,High,1,2.9163743420212995e-05,99.99997615814209
12008,KAMJONG,Overall,High,1,2.1548871131926717e-05,99.99997615814209
12009,KANGPOKPI,General,High,1,0.03939137968700379,99.96060729026794
12009,KANGPOKPI,OBC,High,0,80.2348867058754,19.765114784240723
12009,KANGPOKPI,SC,High,0,66.8628990650177,33.1371009349823
12009,KANGPOKPI,ST,High,1,0.0011829233699245378,99.99881982803345
12009,KANGPOKPI,Overall,High,1,0.002830681660270784,99.99717473983765
12010,NONEY,General,High,0,77.79921293258667,22.200793027877808
12010,NONEY,OBC,High,0,80.2348867058754,19.765114784240723
12010,NONEY,SC,High,0,78.93815338611603,21.061843633651733
12010,NONEY,ST,High,1,1.2106461610983388e-06,100.0
12010,NONEY,Overall,High,1,8.231674897274388e-07,100.0
12011,PHERZAWL,General,High,0,77.79921293258667,22.200793027877808
12011,PHERZAWL,OBC,High,0,80.2348867058754,19.765114784240723
12011,PHERZAWL,SC,High,0,78.93815338611603,21.061843633651733
12011,PHERZAWL,ST,High,1,0.005054388020653278,99.99494552612305
12011,PHERZAWL,Overall,High,1,0.002561884139140602,99.99743700027466
12012,SENAPATI,General,High,1,8.089437453229209e-09,100.0
12012,SENAPATI,OBC,High,0,80.2348867058754,19.765114784240723
12012,SENAPATI,SC,High,0,78.93815338611603,21.061843633651733
12012,SENAPATI,ST,High,1,3.406037762943015e-05,99.99996423721313
12012,SENAPATI,Overall,High,1,2.5166960426759033e-05,99.99997615814209
12013,TAMENGLONG,General,High,0,77.79921293258667,22.200793027877808
12013,TAMENGLONG,OBC,High,1,1.9094606160121763e-19,100.0
12013,TAMENGLONG,SC,High,0,78.93815338611603,21.061843633651733
12013,TAMENGLONG,ST,High,1,0.008995340613182634,99.99099969863892
12013,TAMENGLONG,Overall,High,1,0.008965950109995902,99.99103546142578
12014,TENGNOUPAL,General,High,0,77.79921293258667,22.200793027877808
12014,TENGNOUPAL,OBC,High,0,80.2348867058754,19.765114784240723
12014,TENGNOUPAL,SC,High,1,0.02922124112956226,99.97077584266663
12014,TENGNOUPAL,ST,High,1,0.0453742453828454,99.9546229839325
12014,TENGNOUPAL,Overall,High,1,0.12462099548429251,99.87537860870361
12015,THOUBAL,General,High,0,77.79921293258667,22.200793027877808
12015,THOUBAL,OBC,High,1,0.0001958112079591956,99.99980926513672
12015,THOUBAL,SC,High,1,13.025614619255066,86.9743824005127
12015,THOUBAL,ST,High,1,3.875973268147823e-14,100.0
12015,THOUBAL,Overall,High,1,0.0006130122528702486,99.99939203262329
12016,UKHRUL,General,High,1,1.1832643753706407e-07,100.0
12016,UKHRUL,OBC,High,1,2.697410295127156e-06,100.0
12016,UKHRUL,SC,High,0,78.93815338611603,21.061843633651733
12016,UKHRUL,ST,High,1,0.00023442851215804694,99.9997615814209
12016,UKHRUL,Overall,High,1,0.0001312877202508389,99.9998688697815
12101,EASTGAROHILLS,General,High,1,2.126883738573504e-09,100.0
12101,EASTGAROHILLS,OBC,High,1,6.975093835848156e-07,100.0
12101,EASTGAROHILLS,SC,High,0,78.93815338611603,21.061843633651733
12101,EASTGAROHILLS,ST,High,1,0.00836998806335032,99.99163150787354
12101,EASTGAROHILLS,Overall,High,1,0.005384363976190798,99.9946117401123
12102,EASTJAINTIAHILLS,General,High,0,77.79921293258667,22.200793027877808
12102,EASTJAINTIAHILLS,OBC,High,0,80.2348867058754,19.765114784240723
12102,EASTJAINTIAHILLS,SC,High,1,3.581627466092382e-14,100.0
12102,EASTJAINTIAHILLS,ST,High,1,0.05887039005756378,99.94113445281982
12102,EASTJAINTIAHILLS,Overall,High,1,0.029192838701419532,99.97079968452454
12103,EASTKHASIHILLS,General,High,0,63.73834311962128,36.26165986061096
12103,EASTKHASIHILLS,OBC,High,0,80.2348867058754,19.765114784240723
12103,EASTKHASIHILLS,SC,High,0,78.93815338611603,21.061843633651733
12103,EASTKHASIHILLS,ST,High,1,0.1742763095535338,99.82572197914124
12103,EASTKHASIHILLS,Overall,High,1,0.23755026049911976,99.76244568824768
12104,NORTHGAROHILLS,General,High,0,77.79921293258667,22.200793027877808
12104,NORTHGAROHILLS,OBC,High,1,1.5415189003027964e-16,100.0
12104,NORTHGAROHILLS,SC,High,1,3.438060617586055e-16,100.0
12104,NORTHGAROHILLS,ST,High,1,0.014249705418478698,99.98574256896973
12104,NORTHGAROHILLS,Overall,High,1,0.006429323548218235,99.99357461929321
12105,RIBHOI,General,High,0,77.79921293258667,22.200793027877808
12105,RIBHOI,OBC,High,0,80.2348867058754,19.765114784240723
12105,RIBHOI,SC,High,0,78.93815338611603,21.061843633651733
12105,RIBHOI,ST,High,1,0.043406966142356396,99.95658993721008
12105,RIBHOI,Overall,High,1,0.0630598864518106,99.93694424629211
12106,SOUTHGAROHILLS,General,High,1,1.681474542936101e-08,100.0
12106,SOUTHGAROHILLS,OBC,High,0,80.2348867058754,19.765114784240723
12106,SOUTHGAROHILLS,SC,High,1,0.0020658422727137804,99.99793767929077
12106,SOUTHGAROHILLS,ST,High,1,0.00425641774199903,99.99574422836304
12106,SOUTHGAROHILLS,Overall,High,1,0.0027994761694571935,99.99719858169556
12107,SOUTHWESTGAROHILLS,General,High,1,0.08602745365351439,99.9139666557312
12107,SOUTHWESTGAROHILLS,OBC,High,1,6.22215390322367e-08,100.0
12107,SOUTHWESTGAROHILLS,SC,High,1,2.813886276764599e-10,100.0
12107,SOUTHWESTGAROHILLS,ST,High,1,0.01016188834910281,99.98983144760132
12107,SOUTHWESTGAROHILLS,Overall,High,1,0.006646740075666457,99.99334812164307
12108,SOUTHWESTKHASIHILLS,General,High,0,77.79921293258667,22.200793027877808
12108,SOUTHWESTKHASIHILLS,OBC,High,0,80.2348867058754,19.765114784240723
12108,SOUTHWESTKHASIHILLS,SC,High,1,2.905977903482845e-18,100.0
12108,SOUTHWESTKHASIHILLS,ST,High,1,0.0022501217245007865,99.99774694442749
12108,SOUTHWESTKHASIHILLS,Overall,High,1,0.0011988295227638446,99.99879598617554
12109,WESTGAROHILLS,General,High,1,0.020597814000211656,99.9794065952301
12109,WESTGAROHILLS,OBC,High,1,5.068358510662563e-08,100.0
12109,WESTGAROHILLS,SC,High,1,1.2430257344264728e-09,100.0
12109,WESTGAROHILLS,ST,High,1,0.04849359975196421,99.95150566101074
12109,WESTGAROHILLS,Overall,High,1,0.01724365138215944,99.982750415802
12110,WESTJAINTIAHILLS,General,High,1,2.413443848490715,97.58656024932861
12110,WESTJAINTIAHILLS,OBC,High,1,4.1936382899621094e-05,99.99995231628418
12110,WESTJAINTIAHILLS,SC,High,1,9.52838774992415e-05,99.99990463256836
12110,WESTJAINTIAHILLS,ST,High,1,0.1968348864465952,99.80316758155823
12110,WESTJAINTIAHILLS,Overall,High,1,0.12600853806361556,99.87398982048035
12111,WESTKHASIHILLS,General,High,0,77.79921293258667,22.200793027877808
12111,WESTKHASIHILLS,OBC,High,0,80.2348867058754,19.765114784240723
12111,WESTKHASIHILLS,SC,High,1,0.0025502031348878518,99.99744892120361
12111,WESTKHASIHILLS,ST,High,1,0.049855775432661176,99.95014667510986
12111,WESTKHASIHILLS,Overall,High,1,0.0413892965298146,99.95861649513245
12201,AIZAWL,General,High,1,2.8600373980225413e-05,99.99997615814209
12201,AIZAWL,OBC,High,1,8.656303746493219e-19,100.0
12201,AIZAWL,SC,High,0,78.93815338611603,21.061843633651733
12201,AIZAWL,ST,High,1,16.004446148872375,83.99556279182434
12201,AIZAWL,Overall,High,1,20.25131583213806,79.74868416786194
12202,CHAMPHAI,General,Low,0,76.21768712997437,23.782312870025635
12202,CHAMPHAI,OBC,Low,0,79.87312823534012,20.126873254776
12202,CHAMPHAI,SC,Low,0,74.80748295783997,25.192517042160034
12202,CHAMPHAI,ST,Low,0,80.59731274843216,19.402682781219482
12202,CHAMPHAI,Overall,Low,0,73.99613857269287,26.00386142730713
12203,HNAHTHIAL,General,Low,0,76.21768862009048,23.782312870025635
12203,HNAHTHIAL,OBC,Low,0,79.87312823534012,20.126873254776
12203,HNAHTHIAL,SC,Low,0,74.80748295783997,25.192517042160034
12203,HNAHTHIAL,ST,Low,1,3.0739497393369675,96.92604541778564
12203,HNAHTHIAL,Overall,Low,0,57.132065296173096,42.86794066429138
12204,KHAWZAWL,General,Low,0,76.21768862009048,23.782312870025635
12204,KHAWZAWL,OBC,Low,0,79.87312823534012,20.126873254776
12204,KHAWZAWL,SC,Low,0,74.80748295783997,25.192517042160034
12204,KHAWZAWL,ST,Low,1,20.85036188364029,79.14963960647583
12204,KHAWZAWL,Overall,Low,1,14.04040902853012,85.95958948135376
12205,KOLASIB,General,High,1,1.3204156518176191e-09,100.0
12205,KOLASIB,OBC,High,0,80.2348867058754,19.765114784240723
12205,KOLASIB,SC,High,1,7.051384031523092e-21,100.0
12205,KOLASIB,ST,High,1,12.36124187707901,87.63875365257263
12205,KOLASIB,Overall,High,1,0.1267080195248127,99.873286485672
12206,LAWNGTLAI,General,High,1,3.4951216920653394e-08,100.0
12206,LAWNGTLAI,OBC,High,0,80.2348867058754,19.765114784240723
12206,LAWNGTLAI,SC,High,0,78.93815338611603,21.061843633651733
12206,LAWNGTLAI,ST,High,1,0.0068940280470997095,99.99310970306396
12206,LAWNGTLAI,Overall,High,1,0.005691236583516002,99.99431371688843
12207,LUNGLEI,General,Low,0,76.21768862009048,23.782312870025635
12207,LUNGLEI,OBC,Low,0,79.87312823534012,20.126873254776
12207,LUNGLEI,SC,Low,1,2.984342448033808e-14,100.0
12207,LUNGLEI,ST,Low,1,0.0026454139515408315,99.99735355377197
12207,LUNGLEI,Overall,Low,1,0.004707487460109405,99.99529123306274
12208,MAMIT,General,Low,0,76.21768862009048,23.782312870025635
12208,MAMIT,OBC,Low,1,2.2935586505276316e-21,100.0
12208,MAMIT,SC,Low,0,74.80747997760773,25.192517042160034
12208,MAMIT,ST,Low,1,0.0033150718081742525,99.99668598175049
12208,MAMIT,Overall,Low,1,0.010311255027772859,99.98968839645386
12209,SAIHA,General,High,0,77.79921293258667,22.200793027877808
12209,SAIHA,OBC,High,0,80.2348867058754,19.765114784240723
12209,SAIHA,SC,High,0,78.93815338611603,21.061843633651733
12209,SAIHA,ST,High,1,2.0996522158384323,97.90034890174866
12209,SAIHA,Overall,High,1,6.638523191213608,93.36147904396057
12210,SAITUAL,General,High,0,77.79921293258667,22.200793027877808
12210,SAITUAL,OBC,High,0,80.2348867058754,19.765114784240723
12210,SAITUAL,SC,High,0,78.93815338611603,21.061843633651733
12210,SAITUAL,ST,High,1,0.36558809224516153,99.63441491127014
12210,SAITUAL,Overall,High,1,0.29355979058891535,99.70644116401672
12211,SERCHHIP,General,High,1,5.016015058767138e-22,100.0
12211,SERCHHIP,OBC,High,1,3.122173269161539e-12,100.0
12211,SERCHHIP,SC,High,0,78.93815338611603,21.061843633651733
12211,SERCHHIP,ST,High,1,0.4267087671905756,99.57329630851746
12211,SERCHHIP,Overall,High,1,0.27418502140790224,99.72580671310425
12301,DIMAPUR,General,High,1,0.05312992143444717,99.9468743801117
12301,DIMAPUR,OBC,High,1,3.6792446422850844e-06,100.0
12301,DIMAPUR,SC,High,1,2.7283476811135188e-06,100.0
12301,DIMAPUR,ST,High,0,77.12338268756866,22.876614332199097
12301,DIMAPUR,Overall,High,1,3.6921709775924683,96.3078260421753
12302,KIPHIRE,General,High,1,5.773888292785275e-20,100.0
12302,KIPHIRE,OBC,High,1,7.720851725191369e-16,100.0
12302,KIPHIRE,SC,High,0,78.93815338611603,21.061843633651733
12302,KIPHIRE,ST,High,1,0.1328793354332447,99.86711740493774
12302,KIPHIRE,Overall,High,1,0.06890419754199684,99.93109703063965
12303,KOHIMA,General,High,0,77.79921293258667,22.200793027877808
12303,KOHIMA,OBC,High,1,4.864870284393419e-07,100.0
12303,KOHIMA,SC,High,0,78.93815338611603,21.061843633651733
12303,KOHIMA,ST,High,0,77.12337970733643,22.876620292663574
12303,KOHIMA,Overall,High,0,73.42084348201752,26.57915949821472
12304,LONGLENG,General,High,0,77.79921293258667,22.200793027877808
12304,LONGLENG,OBC,High,1,2.514181828765054e-13,100.0
12304,LONGLENG,SC,High,1,2.0355780356869797e-23,100.0
12304,LONGLENG,ST,High,1,0.012896714906673878,99.9871015548706
12304,LONGLENG,Overall,High,1,0.004337621066952124,99.99566078186035
12305,MOKOKCHUNG,General,High,0,77.79921293258667,22.200793027877808
12305,MOKOKCHUNG,OBC,High,0,80.2348867058754,19.765114784240723
12305,MOKOKCHUNG,SC,High,0,78.93815338611603,21.061843633651733
12305,MOKOKCHUNG,ST,High,1,0.12642113724723458,99.87358450889587
12305,MOKOKCHUNG,Overall,High,1,0.41901632212102413,99.580979347229
12306,MON,General,High,1,0.0007122604074538685,99.9992847442627
12306,MON,OBC,High,1,5.205695856602688e-05,99.99995231628418
12306,MON,SC,High,1,5.522900654176089e-15,100.0
12306,MON,ST,High,1,0.1381294336169958,99.86187219619751
12306,MON,Overall,High,1,0.051944993901997805,99.94805455207825
12307,PEREN,General,Low,1,3.522792292878302e-14,100.0
12307,PEREN,OBC,Low,0,79.87312823534012,20.126873254776
12307,PEREN,SC,Low,1,2.8077043147957642e-14,100.0
12307,PEREN,ST,Low,1,0.39088260382413864,99.60911870002747
12307,PEREN,Overall,Low,1,0.09266121196560562,99.90733861923218
12308,PHEK,General,High,0,77.79921293258667,22.200793027877808
12308,PHEK,OBC,High,1,3.88812273393116e-11,100.0
12308,PHEK,SC,High,0,78.93815338611603,21.061843633651733
12308,PHEK,ST,High,1,7.660392671823502,92.33960509300232
12308,PHEK,Overall,High,1,8.62177386879921,91.37822389602661
12309,TUENSANG,General,High,0,77.79921293258667,22.200793027877808
12309,TUENSANG,OBC,High,1,0.007187746814452112,99.99281167984009
12309,TUENSANG,SC,High,0,78.93815338611603,21.061843633651733
12309,TUENSANG,ST,High,1,0.24422109127044678,99.75577592849731
12309,TUENSANG,Overall,High,1,0.48881261609494686,99.5111882686615
12310,WOKHA,General,High,1,4.485309346158317e-08,100.0
12310,WOKHA,OBC,High,1,7.044437255743219e-09,100.0
12310,WOKHA,SC,High,0,78.93815338611603,21.061843633651733
12310,WOKHA,ST,High,1,6.607315689325333,93.39268803596497
12310,WOKHA,Overall,High,1,1.2382151558995247,98.76178503036499
12311,ZUNHEBOTO,General,High,0,77.79921293258667,22.200793027877808
12311,ZUNHEBOTO,OBC,High,0,80.2348867058754,19.765114784240723
12311,ZUNHEBOTO,SC,High,1,6.174967763679373e-12,100.0
12311,ZUNHEBOTO,ST,High,1,0.0008965814231487457,99.99910593032837
12311,ZUNHEBOTO,Overall,High,1,0.0004776814876095159,99.9995231628418
12401,ANGUL,General,High,0,77.79921293258667,22.200793027877808
12401,ANGUL,OBC,High,0,80.2348867058754,19.765114784240723
12401,ANGUL,SC,High,0,52.95063555240631,47.04935550689697
12401,ANGUL,ST,High,0,77.12338268756866,22.876614332199097
12401,ANGUL,Overall,High,0,73.42084348201752,26.579153537750244
12402,BALASORE,General,High,0,77.79921293258667,22.200793027877808
12402,BALASORE,OBC,High,0,80.2348867058754,19.765114784240723
12402,BALASORE,SC,High,0,78.93815338611603,21.061843633651733
12402,BALASORE,ST,High,1,32.7341228723526,67.26588010787964
12402,BALASORE,Overall,High,0,73.42084348201752,26.579153537750244
12403,BARAGARH,General,High,0,77.79921293258667,22.200793027877808
12403,BARAGARH,OBC,High,0,80.2348867058754,19.765114784240723
12403,BARAGARH,SC,High,0,78.93815338611603,21.061843633651733
12403,BARAGARH,ST,High,0,77.12338268756866,22.876614332199097
12403,BARAGARH,Overall,High,0,73.42084348201752,26.579153537750244
12404,BHADRAK,General,High,0,77.79921293258667,22.200793027877808
12404,BHADRAK,OBC,High,0,80.2348867058754,19.765114784240723
12404,BHADRAK,SC,High,0,55.58443367481232,44.41555738449097
12404,BHADRAK,ST,High,1,28.241050243377686,71.75894975662231
12404,BHADRAK,Overall,High,0,73.42084348201752,26.579153537750244
12405,BOLANGIR,General,High,0,77.79921293258667,22.200793027877808
12405,BOLANGIR,OBC,High,0,80.2348867058754,19.765114784240723
12405,BOLANGIR,SC,High,0,78.93815338611603,21.061843633651733
12405,BOLANGIR,ST,High,0,77.12337970733643,22.876620292663574
12405,BOLANGIR,Overall,High,0,73.42084348201752,26.579153537750244
12406,BOUDH,General,High,0,77.79921293258667,22.200793027877808
12406,BOUDH,OBC,High,1,2.0489005371928215,97.9511022567749
12406,BOUDH,SC,High,1,1.363779790699482,98.63622188568115
12406,BOUDH,ST,High,1,7.536185532808304,92.46382117271423
12406,BOUDH,Overall,High,1,3.306334465742111,96.6936707496643
12407,CUTTACK,General,Middle,0,76.85055732727051,23.149442672729492
12407,CUTTACK,OBC,Middle,0,62.371137738227844,37.628865242004395
12407,CUTTACK,SC,Middle,0,80.67017644643784,19.329822063446045
12407,CUTTACK,ST,Middle,1,44.96372938156128,55.03627061843872
12407,CUTTACK,Overall,Middle,0,67.15993583202362,32.84006118774414
12408,DEOGARH,General,Middle,0,76.85055732727051,23.149442672729492
12408,DEOGARH,OBC,Middle,0,62.371137738227844,37.628865242004395
12408,DEOGARH,SC,Middle,0,80.67017644643784,19.329822063446045
12408,DEOGARH,ST,Middle,1,23.87341558933258,76.12658739089966
12408,DEOGARH,Overall,Middle,0,67.15993583202362,32.84006118774414
12409,DHENKANAL,General,High,1,2.3314964026212692,97.66850471496582
12409,DHENKANAL,OBC,High,0,80.2348867058754,19.765114784240723
12409,DHENKANAL,SC,High,1,22.37228751182556,77.62771844863892
12409,DHENKANAL,ST,High,1,4.203485697507858,95.79651951789856
12409,DHENKANAL,Overall,High,0,60.65074801445007,39.34924602508545
12410,GAJAPATI,General,High,0,77.79921293258667,22.200793027877808
12410,GAJAPATI,OBC,High,0,80.2348867058754,19.765114784240723
12410,GAJAPATI,SC,High,0,78.93815338611603,21.061843633651733
12410,GAJAPATI,ST,High,1,0.33651781268417835,99.66349005699158
12410,GAJAPATI,Overall,High,1,3.7507113069295883,96.24929428100586
12411,GANJAM,General,Middle,0,76.85055732727051,23.149442672729492
12411,GANJAM,OBC,Middle,0,62.371137738227844,37.628865242004395
12411,GANJAM,SC,Middle,0,80.67017644643784,19.329822063446045
12411,GANJAM,ST,Middle,1,44.96372938156128,55.03627061843872
12411,GANJAM,Overall,Middle,0,67.15995669364929,32.84004330635071
12412,JAGATSINGHPUR,General,Middle,0,76.85055583715439,23.149442672729492
12412,JAGATSINGHPUR,OBC,Middle,0,62.371137738227844,37.628865242004395
12412,JAGATSINGHPUR,SC,Middle,0,80.67017644643784,19.329822063446045
12412,JAGATSINGHPUR,ST,Middle,1,44.96372938156128,55.03627061843872
12412,JAGATSINGHPUR,Overall,Middle,0,67.15993583202362,32.84006118774414
12413,JAJPUR,General,Middle,0,76.85055732727051,23.149442672729492
12413,JAJPUR,OBC,Middle,0,62.371137738227844,37.628865242004395
12413,JAJPUR,SC,Middle,0,80.67017644643784,19.329822063446045
12413,JAJPUR,ST,Middle,1,44.96372938156128,55.03627061843872
12413,JAJPUR,Overall,Middle,0,67.15993583202362,32.84006118774414
12414,JHARSUGUDA,General,High,1,9.543902426958084,90.45609831809998
12414,JHARSUGUDA,OBC,High,0,80.2348867058754,19.765114784240723
12414,JHARSUGUDA,SC,High,1,0.9857704862952232,99.0142285823822
