DNo,Location,Social Category,Income,dropout,snr_Overall_social_category,snr_Overall_income
10206,CACHAR,OBC,Low,1,0.07206539739854634,99.92793202400208
10206,CACHAR,SC,Low,1,3.5435862839221954,96.45641446113586
10206,CACHAR,ST,Low,1,1.3347400340535387e-05,99.99998807907104
10206,CACHAR,Overall,Low,0,88.95367830991745,11.04632019996643
10207,CHARAIDEO,General,Low,1,0.4800419323146343,99.51995611190796
10207,CHARAIDEO,OBC,Low,1,0.734067615121603,99.26593899726868
10207,CHARAIDEO,SC,Low,1,0.20068790763616562,99.79931116104126
10207,CHARAIDEO,ST,Low,1,1.3040052726864815,98.69599938392639
10207,CHARAIDEO,Overall,Low,0,88.1630651652813,11.836934089660645
10208,CHIRANG,General,High,1,1.6575003042817116,98.3424961566925
10208,CHIRANG,OBC,High,1,2.5886934536625307e-12,100.0
10208,CHIRANG,SC,High,1,0.07032214780338109,99.929678440094
10208,CHIRANG,ST,High,1,1.9764058291912079,98.02359342575073
10208,CHIRANG,Overall,High,1,0.5300602409988642,99.46993589401245
10209,DARRANG,General,High,1,1.8300428986549377,98.16995859146118
10209,DARRANG,OBC,High,1,7.74119570851326,92.2588050365448
10209,DARRANG,SC,High,1,0.027032115031033754,99.97296929359436
10209,DARRANG,ST,High,1,0.016302263247780502,99.98369216918945
10209,DARRANG,Overall,High,1,0.0062463528593070805,99.99375343322754
10210,DHEMAJI,General,High,1,6.612066005828865e-07,100.0
10210,DHEMAJI,OBC,High,1,0.0005352806965674972,99.99946355819702
10210,DHEMAJI,SC,High,1,0.004582823748933151,99.99542236328125
10210,DHEMAJI,ST,High,1,1.2731431983411312,98.72685670852661
10210,DHEMAJI,Overall,High,1,0.11786522809416056,99.88213181495667
10211,DHUBRI,General,High,0,88.95367830991745,11.04632019996643
10211,DHUBRI,OBC,High,0,88.95367830991745,11.04632019996643
10211,DHUBRI,SC,High,1,0.004462967626750469,99.9955415725708
10211,DHUBRI,ST,High,1,0.0005194129244046053,99.99947547912598
10211,DHUBRI,Overall,High,1,0.0006720885266986443,99.99933242797852
10212,DIBRUGARH,General,High,1,9.98097220872296e-05,99.99990463256836
10212,DIBRUGARH,OBC,High,0,81.33489042520523,18.66511106491089
10212,DIBRUGARH,SC,High,0,88.95367681980133,11.046326160430908
10212,DIBRUGARH,ST,High,1,1.7516875639557838,98.24831485748291
10212,DIBRUGARH,Overall,High,0,80.89867830276489,19.101321697235107
10213,DIMAHASAO,General,High,1,0.013430457329377532,99.98656511306763
10213,DIMAHASAO,OBC,High,1,7.203860580921173,92.79614090919495
10213,DIMAHASAO,SC,High,1,0.010036914318334311,99.98996257781982
10213,DIMAHASAO,ST,High,1,2.1945234607301245e-05,99.99997615814209
10213,DIMAHASAO,Overall,High,1,3.043872425223526e-05,99.99996423721313
10214,GOALPARA,General,High,1,0.005333150329533964,99.99467134475708
10214,GOALPARA,OBC,High,1,27.898436784744263,72.10156917572021
10214,GOALPARA,SC,High,1,12.115219980478287,87.88478374481201
10214,GOALPARA,ST,High,1,0.00105518483906053,99.998939037323
10214,GOALPARA,Overall,High,1,0.002134599162673112,99.99786615371704
10215,GOLAGHAT,General,High,0,63.73503506183624,36.26496195793152
10215,GOLAGHAT,OBC,High,1,0.0024010663764784113,99.99760389328003
10215,GOLAGHAT,SC,High,1,3.1486882789977244e-05,99.99996423721313
10215,GOLAGHAT,ST,High,0,66.69248640537262,33.30751061439514
10215,GOLAGHAT,Overall,High,1,0.0003957750777772162,99.99960660934448
10216,HAILAKANDI,General,High,1,1.8763695024820448e-10,100.0
10216,HAILAKANDI,OBC,High,0,80.89867830276489,19.101321697235107
10216,HAILAKANDI,SC,High,0,91.22512117028236,8.774876594543457
10216,HAILAKANDI,ST,High,1,0.2907424932345748,99.7092604637146
10216,HAILAKANDI,Overall,High,1,0.0002633483745739795,99.99973773956299
10217,HOJAI,General,High,1,9.30732861161232,90.69267511367798
10217,HOJAI,OBC,High,1,0.7309936918318272,99.26900267601013
10217,HOJAI,SC,High,1,0.5041788797825575,99.4958221912384
10217,HOJAI,ST,High,1,0.8710972033441067,99.12890195846558
10217,HOJAI,Overall,High,0,81.33489042520523,18.66511106491089
10218,JORHAT,General,High,1,0.015475510735996068,99.98452663421631
10218,JORHAT,OBC,High,1,0.052928877994418144,99.94707703590393
10218,JORHAT,SC,High,1,0.07069662678986788,99.92929697036743
10218,JORHAT,ST,High,1,0.21873509977012873,99.78126287460327
10218,JORHAT,Overall,High,1,0.06048615905456245,99.93951320648193
10219,KAMRUP-METRO,General,High,1,1.7027413472533226,98.29725623130798
10219,KAMRUP-METRO,OBC,High,1,9.043804993780213e-05,99.99990463256836
10219,KAMRUP-METRO,SC,High,1,0.08484339923597872,99.91515874862671
10219,KAMRUP-METRO,ST,High,1,0.322516611777246,99.67748522758484
10219,KAMRUP-METRO,Overall,High,1,0.45952415093779564,99.54047203063965
10220,KAMRUP-RURAL,General,High,1,0.012701129890047014,99.98729228973389
10220,KAMRUP-RURAL,OBC,High,1,0.13400866882875562,99.86598491668701
10220,KAMRUP-RURAL,SC,High,1,0.009587066597305238,99.99041557312012
10220,KAMRUP-RURAL,ST,High,1,0.006470471271313727,99.99352693557739
10220,KAMRUP-RURAL,Overall,High,1,0.00015048819932417246,99.99984502792358
10221,KARBIANGLONG,General,High,1,0.07493114680983126,99.92507100105286
10221,KARBIANGLONG,OBC,High,0,68.27549338340759,31.724506616592407
10221,KARBIANGLONG,SC,High,1,0.1156942336820066,99.88430738449097
10221,KARBIANGLONG,ST,High,1,9.542464596279387e-07,100.0
10221,KARBIANGLONG,Overall,High,1,0.0072972121415659785,99.99270439147949
10222,KARIMGANJ,General,High,1,0.3009879728779197,99.69900846481323
10222,KARIMGANJ,OBC,High,1,3.424345094490283e-15,100.0
10222,KARIMGANJ,SC,High,1,0.003463108077994548,99.99653100967407
10222,KARIMGANJ,ST,High,1,0.07757527637295425,99.92241859436035
10222,KARIMGANJ,Overall,High,1,0.0017002716049319133,99.99829530715942
10223,KOKRAJHAR,General,High,1,0.0025353263481520116,99.99746084213257
10223,KOKRAJHAR,OBC,High,1,0.05421053501777351,99.94578957557678
10223,KOKRAJHAR,SC,High,1,0.12012114748358727,99.87987279891968
10223,KOKRAJHAR,ST,High,1,0.06273073377087712,99.9372661113739
10223,KOKRAJHAR,Overall,High,1,0.20370949059724808,99.79629516601562
10224,LAKHIMPUR,General,Low,1,0.09237182093784213,99.9076247215271
10224,LAKHIMPUR,OBC,Low,1,0.001528752727608662,99.99847412109375
10224,LAKHIMPUR,SC,Low,1,0.02774796448647976,99.97225403785706
10224,LAKHIMPUR,ST,Low,1,0.00455975387012586,99.9954342842102
10224,LAKHIMPUR,Overall,Low,0,54.19604182243347,45.80395817756653
10225,MAJULI,General,Low,1,0.18585497746244073,99.81414079666138
10225,MAJULI,OBC,Low,1,0.04154300258960575,99.95846152305603
10225,MAJULI,SC,Low,1,21.076925098896027,78.92307639122009
10225,MAJULI,ST,Low,1,0.0014143750377115794,99.99858140945435
10225,MAJULI,Overall,Low,1,0.010813769040396437,99.98918771743774
10226,MORIGAON,General,High,1,0.007107387500582263,99.99289512634277
10226,MORIGAON,OBC,High,1,0.04619886458385736,99.95380640029907
10226,MORIGAON,SC,High,1,0.19467746606096625,99.80531930923462
10226,MORIGAON,ST,High,1,0.002068117100861855,99.99793767929077
10226,MORIGAON,Overall,High,0,80.89867830276489,19.101321697235107
10227,NAGAON,General,High,1,0.0005187886472413084,99.99947547912598
10227,NAGAON,OBC,High,1,0.021431338973343372,99.97857213020325
10227,NAGAON,SC,High,1,0.10350409429520369,99.89649057388306
10227,NAGAON,ST,High,1,32.15315639972687,67.8468406200409
10227,NAGAON,Overall,High,1,0.001512624749011593,99.9984860420227
10228,NALBARI,General,High,0,88.95367830991745,11.04632019996643
10228,NALBARI,OBC,High,1,0.26812409050762653,99.73188042640686
10228,NALBARI,SC,High,0,88.95367830991745,11.04632019996643
10228,NALBARI,ST,High,1,0.00034122838314942783,99.9996542930603
10228,NALBARI,Overall,High,1,0.08019182132557034,99.91981387138367
10229,SIBSAGAR,General,High,1,0.041255971882492304,99.95874762535095
10229,SIBSAGAR,OBC,High,1,0.04503906820900738,99.95495676994324
10229,SIBSAGAR,SC,High,1,0.40985005907714367,99.59015250205994
10229,SIBSAGAR,ST,High,1,0.0018234200979350135,99.99817609786987
10229,SIBSAGAR,Overall,High,1,0.0008145781066559721,99.99918937683105
10230,SONITPUR,General,High,1,0.04035385500174016,99.95965361595154
10230,SONITPUR,OBC,High,1,0.28213057667016983,99.71786737442017
10230,SONITPUR,SC,High,0,80.89867830276489,19.101321697235107
10230,SONITPUR,ST,High,1,0.01519680954515934,99.98480081558228
10230,SONITPUR,Overall,High,1,0.8103298023343086,99.18966889381409
10231,SOUTHSALMARA-MANKACHAR,General,High,1,0.001322499338130001,99.99867677688599
10231,SOUTHSALMARA-MANKACHAR,OBC,High,0,88.95367830991745,11.04632019996643
10231,SOUTHSALMARA-MANKACHAR,SC,High,1,4.244427600497147e-05,99.99995231628418
10231,SOUTHSALMARA-MANKACHAR,ST,High,0,79.55018728971481,20.449811220169067
10231,SOUTHSALMARA-MANKACHAR,Overall,High,1,0.1253595924936235,99.8746395111084
10232,TAMULPUR,General,High,1,0.0001394706259816303,99.99985694885254
10232,TAMULPUR,OBC,High,1,0.02828586148098111,99.97171759605408
10232,TAMULPUR,SC,High,0,88.95367830991745,11.04632019996643
10232,TAMULPUR,ST,High,1,0.0032675336115062237,99.99673366546631
10232,TAMULPUR,Overall,High,0,79.8694297671318,20.130568742752075
10233,TINSUKIA,General,Low,0,86.18174195289612,13.818252086639404
10233,TINSUKIA,OBC,Low,1,0.017150513303931803,99.98284578323364
10233,TINSUKIA,SC,Low,1,2.5584902916425158e-12,100.0
10233,TINSUKIA,ST,Low,1,3.9074528962373734,96.09254002571106
10233,TINSUKIA,Overall,Low,1,0.08522092830389738,99.91477727890015
10234,UDALGURI,General,High,0,88.95367830991745,11.04632019996643
10234,UDALGURI,OBC,High,1,0.009084952034754679,99.99091625213623
10234,UDALGURI,SC,High,1,0.009460982983000576,99.99053478240967
10234,UDALGURI,ST,High,1,0.013136457710061222,99.9868631362915
10234,UDALGURI,Overall,High,1,0.18447251059114933,99.81552958488464
10235,WESTKARBIANGLONG,General,High,1,2.9138944729334426e-09,100.0
10235,WESTKARBIANGLONG,OBC,High,0,88.95367830991745,11.04632019996643
10235,WESTKARBIANGLONG,SC,High,1,0.007072932930896059,99.99293088912964
10235,WESTKARBIANGLONG,ST,High,1,0.0776075932662934,99.92239475250244
10235,WESTKARBIANGLONG,Overall,High,1,0.0016774720279499888,99.99831914901733
10301,ARARIA,General,High,1,0.04603085690177977,99.95397329330444
10301,ARARIA,OBC,High,1,0.0392174901207909,99.96078610420227
10301,ARARIA,SC,High,1,0.0866919697728008,99.9133050441742
10301,ARARIA,ST,High,1,0.0006031211341905873,99.99939203262329
10301,ARARIA,Overall,High,1,0.047849517432041466,99.95214939117432
10302,ARWAL,General,Low,1,0.01071356309694238,99.98928308486938
10302,ARWAL,OBC,Low,1,0.005229723319644108,99.99476671218872
10302,ARWAL,SC,Low,0,80.89867830276489,19.101321697235107
10302,ARWAL,ST,Low,1,0.005263184357318096,99.99473094940186
10302,ARWAL,Overall,Low,1,0.30468020122498274,99.69531297683716
10303,AURANGABAD(BIHAR),General,Low,1,13.083495199680328,86.91650032997131
10303,AURANGABAD(BIHAR),OBC,Low,1,3.905676712492694e-12,100.0
10303,AURANGABAD(BIHAR),SC,Low,1,0.1079564681276679,99.89204406738281
10303,AURANGABAD(BIHAR),ST,Low,1,7.010915510363702e-05,99.99992847442627
10303,AURANGABAD(BIHAR),Overall,Low,1,0.04374361305963248,99.95625615119934
10304,BANKA,General,High,1,0.026552178314886987,99.97344613075256
10304,BANKA,OBC,High,0,80.89867830276489,19.101321697235107
10304,BANKA,SC,High,1,2.0940649392287014e-05,99.99997615814209
10304,BANKA,ST,High,0,84.40859019756317,15.591412782669067
10304,BANKA,Overall,High,1,0.055085966596379876,99.94491934776306
10305,BEGUSARAI,General,High,1,0.000435634819950792,99.99955892562866
10305,BEGUSARAI,OBC,High,1,2.526075951755047,97.47392535209656
10305,BEGUSARAI,SC,High,1,3.32348299991736e-06,100.0
10305,BEGUSARAI,ST,High,1,7.619743794202805,92.38026142120361
10305,BEGUSARAI,Overall,High,1,0.014230138913262635,99.98576641082764
10306,BHAGALPUR,General,Low,1,0.03579961194191128,99.9642014503479
10306,BHAGALPUR,OBC,Low,1,0.002664417843334377,99.99732971191406
10306,BHAGALPUR,SC,Low,1,0.00033573867312952643,99.99966621398926
10306,BHAGALPUR,ST,Low,1,0.002626184868859127,99.99737739562988
10306,BHAGALPUR,Overall,Low,1,0.618518004193902,99.38148260116577
10307,BHOJPUR,General,Low,1,0.032479240326210856,99.96752738952637
10307,BHOJPUR,OBC,Low,0,61.363184452056885,38.63680958747864
10307,BHOJPUR,SC,Low,1,7.619743794202805,92.38026142120361
10307,BHOJPUR,ST,Low,0,88.95367830991745,11.04632019996643
10307,BHOJPUR,Overall,Low,1,0.0005543016413867008,99.99945163726807
10308,BUXAR,General,High,1,0.9621427394449711,99.03786182403564
10308,BUXAR,OBC,High,1,0.06903941393829882,99.93096590042114
10308,BUXAR,SC,High,0,88.95367830991745,11.04632019996643
10308,BUXAR,ST,High,1,0.1493478543125093,99.8506486415863
10308,BUXAR,Overall,High,1,0.13711152132600546,99.86288547515869
10309,DARBHANGA,General,High,1,0.6607309449464083,99.33926463127136
10309,DARBHANGA,OBC,High,1,0.007859332981752232,99.9921441078186
10309,DARBHANGA,SC,High,0,61.387935280799866,38.612061738967896
10309,DARBHANGA,ST,High,1,0.15179936308413744,99.84820485115051
10309,DARBHANGA,Overall,High,1,0.0013934796697867569,99.99860525131226
10310,GAYA,General,Low,1,0.0001263068156731606,99.9998688697815
10310,GAYA,OBC,Low,1,0.3664713120087981,99.63352680206299
10310,GAYA,SC,Low,1,0.06238228525035083,99.93762373924255
10310,GAYA,ST,Low,1,2.1555078433266317e-05,99.99997615814209
10310,GAYA,Overall,Low,1,2.8310324996709824,97.16897010803223
10311,GOPALGANJ,General,Low,1,5.9636276215314865,94.03637647628784
10311,GOPALGANJ,OBC,Low,1,0.22582437377423048,99.77418184280396
10311,GOPALGANJ,SC,Low,1,0.0025643041226430796,99.99743700027466
10311,GOPALGANJ,ST,Low,1,39.9707168340683,60.02928614616394
10311,GOPALGANJ,Overall,Low,0,88.95367830991745,11.04632019996643
