Location,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,state_latitude,state_longitude
BHANDARA,SC,0.17,0.15,0.16,0.0,0.76,0.15,3.89,2.51,3.18,11905,21.1152,79.66107,18.9068356,75.6741579
BHANDARA,ST,10.44,8.53,9.46,13.16,9.15,10.98,14.85,16.24,15.61,11905,21.1152,79.66107,18.9068356,75.6741579
BHANDARA,Overall,0.0,0.0,0.0,0.23,0.22,0.22,2.86,3.47,3.18,11905,21.1152,79.66107,18.9068356,75.6741579
BID,General,0.0,0.0,0.0,2.72,0.06,1.25,8.98,4.55,6.54,11906,18.9068356,75.6741579,18.9068356,75.6741579
BID,OBC,0.98,0.84,0.91,1.84,2.17,2.02,11.96,10.27,11.02,11906,18.9068356,75.6741579,18.9068356,75.6741579
BID,SC,0.0,0.0,0.0,0.77,0.0,0.0,11.28,9.83,10.49,11906,18.9068356,75.6741579,18.9068356,75.6741579
BID,ST,0.0,0.0,0.0,0.11,2.06,1.2,28.64,22.54,25.11,11906,18.9068356,75.6741579,18.9068356,75.6741579
BID,Overall,0.0,0.0,0.0,2.02,0.8,1.35,10.94,8.03,9.32,11906,18.9068356,75.6741579,18.9068356,75.6741579
BULDANA,General,0.0,0.0,0.0,0.79,0.93,0.86,13.93,16.07,15.07,11907,20.45433,76.08183,18.9068356,75.6741579
BULDANA,OBC,0.0,0.0,0.0,0.0,0.29,0.12,10.67,11.2,10.97,11907,20.45433,76.08183,18.9068356,75.6741579
BULDANA,SC,0.0,0.0,0.0,0.0,0.01,0.0,12.63,11.03,11.78,11907,20.45433,76.08183,18.9068356,75.6741579
BULDANA,ST,0.75,0.92,0.83,4.75,1.8,3.26,18.95,21.88,20.58,11907,20.45433,76.08183,18.9068356,75.6741579
BULDANA,Overall,0.0,0.0,0.0,0.31,0.45,0.38,12.13,12.65,12.41,11907,20.45433,76.08183,18.9068356,75.6741579
CHANDRAPUR,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,1.54,11908,19.4498957,78.1694949,18.9068356,75.6741579
CHANDRAPUR,OBC,0.22,0.85,0.54,1.36,0.06,0.69,4.95,8.38,6.73,11908,19.4498957,78.1694949,18.9068356,75.6741579
CHANDRAPUR,SC,0.0,0.0,0.0,0.0,0.0,0.0,4.02,7.82,6.01,11908,19.4498957,78.1694949,18.9068356,75.6741579
CHANDRAPUR,ST,1.38,1.17,1.27,1.85,1.43,1.63,11.06,11.74,11.42,11908,19.4498957,78.1694949,18.9068356,75.6741579
CHANDRAPUR,Overall,0.0,0.0,0.0,0.02,0.0,0.0,5.51,8.51,7.08,11908,19.4498957,78.1694949,18.9068356,75.6741579
DHULE,General,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,11909,20.87387,74.70926,18.9068356,75.6741579
DHULE,OBC,0.0,0.0,0.0,3.74,1.64,2.61,12.61,11.87,12.2,11909,20.87387,74.70926,18.9068356,75.6741579
DHULE,SC,2.32,0.0,0.91,3.19,2.38,2.76,10.55,14.81,12.86,11909,20.87387,74.70926,18.9068356,75.6741579
DHULE,ST,0.05,0.11,0.09,2.24,2.65,2.45,32.61,31.0,31.72,11909,20.87387,74.70926,18.9068356,75.6741579
DHULE,Overall,0.0,0.0,0.0,1.45,1.25,1.34,18.61,18.0,18.28,11909,20.87387,74.70926,18.9068356,75.6741579
GADCHIROLI,General,0.0,0.0,0.0,0.0,0.0,0.0,2.48,5.59,4.13,11910,20.10827,80.07268,18.9068356,75.6741579
GADCHIROLI,OBC,0.0,0.0,0.0,0.0,0.0,0.0,3.26,4.21,3.76,11910,20.10827,80.07268,18.9068356,75.6741579
GADCHIROLI,SC,1.48,1.66,1.57,0.79,1.61,1.21,5.66,2.69,4.12,11910,20.10827,80.07268,18.9068356,75.6741579
GADCHIROLI,ST,3.87,4.04,3.95,2.72,1.44,2.08,15.72,16.59,16.17,11910,20.10827,80.07268,18.9068356,75.6741579
GADCHIROLI,Overall,1.06,1.3,1.18,0.57,0.14,0.35,8.6,9.25,8.94,11910,20.10827,80.07268,18.9068356,75.6741579
GONDIYA,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11911,18.9068356,75.6741579,18.9068356,75.6741579
GONDIYA,OBC,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.18,0.8,11911,18.9068356,75.6741579,18.9068356,75.6741579
GONDIYA,SC,0.0,0.0,0.0,0.92,0.0,0.45,3.46,4.54,4.02,11911,18.9068356,75.6741579,18.9068356,75.6741579
GONDIYA,ST,4.95,4.32,4.63,6.46,5.21,5.83,4.28,8.08,6.24,11911,18.9068356,75.6741579,18.9068356,75.6741579
GONDIYA,Overall,0.0,0.0,0.0,0.01,0.0,0.0,1.79,2.11,1.96,11911,18.9068356,75.6741579,18.9068356,75.6741579
HINGOLI,General,0.0,0.0,0.0,2.69,0.0,0.0,10.22,3.81,6.82,11912,19.80841,77.17451,18.9068356,75.6741579
HINGOLI,OBC,0.0,0.86,0.32,4.9,5.63,5.28,12.26,7.34,9.7,11912,19.80841,77.17451,18.9068356,75.6741579
HINGOLI,SC,0.64,0.65,0.65,3.94,2.91,3.4,12.76,7.98,10.29,11912,19.80841,77.17451,18.9068356,75.6741579
HINGOLI,ST,1.94,1.79,1.86,0.0,0.97,0.4,17.18,6.06,11.39,11912,19.80841,77.17451,18.9068356,75.6741579
HINGOLI,Overall,0.07,0.43,0.26,3.35,1.24,2.25,12.02,5.95,8.84,11912,19.80841,77.17451,18.9068356,75.6741579
JALGAON,General,0.0,0.0,0.0,0.0,0.0,0.0,12.8,8.74,10.61,11913,20.0231938,76.1747789,18.9068356,75.6741579
JALGAON,OBC,1.16,0.6,0.86,2.93,2.76,2.84,14.59,17.27,16.11,11913,20.0231938,76.1747789,18.9068356,75.6741579
JALGAON,SC,0.0,0.0,0.0,1.01,0.0,0.0,14.69,13.98,14.32,11913,20.0231938,76.1747789,18.9068356,75.6741579
JALGAON,ST,1.46,1.97,1.73,4.22,4.32,4.27,33.91,30.14,31.82,11913,20.0231938,76.1747789,18.9068356,75.6741579
JALGAON,Overall,0.0,0.0,0.0,2.04,1.62,1.81,18.17,17.99,18.07,11913,20.0231938,76.1747789,18.9068356,75.6741579
JALNA,General,0.41,0.0,0.0,2.31,0.0,0.22,9.46,4.62,6.85,11914,19.831823,75.890934,18.9068356,75.6741579
JALNA,OBC,1.57,2.23,1.92,0.73,0.0,0.0,11.36,1.54,6.13,11914,19.831823,75.890934,18.9068356,75.6741579
JALNA,SC,1.36,1.88,1.64,1.64,0.18,0.89,12.85,6.03,9.16,11914,19.831823,75.890934,18.9068356,75.6741579
JALNA,ST,10.13,5.83,7.88,2.38,6.43,4.55,11.07,10.1,10.55,11914,19.831823,75.890934,18.9068356,75.6741579
JALNA,Overall,1.27,1.02,1.13,1.65,0.0,0.22,10.74,3.9,7.06,11914,19.831823,75.890934,18.9068356,75.6741579
KOLHAPUR,General,0.0,0.0,0.0,0.43,0.0,0.13,5.2,7.08,6.24,11915,19.7803234,79.1113257,18.9068356,75.6741579
KOLHAPUR,OBC,1.5,1.55,1.52,1.98,0.85,1.36,8.86,12.18,10.71,11915,19.7803234,79.1113257,18.9068356,75.6741579
KOLHAPUR,SC,0.16,0.0,0.0,0.55,0.0,0.0,8.04,10.04,9.1,11915,19.7803234,79.1113257,18.9068356,75.6741579
KOLHAPUR,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11915,19.7803234,79.1113257,18.9068356,75.6741579
KOLHAPUR,Overall,0.0,0.0,0.0,0.71,0.0,0.24,6.29,8.48,7.49,11915,19.7803234,79.1113257,18.9068356,75.6741579
LATUR,General,0.0,0.73,0.37,1.61,3.93,2.88,9.2,10.89,10.12,11916,18.43,76.49547,18.9068356,75.6741579
LATUR,OBC,0.86,0.75,0.8,2.75,1.73,2.18,12.32,13.89,13.21,11916,18.43,76.49547,18.9068356,75.6741579
LATUR,SC,0.57,0.77,0.67,0.51,1.96,1.29,12.76,11.07,11.86,11916,18.43,76.49547,18.9068356,75.6741579
LATUR,ST,0.0,0.0,0.0,4.13,1.98,2.93,16.6,14.39,15.31,11916,18.43,76.49547,18.9068356,75.6741579
LATUR,Overall,0.33,0.7,0.53,1.82,2.79,2.35,11.14,12.02,11.62,11916,18.43,76.49547,18.9068356,75.6741579
MUMBAI II,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,11918,19.1697853,72.8287876,18.9068356,75.6741579
MUMBAI II,OBC,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,11918,19.1697853,72.8287876,18.9068356,75.6741579
MUMBAI II,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11918,19.1697853,72.8287876,18.9068356,75.6741579
MUMBAI II,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11918,19.1697853,72.8287876,18.9068356,75.6741579
MUMBAI II,Overall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11918,19.1697853,72.8287876,18.9068356,75.6741579
MUMBAI (SUBURBAN),General,15.33,15.81,15.59,9.17,8.15,8.65,47.85,46.33,47.06,11917,19.06134,72.850055,18.9068356,75.6741579
MUMBAI (SUBURBAN),OBC,21.58,20.97,21.27,24.99,25.46,25.22,49.52,49.16,49.34,11917,19.06134,72.850055,18.9068356,75.6741579
MUMBAI (SUBURBAN),SC,14.35,14.36,14.36,15.01,14.06,14.55,46.13,46.5,46.32,11917,19.06134,72.850055,18.9068356,75.6741579
MUMBAI (SUBURBAN),ST,3.24,3.4,3.33,16.49,15.49,16.0,61.41,49.99,55.9,11917,19.06134,72.850055,18.9068356,75.6741579
MUMBAI (SUBURBAN),Overall,15.57,15.94,15.76,10.92,9.86,10.38,47.92,46.53,47.2,11917,19.06134,72.850055,18.9068356,75.6741579
NAGPUR,General,0.0,0.0,0.0,0.0,4.28,2.19,0.53,4.22,2.45,11919,21.1498134,79.0820556,18.9068356,75.6741579
NAGPUR,OBC,0.22,0.33,0.28,0.8,1.1,0.95,4.16,7.35,5.83,11919,21.1498134,79.0820556,18.9068356,75.6741579
NAGPUR,SC,0.0,0.0,0.0,0.0,0.0,0.0,3.11,6.46,4.84,11919,21.1498134,79.0820556,18.9068356,75.6741579
NAGPUR,ST,4.66,3.71,4.17,4.95,3.68,4.29,18.29,19.58,18.96,11919,21.1498134,79.0820556,18.9068356,75.6741579
NAGPUR,Overall,0.09,0.0,0.0,0.64,1.41,1.04,4.6,7.75,6.24,11919,21.1498134,79.0820556,18.9068356,75.6741579
NANDED,General,0.0,0.0,0.0,1.6,0.99,1.28,12.02,9.55,10.72,11920,18.9068356,75.6741579,18.9068356,75.6741579
NANDED,OBC,1.23,1.41,1.33,4.14,2.37,3.23,18.18,11.99,14.96,11920,18.9068356,75.6741579,18.9068356,75.6741579
NANDED,SC,1.24,1.59,1.42,3.92,2.66,3.28,14.97,11.03,12.91,11920,18.9068356,75.6741579,18.9068356,75.6741579
NANDED,ST,0.01,0.46,0.24,0.0,0.0,0.0,16.07,10.94,13.48,11920,18.9068356,75.6741579,18.9068356,75.6741579
NANDED,Overall,0.45,0.72,0.59,2.75,1.65,2.18,15.27,10.88,12.98,11920,18.9068356,75.6741579,18.9068356,75.6741579
NANDURBAR,General,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,11921,21.373764,74.244556,18.9068356,75.6741579
NANDURBAR,OBC,0.0,0.03,0.0,2.58,6.46,4.65,9.59,13.24,11.62,11921,21.373764,74.244556,18.9068356,75.6741579
NANDURBAR,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,11921,21.373764,74.244556,18.9068356,75.6741579
NANDURBAR,ST,1.69,1.65,1.67,3.54,3.4,3.47,25.54,23.08,24.26,11921,21.373764,74.244556,18.9068356,75.6741579
NANDURBAR,Overall,0.5,0.18,0.33,1.64,1.25,1.44,20.37,18.33,19.3,11921,21.373764,74.244556,18.9068356,75.6741579
NASHIK,General,0.0,0.81,0.0,0.36,0.6,0.49,11.92,12.29,12.12,11922,20.0112475,73.7902364,18.9068356,75.6741579
NASHIK,OBC,0.0,0.0,0.0,2.81,3.15,2.99,13.08,13.89,13.52,11922,20.0112475,73.7902364,18.9068356,75.6741579
NASHIK,SC,0.0,0.0,0.0,0.69,1.63,1.18,14.93,16.33,15.67,11922,20.0112475,73.7902364,18.9068356,75.6741579
NASHIK,ST,0.0,0.21,0.08,1.71,0.69,1.19,26.47,21.92,24.1,11922,20.0112475,73.7902364,18.9068356,75.6741579
NASHIK,Overall,0.0,0.0,0.0,1.53,1.48,1.5,17.0,15.98,16.45,11922,20.0112475,73.7902364,18.9068356,75.6741579
OSMANABAD,General,0.0,0.0,0.0,0.0,0.0,0.0,15.05,15.59,15.34,11923,18.21623,76.09003,18.9068356,75.6741579
OSMANABAD,OBC,2.39,3.15,2.79,1.12,0.2,0.64,15.92,12.92,14.34,11923,18.21623,76.09003,18.9068356,75.6741579
OSMANABAD,SC,0.0,0.03,0.0,0.26,0.0,0.0,15.07,14.39,14.7,11923,18.21623,76.09003,18.9068356,75.6741579
OSMANABAD,ST,0.0,0.0,0.0,1.34,0.0,0.0,14.17,12.9,13.45,11923,18.21623,76.09003,18.9068356,75.6741579
OSMANABAD,Overall,0.0,0.0,0.0,0.0,0.0,0.0,15.28,14.55,14.88,11923,18.21623,76.09003,18.9068356,75.6741579
PALGHAR,General,7.36,7.62,7.5,5.31,6.0,5.69,11.91,11.87,11.9,11924,19.697888,72.771889,18.9068356,75.6741579
PALGHAR,OBC,0.0,0.0,0.0,1.44,1.15,1.29,13.81,14.08,13.95,11924,19.697888,72.771889,18.9068356,75.6741579
PALGHAR,SC,11.13,7.96,9.49,4.75,5.23,5.0,15.15,17.67,16.45,11924,19.697888,72.771889,18.9068356,75.6741579
PALGHAR,ST,0.0,0.0,0.0,6.15,5.51,5.83,21.48,19.37,20.39,11924,19.697888,72.771889,18.9068356,75.6741579
PALGHAR,Overall,3.4,3.73,3.57,5.11,5.2,5.16,15.57,14.77,15.14,11924,19.697888,72.771889,18.9068356,75.6741579
PARBHANI,General,0.99,1.92,1.48,0.61,2.86,1.82,12.23,12.8,12.54,11925,19.262469,76.7718,18.9068356,75.6741579
PARBHANI,OBC,0.0,0.0,0.0,0.0,0.0,0.0,12.49,7.4,9.73,11925,19.262469,76.7718,18.9068356,75.6741579
PARBHANI,SC,0.0,0.0,0.0,0.0,0.0,0.0,10.64,9.32,9.91,11925,19.262469,76.7718,18.9068356,75.6741579
PARBHANI,ST,0.0,0.0,0.0,0.0,0.66,0.16,5.96,6.43,6.22,11925,19.262469,76.7718,18.9068356,75.6741579
PARBHANI,Overall,0.0,0.12,0.0,0.0,0.99,0.41,11.86,10.09,10.91,11925,19.262469,76.7718,18.9068356,75.6741579
PUNE,General,0.0,0.0,0.0,0.87,1.87,1.41,4.58,8.19,6.54,11926,18.521428,73.8544541,18.9068356,75.6741579
PUNE,OBC,0.67,1.13,0.91,6.22,5.86,6.03,12.48,14.94,13.83,11926,18.521428,73.8544541,18.9068356,75.6741579
PUNE,SC,0.0,0.0,0.0,2.21,1.83,2.01,13.11,14.25,13.71,11926,18.521428,73.8544541,18.9068356,75.6741579
PUNE,ST,1.89,1.76,1.82,2.41,2.31,2.36,13.2,12.6,12.88,11926,18.521428,73.8544541,18.9068356,75.6741579
PUNE,Overall,0.0,0.0,0.0,2.51,2.89,2.71,8.35,11.05,9.81,11926,18.521428,73.8544541,18.9068356,75.6741579
RAIGARH (MAHARASHTRA),General,0.51,0.0,0.2,1.05,1.92,1.51,8.16,10.72,9.5,11927,18.9068356,75.6741579,18.9068356,75.6741579
RAIGARH (MAHARASHTRA),OBC,0.0,0.53,0.05,2.0,1.91,1.95,7.75,11.8,9.86,11927,18.9068356,75.6741579,18.9068356,75.6741579
RAIGARH (MAHARASHTRA),SC,0.0,0.0,0.0,0.6,1.05,0.84,11.11,11.91,11.54,11927,18.9068356,75.6741579,18.9068356,75.6741579
RAIGARH (MAHARASHTRA),ST,0.0,0.57,0.17,3.65,3.47,3.56,30.04,28.06,28.97,11927,18.9068356,75.6741579,18.9068356,75.6741579
RAIGARH (MAHARASHTRA),Overall,0.0,0.1,0.04,1.77,2.08,1.93,10.91,13.5,12.28,11927,18.9068356,75.6741579,18.9068356,75.6741579
RATNAGIRI,General,2.19,2.5,2.35,2.11,2.47,2.3,5.91,10.39,8.2,11928,16.9933521,73.2954371,18.9068356,75.6741579
RATNAGIRI,OBC,0.0,0.0,0.0,0.0,0.0,0.0,9.72,10.84,10.3,11928,16.9933521,73.2954371,18.9068356,75.6741579
RATNAGIRI,SC,0.44,0.0,0.0,0.04,0.17,0.11,6.35,9.37,7.9,11928,16.9933521,73.2954371,18.9068356,75.6741579
RATNAGIRI,ST,0.0,0.0,0.0,7.9,11.8,9.91,18.99,28.2,24.44,11928,16.9933521,73.2954371,18.9068356,75.6741579
RATNAGIRI,Overall,0.0,0.0,0.0,0.44,0.62,0.53,8.41,10.85,9.67,11928,16.9933521,73.2954371,18.9068356,75.6741579
SANGLI,General,0.0,0.0,0.0,0.0,0.0,0.0,6.3,10.18,8.42,11929,16.8502534,74.5948885,18.9068356,75.6741579
SANGLI,OBC,0.0,0.0,0.0,1.15,0.42,0.76,13.29,11.24,12.18,11929,16.8502534,74.5948885,18.9068356,75.6741579
SANGLI,SC,0.0,0.0,0.0,0.0,0.0,0.0,7.25,11.96,9.78,11929,16.8502534,74.5948885,18.9068356,75.6741579
SANGLI,ST,6.43,2.57,4.28,3.21,0.0,0.0,0.0,14.73,8.12,11929,16.8502534,74.5948885,18.9068356,75.6741579
SANGLI,Overall,0.0,0.0,0.0,0.03,0.0,0.0,8.88,10.84,9.95,11929,16.8502534,74.5948885,18.9068356,75.6741579
SATARA,General,0.0,0.0,0.0,0.0,0.0,0.0,5.56,4.7,5.11,11930,20.4133788,79.0821433,18.9068356,75.6741579
SATARA,OBC,0.0,0.14,0.0,0.0,0.43,0.09,8.36,9.17,8.79,11930,20.4133788,79.0821433,18.9068356,75.6741579
SATARA,SC,0.0,0.0,0.0,0.67,0.0,0.01,8.12,6.87,7.47,11930,20.4133788,79.0821433,18.9068356,75.6741579
SATARA,ST,8.97,10.82,9.96,16.43,18.72,17.71,32.51,31.23,31.77,11930,20.4133788,79.0821433,18.9068356,75.6741579
SATARA,Overall,0.0,0.0,0.0,0.08,0.0,0.04,7.3,7.05,7.17,11930,20.4133788,79.0821433,18.9068356,75.6741579
SINDHUDURG,General,0.0,0.0,0.0,0.0,0.73,0.18,6.92,10.15,8.6,11931,18.9068356,75.6741579,18.9068356,75.6741579
SINDHUDURG,OBC,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.69,1.34,11931,18.9068356,75.6741579,18.9068356,75.6741579
SINDHUDURG,SC,0.07,0.0,0.0,0.0,0.0,0.0,4.57,11.14,8.08,11931,18.9068356,75.6741579,18.9068356,75.6741579
SINDHUDURG,ST,0.0,0.0,0.0,19.5,21.76,20.67,43.64,35.03,39.18,11931,18.9068356,75.6741579,18.9068356,75.6741579
SINDHUDURG,Overall,0.0,0.0,0.0,0.0,0.78,0.28,4.49,8.35,6.5,11931,18.9068356,75.6741579,18.9068356,75.6741579
SOLAPUR,General,0.0,0.0,0.0,0.0,0.0,0.0,10.15,10.43,10.3,11932,17.6699734,75.9008118,18.9068356,75.6741579
SOLAPUR,OBC,0.37,0.37,0.37,3.67,1.79,2.68,19.64,14.08,16.63,11932,17.6699734,75.9008118,18.9068356,75.6741579
SOLAPUR,SC,0.0,0.0,0.0,0.25,0.11,0.17,17.22,13.92,15.45,11932,17.6699734,75.9008118,18.9068356,75.6741579
SOLAPUR,ST,0.0,0.0,0.0,9.04,7.1,7.98,28.34,33.28,31.24,11932,17.6699734,75.9008118,18.9068356,75.6741579
SOLAPUR,Overall,0.0,0.0,0.0,1.18,0.46,0.79,15.38,12.85,14.01,11932,17.6699734,75.9008118,18.9068356,75.6741579
THANE,General,1.92,1.82,1.87,3.12,3.65,3.4,11.7,11.87,11.79,11933,19.1943294,72.9701779,18.9068356,75.6741579
THANE,OBC,0.0,0.0,0.0,3.87,3.46,3.66,14.4,16.77,15.63,11933,19.1943294,72.9701779,18.9068356,75.6741579
THANE,SC,0.0,0.0,0.0,3.23,2.13,2.67,13.35,13.44,13.4,11933,19.1943294,72.9701779,18.9068356,75.6741579
THANE,ST,0.0,0.0,0.0,3.38,2.42,2.88,24.53,22.77,23.58,11933,19.1943294,72.9701779,18.9068356,75.6741579
THANE,Overall,0.84,0.93,0.88,3.31,3.39,3.35,13.23,13.73,13.49,11933,19.1943294,72.9701779,18.9068356,75.6741579
WARDHA,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,1.24,11934,20.7464941,78.5997922,18.9068356,75.6741579
WARDHA,OBC,0.4,0.0,0.0,0.59,1.27,0.94,6.03,7.79,6.96,11934,20.7464941,78.5997922,18.9068356,75.6741579
WARDHA,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,2.24,11934,20.7464941,78.5997922,18.9068356,75.6741579
WARDHA,ST,2.12,2.94,2.54,3.9,3.33,3.61,9.43,9.07,9.24,11934,20.7464941,78.5997922,18.9068356,75.6741579
WARDHA,Overall,0.0,0.0,0.0,0.45,0.98,0.73,4.77,7.0,5.94,11934,20.7464941,78.5997922,18.9068356,75.6741579
WASHIM,General,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,11935,20.1029,77.148062,18.9068356,75.6741579
WASHIM,OBC,0.32,0.02,0.17,0.75,0.0,0.29,11.53,6.08,8.6,11935,20.1029,77.148062,18.9068356,75.6741579
WASHIM,SC,0.3,0.29,0.29,0.27,0.0,0.0,9.03,3.89,6.24,11935,20.1029,77.148062,18.9068356,75.6741579
WASHIM,ST,0.0,0.0,0.0,5.87,2.0,3.86,18.31,16.23,17.16,11935,20.1029,77.148062,18.9068356,75.6741579
WASHIM,Overall,0.0,0.0,0.0,0.0,0.0,0.0,9.98,4.66,7.09,11935,20.1029,77.148062,18.9068356,75.6741579
YAVATMAL,General,0.0,0.0,0.0,0.0,0.0,0.0,9.97,11.12,10.55,11936,20.32619,78.14262,18.9068356,75.6741579
YAVATMAL,OBC,2.64,2.59,2.61,2.69,1.55,2.09,11.86,15.31,13.69,11936,20.32619,78.14262,18.9068356,75.6741579
YAVATMAL,SC,0.0,0.0,0.0,0.64,0.44,0.54,13.98,14.56,14.29,11936,20.32619,78.14262,18.9068356,75.6741579
YAVATMAL,ST,3.79,3.44,3.61,2.81,2.3,2.55,17.1,15.7,16.37,11936,20.32619,78.14262,18.9068356,75.6741579
YAVATMAL,Overall,0.25,0.05,0.15,1.32,0.01,0.64,12.84,14.7,13.81,11936,20.32619,78.14262,18.9068356,75.6741579
