Location,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,state_latitude,state_longitude
NARAYANAPET,Overall,0.0,0.0,0.0,3.9,4.13,4.01,19.21,19.99,19.59,13021,18.7348038,78.2625961,18.7348038,78.2625961
NIRMAL,General,4.85,6.15,5.55,6.27,7.0,6.65,30.6,23.59,27.01,13022,19.09685,78.34407,19.09685,78.34407
NIRMAL,OBC,0.7,1.39,1.06,2.98,3.55,3.27,9.82,8.0,8.93,13022,19.09685,78.34407,19.09685,78.34407
NIRMAL,SC,0.06,0.8,0.43,3.83,4.86,4.32,9.37,4.6,7.13,13022,19.09685,78.34407,19.09685,78.34407
NIRMAL,ST,5.87,4.7,5.26,11.03,12.49,11.75,11.5,12.59,12.04,13022,19.09685,78.34407,19.09685,78.34407
NIRMAL,Overall,1.88,2.42,2.16,4.84,5.59,5.21,12.54,10.16,11.37,13022,19.09685,78.34407,19.09685,78.34407
NIZAMABAD,General,1.93,2.48,2.22,4.95,6.52,5.76,30.79,31.32,31.06,13023,16.2168406,78.1610808,16.2168406,78.1610808
NIZAMABAD,OBC,0.0,0.0,0.0,1.39,2.66,2.05,9.26,7.17,8.18,13023,16.2168406,78.1610808,16.2168406,78.1610808
NIZAMABAD,SC,0.39,1.48,0.96,2.88,3.72,3.31,8.66,14.44,11.72,13023,16.2168406,78.1610808,16.2168406,78.1610808
NIZAMABAD,ST,0.32,1.0,0.68,2.71,4.38,3.61,10.38,13.71,12.14,13023,16.2168406,78.1610808,16.2168406,78.1610808
NIZAMABAD,Overall,0.0,0.46,0.08,2.44,3.75,3.12,13.53,13.37,13.45,13023,16.2168406,78.1610808,16.2168406,78.1610808
PEDDAPALLI,General,0.0,0.0,0.0,0.0,0.08,0.0,35.75,38.0,36.81,13024,18.61544,79.39611,18.61544,79.39611
PEDDAPALLI,OBC,0.0,0.0,0.0,0.0,0.0,0.0,8.75,17.02,13.07,13024,18.61544,79.39611,18.61544,79.39611
PEDDAPALLI,SC,0.0,0.0,0.0,0.74,1.38,1.07,0.0,11.82,5.36,13024,18.61544,79.39611,18.61544,79.39611
PEDDAPALLI,ST,2.66,3.7,3.22,0.64,0.0,0.29,0.0,11.22,0.0,13024,18.61544,79.39611,18.61544,79.39611
PEDDAPALLI,Overall,0.0,0.0,0.0,0.0,0.0,0.0,7.96,17.35,12.75,13024,18.61544,79.39611,18.61544,79.39611
RAJANNA SIRICILLA,General,0.0,0.0,0.0,1.18,1.8,1.48,32.99,32.6,32.82,13025,,,,
RAJANNA SIRICILLA,OBC,0.0,0.0,0.0,0.27,0.68,0.48,14.56,13.82,14.2,13025,,,,
RAJANNA SIRICILLA,SC,0.0,0.0,0.0,0.0,0.5,0.12,10.34,12.95,11.52,13025,,,,
RAJANNA SIRICILLA,ST,0.0,0.0,0.0,1.54,3.49,2.45,3.03,22.73,11.44,13025,,,,
RAJANNA SIRICILLA,Overall,0.0,0.0,0.0,0.35,0.95,0.64,14.21,15.64,14.88,13025,,,,
RANGAREDDY,General,0.0,0.0,0.0,1.24,0.9,1.05,22.09,25.53,23.96,13026,17.8495919,79.1151663,17.8495919,79.1151663
RANGAREDDY,OBC,0.0,0.0,0.0,0.82,1.16,1.0,11.87,10.37,11.09,13026,17.8495919,79.1151663,17.8495919,79.1151663
RANGAREDDY,SC,0.0,0.0,0.0,1.19,2.16,1.68,9.09,11.4,10.26,13026,17.8495919,79.1151663,17.8495919,79.1151663
RANGAREDDY,ST,0.0,0.0,0.0,0.0,2.77,1.53,12.87,10.87,11.75,13026,17.8495919,79.1151663,17.8495919,79.1151663
RANGAREDDY,Overall,0.0,0.0,0.0,0.94,1.37,1.17,14.48,15.32,14.92,13026,17.8495919,79.1151663,17.8495919,79.1151663
SANGAREDDY,General,0.0,0.0,0.0,1.32,5.05,3.3,40.65,40.31,40.47,13027,17.60929,78.1083,17.60929,78.1083
SANGAREDDY,OBC,0.0,0.0,0.0,2.06,3.63,2.86,16.65,22.48,19.6,13027,17.60929,78.1083,17.60929,78.1083
SANGAREDDY,SC,0.0,0.0,0.0,4.41,4.8,4.61,13.9,17.54,15.76,13027,17.60929,78.1083,17.60929,78.1083
SANGAREDDY,ST,1.95,1.1,1.5,7.83,9.55,8.73,20.61,25.64,23.32,13027,17.60929,78.1083,17.60929,78.1083
SANGAREDDY,Overall,0.0,0.0,0.0,2.87,4.6,3.76,19.82,24.54,22.24,13027,17.60929,78.1083,17.60929,78.1083
SIDDIPET,General,0.0,0.0,0.0,0.8,2.48,1.66,24.51,25.69,25.11,13028,18.10483,78.84858,18.10483,78.84858
SIDDIPET,OBC,0.0,0.0,0.0,0.06,1.21,0.65,7.04,10.38,8.75,13028,18.10483,78.84858,18.10483,78.84858
SIDDIPET,SC,0.0,0.0,0.0,0.71,0.52,0.61,3.66,9.34,6.64,13028,18.10483,78.84858,18.10483,78.84858
SIDDIPET,ST,0.0,0.0,0.0,3.79,3.49,3.62,6.65,0.0,1.41,13028,18.10483,78.84858,18.10483,78.84858
SIDDIPET,Overall,0.0,0.0,0.0,0.42,1.3,0.88,7.92,10.99,9.5,13028,18.10483,78.84858,18.10483,78.84858
SURYAPET,General,0.0,0.0,0.0,1.51,0.0,0.68,28.82,28.99,28.91,13029,17.17234,79.57139,17.17234,79.57139
SURYAPET,OBC,0.0,0.0,0.0,2.81,1.12,1.93,14.16,11.04,12.55,13029,17.17234,79.57139,17.17234,79.57139
SURYAPET,SC,0.0,0.0,0.0,3.93,4.15,4.04,11.02,6.77,8.94,13029,17.17234,79.57139,17.17234,79.57139
SURYAPET,ST,0.0,0.0,0.0,4.28,2.4,3.31,20.09,16.84,18.46,13029,17.17234,79.57139,17.17234,79.57139
SURYAPET,Overall,0.0,0.0,0.0,3.15,1.79,2.45,16.05,13.2,14.6,13029,17.17234,79.57139,17.17234,79.57139
VIKARABAD,General,0.2,0.28,0.25,5.13,6.03,5.61,35.96,34.68,35.29,13030,17.32663,77.90212,17.32663,77.90212
VIKARABAD,OBC,0.0,0.0,0.0,4.05,5.1,4.59,15.07,15.68,15.38,13030,17.32663,77.90212,17.32663,77.90212
VIKARABAD,SC,2.89,0.0,1.42,6.25,3.3,4.76,6.75,11.92,9.36,13030,17.32663,77.90212,17.32663,77.90212
VIKARABAD,ST,6.61,2.42,4.42,8.43,2.83,5.56,26.49,21.75,23.95,13030,17.32663,77.90212,17.32663,77.90212
VIKARABAD,Overall,1.2,0.0,0.17,5.3,4.53,4.9,17.41,18.15,17.79,13030,17.32663,77.90212,17.32663,77.90212
WANAPARTHY,General,0.0,0.0,0.0,4.8,9.21,7.17,27.22,32.23,29.87,13031,16.34952,78.05123,16.34952,78.05123
