,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,Location
150,10931,General,4,2,1,2,3,4,4,1,3,THE DANGS
151,10931,OBC,4,3,3,3,3,0,0,3,0,THE DANGS
152,10931,Overall,2,1,1,1,0,0,2,2,4,THE DANGS
153,10931,SC,0,0,0,4,1,0,0,1,0,THE DANGS
154,10931,ST,3,3,3,3,2,1,1,1,2,THE DANGS
155,10932,General,4,2,1,4,3,2,4,1,3,VADODARA
156,10932,OBC,4,3,3,3,0,0,0,3,0,VADODARA
157,10932,Overall,2,1,1,1,0,0,2,2,4,VADODARA
158,10932,SC,0,0,4,3,1,4,4,1,4,VADODARA
159,10932,ST,3,3,3,0,0,0,1,1,2,VADODARA
160,10933,General,4,2,1,4,3,2,4,1,3,VALSAD
161,10933,OBC,4,3,3,1,1,1,0,1,0,VALSAD
162,10933,Overall,2,1,1,1,0,0,2,2,4,VALSAD
163,10933,SC,0,0,4,3,1,4,4,4,4,VALSAD
164,10933,ST,3,3,3,3,2,1,1,1,2,VALSAD
