DNo,District,Social Category,Income,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall
12010,NONEY,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12010,NONEY,ST,High,27.67,25.6,26.6,12.52,0.16,6.26,22.43,29.82,26.29
12010,NONEY,Overall,High,27.68,25.72,26.66,12.59,0.41,6.41,22.29,29.42,26.02
12011,PHERZAWL,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12011,PHERZAWL,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12011,PHERZAWL,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12011,PHERZAWL,ST,High,12.63,13.59,13.12,20.32,15.64,17.95,44.87,38.99,41.9
12011,PHERZAWL,Overall,High,13.17,14.21,13.71,20.32,15.64,17.95,44.87,38.99,41.9
12012,SENAPATI,General,High,35.97,31.23,33.53,17.28,22.48,20.0,22.0,0.0,7.16
12012,SENAPATI,OBC,High,0.0,0.0,0.0,0.0,9.09,3.23,14.29,14.29,14.29
12012,SENAPATI,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12012,SENAPATI,ST,High,21.65,21.86,21.75,6.83,5.91,6.37,0.0,0.0,0.0
12012,SENAPATI,Overall,High,21.51,21.46,21.48,7.15,6.96,7.05,0.0,0.0,0.0
12013,TAMENGLONG,General,High,0.0,0.0,0.0,0.0,12.0,0.0,63.64,46.15,54.17
12013,TAMENGLONG,OBC,High,80.0,75.0,77.14,60.0,33.33,50.0,0.0,0.0,0.0
12013,TAMENGLONG,SC,High,0.0,20.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
12013,TAMENGLONG,ST,High,11.59,14.02,12.84,0.0,6.02,1.49,6.74,0.62,3.98
12013,TAMENGLONG,Overall,High,10.91,13.69,12.33,0.0,6.51,1.99,7.0,1.11,4.33
12014,TENGNOUPAL,General,High,0.0,0.0,0.0,0.0,15.79,4.8,0.0,0.0,0.0
12014,TENGNOUPAL,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12014,TENGNOUPAL,SC,High,8.93,0.0,0.0,60.0,10.53,40.82,0.0,0.0,0.0
12014,TENGNOUPAL,ST,High,8.67,7.86,8.27,5.24,5.47,5.36,0.0,9.67,1.24
12014,TENGNOUPAL,Overall,High,6.16,5.18,5.67,3.69,3.74,3.71,0.0,0.0,0.0
12015,THOUBAL,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12015,THOUBAL,OBC,High,17.61,16.62,17.11,13.58,13.98,13.78,24.8,20.49,22.63
12015,THOUBAL,SC,High,1.82,16.07,9.01,4.35,0.0,0.0,0.0,0.0,0.0
12015,THOUBAL,ST,High,58.87,57.14,57.93,11.39,0.0,3.75,0.0,0.0,0.0
12015,THOUBAL,Overall,High,15.75,14.42,15.07,11.19,10.54,10.86,9.44,7.0,8.2
12016,UKHRUL,General,High,31.13,12.34,22.15,45.32,40.76,42.91,84.76,74.31,79.44
12016,UKHRUL,OBC,High,25.34,10.58,17.5,8.82,4.35,7.02,0.0,0.0,0.0
12016,UKHRUL,SC,High,0.0,36.36,0.0,0.0,25.0,12.5,0.0,0.0,0.0
12016,UKHRUL,ST,High,18.17,18.39,18.28,8.39,7.25,7.82,5.69,6.86,6.25
12016,UKHRUL,Overall,High,18.53,18.17,18.34,9.67,8.61,9.15,8.23,9.44,8.81
12101,EASTGAROHILLS,General,High,38.38,35.16,36.84,13.95,10.87,12.36,27.59,12.5,20.75
12101,EASTGAROHILLS,OBC,High,27.78,35.71,32.61,20.0,38.46,28.57,77.78,16.67,53.33
12101,EASTGAROHILLS,SC,High,0.0,0.0,0.0,31.82,0.0,17.07,0.0,42.86,0.0
12101,EASTGAROHILLS,ST,High,11.72,12.52,12.12,12.95,13.63,13.29,21.03,22.58,21.79
12101,EASTGAROHILLS,Overall,High,11.83,12.65,12.24,13.05,13.61,13.32,21.27,22.52,21.88
12102,EASTJAINTIAHILLS,General,High,0.0,0.0,0.0,10.9,19.48,15.38,19.75,9.2,14.29
12102,EASTJAINTIAHILLS,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12102,EASTJAINTIAHILLS,SC,High,58.43,58.09,58.25,0.0,0.0,0.0,0.0,0.0,0.0
12102,EASTJAINTIAHILLS,ST,High,8.2,12.24,10.22,12.22,18.22,14.9,27.6,32.36,29.61
12102,EASTJAINTIAHILLS,Overall,High,8.78,12.55,10.66,11.34,17.53,14.13,26.21,30.01,27.83
12103,EASTKHASIHILLS,General,High,0.39,0.22,0.3,13.61,0.6,7.2,14.24,17.01,15.64
12103,EASTKHASIHILLS,OBC,High,0.0,1.22,0.0,10.36,9.15,9.72,2.57,6.03,4.51
12103,EASTKHASIHILLS,SC,High,0.0,0.0,0.0,23.67,17.71,20.69,14.07,23.83,19.05
12103,EASTKHASIHILLS,ST,High,6.24,8.05,7.15,4.94,10.0,7.34,7.07,10.27,8.47
12103,EASTKHASIHILLS,Overall,High,5.07,7.06,6.08,6.16,9.13,7.57,7.84,11.28,9.39
12104,NORTHGAROHILLS,General,High,0.0,0.0,0.0,22.09,1.61,13.51,45.16,56.52,50.0
12104,NORTHGAROHILLS,OBC,High,67.91,62.82,65.41,85.71,0.0,91.8,66.67,0.0,94.12
12104,NORTHGAROHILLS,SC,High,66.83,67.98,67.44,93.75,86.05,90.11,83.33,0.0,92.31
12104,NORTHGAROHILLS,ST,High,10.76,13.83,12.3,8.97,12.1,10.46,32.92,34.62,33.72
12104,NORTHGAROHILLS,Overall,High,11.51,14.6,13.07,9.95,12.75,11.28,33.12,35.17,34.09
12105,RIBHOI,General,High,0.0,0.0,0.0,1.93,4.25,3.14,24.17,31.05,28.03
12105,RIBHOI,OBC,High,0.0,10.1,5.38,16.34,0.0,2.38,40.18,40.42,40.29
12105,RIBHOI,SC,High,0.0,5.89,0.0,40.8,36.52,38.79,12.5,54.72,36.55
12105,RIBHOI,ST,High,8.75,10.74,9.76,9.06,14.82,11.76,20.24,23.63,21.73
12105,RIBHOI,Overall,High,7.39,9.63,8.53,9.42,14.16,11.64,20.73,24.81,22.55
12106,SOUTHGAROHILLS,General,High,34.65,31.31,33.0,10.34,12.49,11.47,63.89,81.08,72.6
12106,SOUTHGAROHILLS,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
12106,SOUTHGAROHILLS,SC,High,13.71,13.5,13.61,65.62,63.27,64.2,81.48,41.18,65.91
12106,SOUTHGAROHILLS,ST,High,12.94,15.1,14.03,12.47,13.77,13.12,35.35,37.34,36.28
12106,SOUTHGAROHILLS,Overall,High,13.01,15.07,14.05,12.51,13.87,13.18,36.31,38.08,37.14
12107,SOUTHWESTGAROHILLS,General,High,6.78,8.79,7.79,16.89,6.73,12.3,45.2,41.71,43.38
12107,SOUTHWESTGAROHILLS,OBC,High,32.14,50.0,41.23,0.0,17.65,1.28,36.0,56.76,48.38
12107,SOUTHWESTGAROHILLS,SC,High,42.23,44.98,43.65,45.19,40.46,42.86,35.9,36.11,36.0
12107,SOUTHWESTGAROHILLS,ST,High,11.37,12.0,11.7,7.27,8.61,7.94,44.65,46.1,45.34
12107,SOUTHWESTGAROHILLS,Overall,High,11.45,12.44,11.97,9.62,9.12,9.37,44.41,45.34,44.86
12108,SOUTHWESTKHASIHILLS,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12108,SOUTHWESTKHASIHILLS,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12108,SOUTHWESTKHASIHILLS,SC,High,75.46,77.78,76.73,0.0,0.0,0.0,0.0,0.0,0.0
12108,SOUTHWESTKHASIHILLS,ST,High,14.09,13.63,13.85,9.59,15.03,12.28,28.06,32.83,30.19
12108,SOUTHWESTKHASIHILLS,Overall,High,14.54,14.07,14.29,9.78,15.29,12.5,28.42,33.88,30.87
12109,WESTGAROHILLS,General,High,9.36,14.74,12.01,4.44,2.38,3.47,8.42,12.25,10.37
12109,WESTGAROHILLS,OBC,High,32.51,18.21,25.64,30.77,33.47,32.08,38.13,34.64,36.33
12109,WESTGAROHILLS,SC,High,39.55,32.49,36.18,0.0,6.09,2.79,2.13,0.0,1.08
12109,WESTGAROHILLS,ST,High,8.55,10.92,9.73,9.5,11.1,10.25,27.82,29.79,28.73
12109,WESTGAROHILLS,Overall,High,9.73,12.37,11.05,8.59,9.59,9.06,24.93,26.58,25.7
12110,WESTJAINTIAHILLS,General,High,2.8,16.49,10.57,17.54,15.93,16.74,0.0,11.11,0.0
12110,WESTJAINTIAHILLS,OBC,High,20.39,24.6,22.71,22.73,0.0,13.89,43.48,74.07,60.0
12110,WESTJAINTIAHILLS,SC,High,19.26,10.07,14.84,60.26,63.75,62.03,28.57,16.0,20.51
12110,WESTJAINTIAHILLS,ST,High,6.02,11.66,8.79,9.91,13.04,11.26,17.07,14.6,16.09
12110,WESTJAINTIAHILLS,Overall,High,6.14,11.75,8.9,10.38,13.45,11.71,16.9,14.97,16.13
12111,WESTKHASIHILLS,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67
12111,WESTKHASIHILLS,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12111,WESTKHASIHILLS,SC,High,13.33,17.68,15.51,0.0,0.0,0.0,0.0,0.0,0.0
12111,WESTKHASIHILLS,ST,High,8.5,11.27,9.91,13.32,16.04,14.6,22.29,26.92,24.32
12111,WESTKHASIHILLS,Overall,High,8.15,10.98,9.59,13.01,15.8,14.31,22.31,26.92,24.35
12201,AIZAWL,General,High,21.23,22.93,22.04,21.99,34.5,28.39,44.68,26.09,35.48
12201,AIZAWL,OBC,High,77.27,65.0,71.43,58.62,47.92,51.95,0.0,0.0,0.0
12201,AIZAWL,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,35.06,5.71,21.09
12201,AIZAWL,ST,High,1.63,2.67,2.16,0.0,0.0,0.0,0.0,0.0,0.0
12201,AIZAWL,Overall,High,1.35,2.15,1.76,0.0,0.0,0.0,0.0,0.0,0.0
12202,CHAMPHAI,General,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12202,CHAMPHAI,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12202,CHAMPHAI,SC,Low,0.0,0.0,0.0,52.17,31.25,43.59,0.0,14.29,7.14
12202,CHAMPHAI,ST,Low,0.0,0.06,0.0,0.54,2.97,1.76,19.7,19.68,19.69
12202,CHAMPHAI,Overall,Low,0.0,1.72,0.73,0.97,3.06,2.01,20.84,21.1,20.96
12203,HNAHTHIAL,General,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12203,HNAHTHIAL,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12203,HNAHTHIAL,SC,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12203,HNAHTHIAL,ST,Low,2.8,2.9,2.85,0.0,0.0,0.0,23.97,34.41,28.81
12203,HNAHTHIAL,Overall,Low,0.43,0.87,0.65,0.0,0.0,0.0,28.14,38.91,33.18
12204,KHAWZAWL,General,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12204,KHAWZAWL,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12204,KHAWZAWL,SC,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12204,KHAWZAWL,ST,Low,1.57,1.48,1.53,5.03,5.55,5.28,24.0,22.24,23.18
12204,KHAWZAWL,Overall,Low,1.62,1.54,1.58,5.03,5.55,5.28,24.0,22.24,23.18
12205,KOLASIB,General,High,39.24,73.79,58.07,59.24,57.76,58.49,18.75,48.98,34.02
12205,KOLASIB,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12205,KOLASIB,SC,High,86.33,86.13,86.23,27.78,33.33,30.3,0.0,0.0,0.0
12205,KOLASIB,ST,High,1.8,3.58,2.71,8.98,2.84,5.93,10.86,21.57,16.16
12205,KOLASIB,Overall,High,6.13,10.4,8.33,11.9,6.16,9.04,10.9,22.32,16.54
12206,LAWNGTLAI,General,High,33.33,0.0,0.0,0.0,33.33,0.0,33.33,81.82,64.71
12206,LAWNGTLAI,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12206,LAWNGTLAI,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,80.0
12206,LAWNGTLAI,ST,High,12.07,15.73,14.03,7.63,9.19,8.47,22.13,24.05,23.19
12206,LAWNGTLAI,Overall,High,11.73,15.35,13.66,7.54,9.1,8.38,22.49,24.51,23.6
12207,LUNGLEI,General,Low,0.0,0.0,0.0,22.58,22.86,22.73,70.0,60.0,62.86
12207,LUNGLEI,OBC,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12207,LUNGLEI,SC,Low,58.46,74.19,67.72,78.57,73.08,75.93,25.0,0.0,4.76
12207,LUNGLEI,ST,Low,11.69,11.27,11.47,2.76,4.97,3.89,14.58,14.09,14.34
12207,LUNGLEI,Overall,Low,11.67,11.53,11.61,3.4,5.44,4.44,14.86,14.47,14.67
12208,MAMIT,General,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12208,MAMIT,OBC,Low,88.24,83.33,85.71,50.0,66.67,60.87,0.0,0.0,0.0
12208,MAMIT,SC,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12208,MAMIT,ST,Low,11.28,11.38,11.33,9.37,13.42,11.43,41.3,33.17,37.39
12208,MAMIT,Overall,Low,10.25,10.29,10.27,7.21,11.01,9.15,40.86,32.16,36.67
12209,SAIHA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12209,SAIHA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12209,SAIHA,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71,45.45
12209,SAIHA,ST,High,2.9,4.04,3.48,1.3,4.88,3.1,8.02,10.09,8.99
12209,SAIHA,Overall,High,2.07,3.36,2.74,0.36,4.0,2.19,7.74,10.49,9.03
12210,SAITUAL,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12210,SAITUAL,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12210,SAITUAL,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12210,SAITUAL,ST,High,4.9,7.04,6.01,0.06,4.91,2.48,29.01,33.51,31.09
12210,SAITUAL,Overall,High,4.76,7.0,5.92,0.06,4.91,2.48,29.01,33.51,31.09
12211,SERCHHIP,General,High,90.91,0.0,41.18,50.0,0.0,3.03,0.0,0.0,0.0
12211,SERCHHIP,OBC,High,50.0,0.0,18.18,33.33,0.0,0.0,0.0,0.0,0.0
12211,SERCHHIP,SC,High,0.0,0.0,0.0,0.0,21.43,12.5,0.0,0.0,0.0
12211,SERCHHIP,ST,High,4.62,4.56,4.59,0.0,0.4,0.0,12.71,19.93,15.97
12211,SERCHHIP,Overall,High,4.86,4.21,4.52,0.0,0.0,0.0,12.7,19.82,15.91
12301,DIMAPUR,General,High,7.65,9.99,8.88,15.19,13.72,14.42,18.76,21.56,20.2
12301,DIMAPUR,OBC,High,24.78,19.61,22.1,0.0,0.0,0.0,18.44,17.42,17.93
12301,DIMAPUR,SC,High,25.67,25.34,25.5,25.63,30.28,27.92,30.72,30.8,30.75
12301,DIMAPUR,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.73,3.46,2.05
12301,DIMAPUR,Overall,High,2.44,3.6,3.03,2.48,3.28,2.88,5.81,8.51,7.14
12302,KIPHIRE,General,High,82.35,62.75,70.59,73.33,51.43,61.54,91.67,84.62,88.0
12302,KIPHIRE,OBC,High,65.0,61.54,63.04,25.0,31.25,29.17,0.0,66.67,78.95
12302,KIPHIRE,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12302,KIPHIRE,ST,High,6.73,4.46,5.58,0.0,3.35,0.3,37.81,42.65,40.0
12302,KIPHIRE,Overall,High,7.23,5.21,6.2,0.0,4.49,1.47,38.79,43.8,41.08
12303,KOHIMA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,4.38,10.74,7.5
12303,KOHIMA,OBC,High,28.43,21.98,25.12,2.38,10.96,6.98,28.57,30.85,29.69
12303,KOHIMA,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.0,0.0
12303,KOHIMA,ST,High,0.0,0.55,0.0,0.0,3.81,1.88,0.0,1.03,0.0
12303,KOHIMA,Overall,High,0.0,0.25,0.0,0.0,2.71,1.15,0.0,1.77,0.48
12304,LONGLENG,General,High,0.0,0.0,0.0,0.0,83.33,92.16,0.0,0.0,0.0
12304,LONGLENG,OBC,High,54.55,85.19,76.32,50.0,25.0,33.33,66.67,0.0,75.0
12304,LONGLENG,SC,High,96.87,89.13,92.31,94.12,93.75,93.94,0.0,0.0,0.0
12304,LONGLENG,ST,High,10.94,13.03,12.0,2.21,4.74,3.5,31.36,34.2,32.68
12304,LONGLENG,Overall,High,12.22,15.17,13.73,6.01,7.67,6.85,34.38,37.45,35.8
12305,MOKOKCHUNG,General,High,0.0,0.0,0.0,0.0,0.0,0.0,23.33,45.9,38.46
12305,MOKOKCHUNG,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.39,19.51
12305,MOKOKCHUNG,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,37.5,50.0,43.75
12305,MOKOKCHUNG,ST,High,6.82,7.5,7.18,4.03,4.17,4.1,13.26,16.03,14.63
12305,MOKOKCHUNG,Overall,High,4.26,5.59,4.96,2.55,2.64,2.6,13.09,17.63,15.36
12306,MON,General,High,15.43,0.0,4.11,12.17,18.42,15.28,68.25,61.97,64.93
12306,MON,OBC,High,20.0,0.0,7.05,0.0,14.29,0.0,50.0,30.77,40.0
12306,MON,SC,High,61.81,52.41,57.25,43.75,59.09,50.68,33.33,0.0,10.71
12306,MON,ST,High,6.66,10.2,8.44,6.12,8.23,7.13,24.38,28.36,26.28
12306,MON,Overall,High,7.74,10.5,9.12,6.54,9.11,7.77,25.62,29.09,27.28
12307,PEREN,General,Low,58.09,46.99,51.98,40.28,3.23,19.39,46.66,9.57,18.54
12307,PEREN,OBC,Low,0.0,4.82,0.0,0.0,0.0,0.0,72.22,42.86,59.37
12307,PEREN,SC,Low,58.57,45.28,52.85,51.72,12.96,26.51,78.57,3.45,27.91
12307,PEREN,ST,Low,4.26,0.66,2.43,2.88,0.0,1.0,26.07,28.12,27.1
12307,PEREN,Overall,Low,6.27,2.98,4.6,4.51,0.0,1.7,27.74,26.49,27.1
12308,PHEK,General,High,0.0,0.0,0.0,0.0,6.25,0.0,33.33,16.67,22.22
12308,PHEK,OBC,High,45.45,29.41,35.71,0.0,50.0,0.0,60.0,80.0,70.0
12308,PHEK,SC,High,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0
12308,PHEK,ST,High,2.1,4.04,3.11,3.46,4.3,3.88,21.85,26.53,24.06
12308,PHEK,Overall,High,1.91,3.62,2.8,3.15,4.18,3.67,21.96,26.59,24.15
12309,TUENSANG,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12309,TUENSANG,OBC,High,11.11,40.62,30.0,0.0,52.94,31.03,88.89,75.0,82.35
12309,TUENSANG,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12309,TUENSANG,ST,High,5.63,8.58,7.16,6.51,8.1,7.28,37.59,39.7,38.6
12309,TUENSANG,Overall,High,4.08,7.15,5.66,3.25,4.19,3.72,35.54,38.56,37.01
12310,WOKHA,General,High,32.88,21.88,26.63,46.51,58.14,52.33,78.26,81.4,80.3
12310,WOKHA,OBC,High,36.07,42.67,39.7,12.0,40.0,24.44,16.67,0.0,54.55
12310,WOKHA,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.67
12310,WOKHA,ST,High,2.19,2.07,2.13,4.77,5.32,5.04,30.84,34.92,32.83
12310,WOKHA,Overall,High,3.16,3.03,3.09,5.11,5.96,5.53,31.86,36.68,34.24
12311,ZUNHEBOTO,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12311,ZUNHEBOTO,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,33.33
12311,ZUNHEBOTO,SC,High,49.12,33.98,41.94,47.13,69.0,58.82,75.0,50.0,65.57
12311,ZUNHEBOTO,ST,High,15.75,14.35,15.04,11.87,14.09,12.97,27.09,32.38,29.56
12311,ZUNHEBOTO,Overall,High,16.2,14.14,15.16,12.53,15.52,14.01,29.55,32.89,31.09
12401,ANGUL,General,High,0.0,0.0,0.0,0.0,0.78,0.0,0.0,2.29,0.0
12401,ANGUL,OBC,High,0.0,0.0,0.0,8.07,10.76,9.5,35.84,38.38,37.18
12401,ANGUL,SC,High,0.68,0.32,0.49,8.86,11.27,10.11,35.9,37.8,36.86
12401,ANGUL,ST,High,0.0,0.0,0.0,5.02,9.49,7.29,32.56,36.87,34.66
12401,ANGUL,Overall,High,0.0,0.0,0.0,5.85,9.06,7.55,26.59,32.04,29.44
12402,BALASORE,General,High,0.0,0.0,0.0,9.02,9.57,9.31,0.0,0.0,0.0
12402,BALASORE,OBC,High,0.0,0.63,0.26,7.18,8.26,7.73,34.46,38.06,36.32
12402,BALASORE,SC,High,0.0,0.0,0.0,9.19,7.84,8.51,31.5,37.56,34.52
12402,BALASORE,ST,High,1.1,0.0,0.07,9.32,14.63,12.09,32.58,39.44,36.11
12402,BALASORE,Overall,High,0.0,0.0,0.0,8.36,9.55,8.97,25.1,30.82,28.03
12403,BARAGARH,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12403,BARAGARH,OBC,High,0.0,0.0,0.0,3.87,4.34,4.11,25.76,29.23,27.56
12403,BARAGARH,SC,High,0.0,0.0,0.0,1.72,3.74,2.73,28.09,30.27,29.2
12403,BARAGARH,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,25.55,26.72,26.11
12403,BARAGARH,Overall,High,0.0,0.0,0.0,1.77,2.83,2.3,23.62,26.74,25.22
12404,BHADRAK,General,High,0.0,0.62,0.0,5.38,4.91,5.14,4.77,11.78,8.36
12404,BHADRAK,OBC,High,0.0,1.72,0.84,5.66,6.95,6.32,34.31,41.32,37.94
12404,BHADRAK,SC,High,0.62,2.28,1.47,8.54,12.23,10.46,36.33,44.71,40.51
12404,BHADRAK,ST,High,1.22,0.0,0.0,7.97,5.71,6.72,28.34,35.57,32.6
12404,BHADRAK,Overall,High,0.0,1.45,0.58,6.44,7.85,7.18,27.91,35.23,31.66
12405,BOLANGIR,General,High,0.0,0.0,0.0,4.63,1.64,3.08,8.63,1.33,4.71
12405,BOLANGIR,OBC,High,0.0,0.0,0.0,1.65,4.15,2.93,34.27,35.56,34.95
12405,BOLANGIR,SC,High,0.0,0.26,0.06,2.78,4.17,3.49,25.63,29.95,27.87
12405,BOLANGIR,ST,High,0.0,0.0,0.0,3.23,4.12,3.68,27.94,31.76,29.92
12405,BOLANGIR,Overall,High,0.0,0.0,0.0,2.41,4.0,3.22,29.74,31.6,30.7
12406,BOUDH,General,High,0.0,8.28,0.07,11.09,4.3,7.81,0.0,18.79,3.52
12406,BOUDH,OBC,High,3.03,3.61,3.33,2.43,4.33,3.39,38.67,45.01,41.83
12406,BOUDH,SC,High,3.19,1.49,2.33,3.11,1.02,2.07,37.16,40.13,38.6
12406,BOUDH,ST,High,2.11,3.14,2.64,0.0,0.0,0.0,36.04,37.34,36.65
12406,BOUDH,Overall,High,2.51,3.17,2.85,2.48,2.75,2.62,36.02,41.92,38.91
12407,CUTTACK,General,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,4.6
12407,CUTTACK,OBC,Middle,0.0,0.0,0.0,11.27,9.75,10.48,31.36,30.48,30.91
12407,CUTTACK,SC,Middle,0.0,0.0,0.0,10.54,11.18,10.86,28.02,29.93,28.98
12407,CUTTACK,ST,Middle,0.0,0.0,0.0,16.54,16.56,16.55,34.49,43.49,39.46
12407,CUTTACK,Overall,Middle,0.0,0.0,0.0,5.79,6.69,6.26,20.04,23.95,22.09
12408,DEOGARH,General,Middle,0.0,0.0,0.0,5.75,0.0,2.46,24.44,0.0,10.1
12408,DEOGARH,OBC,Middle,0.0,1.08,0.0,7.86,7.12,7.46,25.11,32.26,28.89
12408,DEOGARH,SC,Middle,0.0,1.06,0.35,13.02,12.22,12.61,31.04,33.47,32.32
12408,DEOGARH,ST,Middle,0.72,0.47,0.59,3.55,7.19,5.45,38.5,40.45,39.45
12408,DEOGARH,Overall,Middle,0.0,0.0,0.0,7.09,7.77,7.44,31.16,33.82,32.53
12409,DHENKANAL,General,High,2.82,6.44,4.86,0.0,1.48,0.0,0.0,0.0,0.0
12409,DHENKANAL,OBC,High,0.0,0.0,0.0,11.43,11.06,11.23,30.41,31.72,31.14
12409,DHENKANAL,SC,High,1.45,0.1,0.75,9.14,9.31,9.22,37.82,37.89,37.85
12409,DHENKANAL,ST,High,2.46,2.96,2.7,19.61,21.65,20.6,39.96,39.46,39.71
12409,DHENKANAL,Overall,High,0.33,1.11,0.74,10.1,11.08,10.62,28.51,28.3,28.39
12410,GAJAPATI,General,High,0.0,0.0,0.0,0.0,3.24,0.0,0.0,15.01,3.47
12410,GAJAPATI,OBC,High,0.0,0.0,0.0,12.18,12.55,12.37,38.55,39.55,39.07
12410,GAJAPATI,SC,High,0.0,0.0,0.0,18.5,16.13,17.3,23.86,27.86,26.03
12410,GAJAPATI,ST,High,5.05,4.98,5.02,13.75,15.38,14.59,29.73,27.72,28.69
12410,GAJAPATI,Overall,High,2.43,2.46,2.44,13.02,14.24,13.65,29.5,30.06,29.79
12411,GANJAM,General,Middle,0.0,0.0,0.0,0.0,4.06,1.86,0.0,0.0,0.0
12411,GANJAM,OBC,Middle,0.0,0.31,0.0,5.88,6.27,6.09,31.42,33.47,32.5
12411,GANJAM,SC,Middle,0.0,0.0,0.0,5.53,4.69,5.1,32.54,32.66,32.6
12411,GANJAM,ST,Middle,0.0,0.0,0.0,0.0,0.0,0.0,5.21,3.79,4.43
12411,GANJAM,Overall,Middle,0.0,0.0,0.0,4.63,5.35,5.01,24.08,25.65,24.9
12412,JAGATSINGHPUR,General,Middle,0.0,0.0,0.0,5.65,7.16,6.45,0.0,0.18,0.0
12412,JAGATSINGHPUR,OBC,Middle,0.0,1.12,0.42,10.62,11.21,10.92,21.08,29.36,25.39
12412,JAGATSINGHPUR,SC,Middle,0.0,0.0,0.0,11.09,11.14,11.11,26.63,30.04,28.38
12412,JAGATSINGHPUR,ST,Middle,0.0,0.0,0.0,0.0,0.0,0.0,27.72,7.69,18.96
12412,JAGATSINGHPUR,Overall,Middle,0.0,0.0,0.0,9.47,9.99,9.74,16.86,22.89,20.0
12413,JAJPUR,General,Middle,0.0,1.73,0.0,7.37,13.02,10.36,0.0,7.38,3.88
12413,JAJPUR,OBC,Middle,0.0,0.0,0.0,6.65,6.75,6.7,24.37,30.1,27.39
12413,JAJPUR,SC,Middle,0.0,0.0,0.0,6.33,5.13,5.73,28.41,34.67,31.63
12413,JAJPUR,ST,Middle,0.0,0.0,0.0,7.93,6.71,7.3,28.92,34.28,31.74
