DNo,District,Social Category,Income,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall
12413,JAJPUR,Overall,Middle,0.0,0.0,0.0,6.86,7.72,7.3,20.7,26.79,23.88
12414,JHARSUGUDA,General,High,1.98,0.01,0.93,5.26,5.66,5.47,24.08,19.1,21.49
12414,JHARSUGUDA,OBC,High,0.0,0.0,0.0,12.43,13.44,12.95,30.76,34.75,32.89
12414,JHARSUGUDA,SC,High,3.44,0.0,0.0,15.04,9.88,12.52,34.3,37.5,35.96
12414,JHARSUGUDA,ST,High,1.17,2.15,1.66,8.96,10.14,9.53,30.14,37.06,33.63
12414,JHARSUGUDA,Overall,High,0.77,0.0,0.05,10.45,10.06,10.25,29.87,32.64,31.3
12415,KALAHANDI,General,High,0.0,0.0,0.0,0.0,2.21,0.39,0.0,0.0,0.0
12415,KALAHANDI,OBC,High,0.0,0.0,0.0,5.8,5.26,5.52,36.05,35.82,35.93
12415,KALAHANDI,SC,High,0.0,0.0,0.0,3.29,1.95,2.61,22.85,23.83,23.35
12415,KALAHANDI,ST,High,0.0,0.69,0.0,4.18,4.02,4.1,36.2,38.72,37.5
12415,KALAHANDI,Overall,High,0.0,0.0,0.0,4.53,4.14,4.33,31.45,32.3,31.89
12416,KANDHAMAL,General,High,0.0,0.0,0.0,0.0,0.0,0.0,16.14,16.4,16.28
12416,KANDHAMAL,OBC,High,6.56,7.57,7.08,13.45,18.68,16.04,36.5,44.23,40.27
12416,KANDHAMAL,SC,High,2.67,0.96,1.79,13.89,14.27,14.08,26.87,28.96,27.94
12416,KANDHAMAL,ST,High,0.61,0.0,0.0,5.04,6.36,5.71,25.45,31.17,28.14
12416,KANDHAMAL,Overall,High,1.89,0.78,1.33,6.89,8.85,7.87,27.47,32.32,29.84
12417,KENDRAPARA,General,Low,5.32,8.88,7.24,10.7,19.07,15.15,0.0,0.0,0.0
12417,KENDRAPARA,OBC,Low,0.0,0.0,0.0,5.7,6.11,5.91,30.26,34.59,32.48
12417,KENDRAPARA,SC,Low,1.16,2.08,1.64,6.25,8.47,7.39,32.33,35.35,33.85
12417,KENDRAPARA,ST,Low,3.42,0.0,0.0,0.0,4.03,0.0,0.0,11.45,5.31
12417,KENDRAPARA,Overall,Low,0.0,0.41,0.01,6.43,8.88,7.7,22.78,28.55,25.71
12418,KEONJHAR,General,Low,0.0,0.0,0.0,0.0,2.1,0.0,0.0,10.34,1.66
12418,KEONJHAR,OBC,Low,5.28,5.79,5.55,11.54,11.62,11.59,33.51,35.47,34.53
12418,KEONJHAR,SC,Low,2.32,0.08,1.19,7.92,7.38,7.65,26.56,28.08,27.31
12418,KEONJHAR,ST,Low,0.0,0.0,0.0,5.76,8.62,7.19,34.44,40.57,37.48
12418,KEONJHAR,Overall,Low,0.55,0.87,0.72,6.82,8.86,7.85,30.05,35.01,32.56
12419,KHURDHA,General,Low,4.96,7.02,6.08,7.29,11.19,9.43,0.0,0.22,0.0
12419,KHURDHA,OBC,Low,0.0,0.0,0.0,3.75,4.35,4.06,32.52,32.17,32.34
12419,KHURDHA,SC,Low,0.0,0.0,0.0,11.69,9.66,10.65,22.52,23.74,23.13
12419,KHURDHA,ST,Low,0.0,0.0,0.0,3.54,1.9,2.64,0.0,8.12,2.0
12419,KHURDHA,Overall,Low,0.0,0.0,0.0,6.37,7.77,7.11,12.28,14.29,13.34
12420,KORAPUT,General,High,0.0,2.97,0.99,0.0,0.0,0.0,25.03,23.64,24.29
12420,KORAPUT,OBC,High,0.0,0.49,0.0,7.69,7.67,7.68,25.67,30.52,28.44
12420,KORAPUT,SC,High,2.52,2.99,2.75,14.87,15.61,15.24,42.34,43.78,43.1
12420,KORAPUT,ST,High,3.47,4.53,4.0,11.66,12.02,11.85,43.58,45.04,44.35
12420,KORAPUT,Overall,High,2.09,3.46,2.79,9.22,9.54,9.38,37.09,38.36,37.77
12421,MALKANGIRI,General,High,0.0,0.0,0.0,0.0,0.0,0.0,3.98,10.17,7.26
12421,MALKANGIRI,OBC,High,0.0,0.0,0.0,9.52,13.88,11.87,35.92,42.16,39.47
12421,MALKANGIRI,SC,High,2.12,3.05,2.6,14.63,15.92,15.29,37.18,36.88,37.02
12421,MALKANGIRI,ST,High,0.0,1.26,0.15,6.82,11.45,9.26,28.05,30.83,29.63
12421,MALKANGIRI,Overall,High,0.0,0.25,0.0,7.19,10.15,8.74,27.65,30.15,29.01
12422,MAYURBHANJ,General,High,0.0,0.0,0.0,4.19,10.56,7.54,0.0,0.0,0.0
12422,MAYURBHANJ,OBC,High,0.0,0.3,0.04,10.82,11.34,11.09,29.76,32.1,30.94
12422,MAYURBHANJ,SC,High,0.0,0.0,0.0,1.9,12.89,7.65,20.9,28.75,24.76
12422,MAYURBHANJ,ST,High,0.27,0.4,0.34,10.57,13.1,11.84,31.49,35.63,33.51
12422,MAYURBHANJ,Overall,High,0.0,0.0,0.0,9.67,12.55,11.14,27.75,31.87,29.78
12423,NABARANGPUR,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12423,NABARANGPUR,OBC,High,0.0,1.15,0.3,8.06,9.46,8.8,47.9,47.1,47.45
12423,NABARANGPUR,SC,High,0.0,0.0,0.0,3.5,9.94,6.8,40.08,41.81,40.98
12423,NABARANGPUR,ST,High,1.3,2.15,1.73,7.77,10.5,9.17,39.47,42.31,40.92
12423,NABARANGPUR,Overall,High,0.08,1.27,0.68,6.44,9.12,7.82,38.07,40.3,39.24
12424,NAYAGARH,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12424,NAYAGARH,OBC,High,0.0,0.29,0.0,8.44,9.23,8.86,27.63,34.8,31.59
12424,NAYAGARH,SC,High,0.0,0.0,0.0,4.09,3.92,4.0,22.53,27.2,24.89
12424,NAYAGARH,ST,High,0.0,0.0,0.0,10.46,11.92,11.23,14.05,18.89,16.57
12424,NAYAGARH,Overall,High,0.0,0.0,0.0,5.24,7.43,6.42,16.28,23.46,20.2
12425,NUAPADA,General,High,0.0,0.0,0.0,0.0,3.82,0.0,11.06,0.0,5.1
12425,NUAPADA,OBC,High,0.0,0.4,0.0,4.63,5.51,5.08,41.02,42.67,41.88
12425,NUAPADA,SC,High,0.0,0.0,0.0,3.22,2.06,2.64,27.49,27.31,27.39
12425,NUAPADA,ST,High,0.0,0.0,0.0,5.69,7.48,6.61,41.24,45.28,43.27
12425,NUAPADA,Overall,High,0.0,0.0,0.0,4.21,5.69,4.96,38.14,39.9,39.04
12426,PURI,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12426,PURI,OBC,High,1.65,2.99,2.35,12.9,13.03,12.97,34.75,40.83,37.93
12426,PURI,SC,High,0.0,0.0,0.0,9.19,9.67,9.43,25.1,30.92,28.05
12426,PURI,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,16.67,19.68,18.58
12426,PURI,Overall,High,0.0,0.59,0.0,6.61,7.87,7.26,17.05,23.24,20.28
12427,RAYAGADA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12427,RAYAGADA,OBC,High,0.0,0.0,0.0,9.21,6.85,7.97,34.64,31.84,33.15
12427,RAYAGADA,SC,High,0.0,0.53,0.0,6.11,10.23,8.24,22.57,31.66,27.13
12427,RAYAGADA,ST,High,4.46,4.03,4.24,7.69,9.96,8.9,38.11,40.18,39.14
12427,RAYAGADA,Overall,High,1.75,2.38,2.07,6.09,8.73,7.49,31.16,34.33,32.77
12428,SAMBALPUR,General,High,0.0,0.0,0.0,2.51,9.08,6.08,4.75,9.84,7.46
12428,SAMBALPUR,OBC,High,0.34,0.0,0.0,4.5,3.92,4.19,19.76,19.96,19.87
12428,SAMBALPUR,SC,High,0.0,0.0,0.0,7.03,6.7,6.86,23.61,24.89,24.24
12428,SAMBALPUR,ST,High,0.0,0.0,0.0,3.61,8.28,6.1,27.4,31.31,29.37
12428,SAMBALPUR,Overall,High,0.0,0.0,0.0,4.34,7.06,5.77,21.15,23.43,22.32
12429,SONEPUR,General,High,0.0,0.0,0.0,2.05,5.79,4.05,0.0,0.0,0.0
12429,SONEPUR,OBC,High,1.62,2.64,2.14,6.51,7.15,6.84,23.52,34.58,29.26
12429,SONEPUR,SC,High,0.74,0.0,0.0,5.01,6.25,5.64,23.19,29.55,26.43
12429,SONEPUR,ST,High,0.0,0.0,0.0,2.19,2.28,2.23,19.91,34.07,27.33
12429,SONEPUR,Overall,High,0.0,0.0,0.0,5.35,6.33,5.85,21.62,29.65,25.78
12430,SUNDERGARH,General,High,0.0,0.0,0.0,0.0,4.72,2.36,0.0,10.88,4.14
12430,SUNDERGARH,OBC,High,2.67,0.92,1.78,8.27,8.92,8.6,25.87,29.22,27.56
12430,SUNDERGARH,SC,High,7.6,7.24,7.42,13.85,14.36,14.11,13.7,27.05,20.34
12430,SUNDERGARH,ST,High,2.85,3.18,3.01,8.06,10.49,9.27,22.63,32.7,27.59
12430,SUNDERGARH,Overall,High,1.65,2.02,1.84,7.06,9.45,8.28,16.89,26.82,21.88
12501,KARAIKAL,General,High,24.32,9.64,16.98,40.43,38.68,39.5,51.56,45.62,48.41
12501,KARAIKAL,OBC,High,0.0,1.22,0.48,0.91,1.37,1.15,0.37,11.28,5.95
12501,KARAIKAL,SC,High,6.4,3.68,5.03,0.65,3.34,2.08,6.65,9.56,8.16
12501,KARAIKAL,ST,High,0.0,13.33,9.52,50.0,66.67,63.64,66.67,0.0,50.0
12501,KARAIKAL,Overall,High,2.59,2.22,2.4,3.18,4.15,3.68,4.66,13.09,8.99
12502,MAHE,General,High,0.0,0.0,0.0,0.0,3.23,0.0,3.49,0.0,0.0
12502,MAHE,OBC,High,0.0,0.0,0.0,7.28,0.43,3.8,0.0,0.0,0.0
12502,MAHE,SC,High,32.61,20.75,26.26,7.89,0.0,4.69,20.0,0.0,0.0
12502,MAHE,ST,High,0.0,50.0,33.33,50.0,0.0,25.0,0.0,0.0,0.0
12502,MAHE,Overall,High,0.0,0.0,0.0,6.25,0.69,3.42,0.0,0.0,0.0
12503,PONDICHERRY,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12503,PONDICHERRY,OBC,High,7.11,7.07,7.09,5.0,9.76,7.46,5.39,12.81,9.19
12503,PONDICHERRY,SC,High,8.83,10.35,9.61,6.02,6.71,6.38,7.27,14.48,10.97
12503,PONDICHERRY,ST,High,0.0,0.0,0.0,17.69,0.0,0.0,55.29,0.0,21.97
12503,PONDICHERRY,Overall,High,3.71,3.87,3.79,1.62,2.61,2.13,4.24,8.0,6.17
12504,YANAM,General,High,10.16,14.54,12.45,0.0,0.91,0.0,0.0,0.0,0.0
12504,YANAM,OBC,High,11.52,14.99,13.25,4.23,0.89,2.48,23.93,29.78,26.91
12504,YANAM,SC,High,10.85,6.93,9.01,0.65,5.76,3.48,3.94,14.84,9.41
12504,YANAM,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12504,YANAM,Overall,High,11.12,13.45,12.28,2.35,1.75,2.03,12.29,20.53,16.55
12601,AMRITSAR,General,High,0.0,1.16,0.27,7.9,8.36,8.16,22.23,23.12,22.74
12601,AMRITSAR,OBC,High,0.08,0.0,0.0,6.85,9.89,8.49,2.26,2.82,2.55
12601,AMRITSAR,SC,High,0.0,0.0,0.0,6.3,6.49,6.41,6.95,3.2,4.94
12601,AMRITSAR,ST,High,0.0,46.28,22.56,8.16,37.29,24.07,0.0,0.0,0.0
12601,AMRITSAR,Overall,High,0.0,0.0,0.0,7.14,7.89,7.56,14.96,15.09,15.02
12602,BARNALA,General,High,5.05,5.07,5.06,8.99,11.12,10.19,28.45,27.47,27.89
12602,BARNALA,OBC,High,0.57,0.0,0.0,5.23,4.91,5.06,2.84,6.33,4.71
12602,BARNALA,SC,High,1.26,2.3,1.81,3.95,5.61,4.81,7.98,6.98,7.44
12602,BARNALA,ST,High,60.0,0.0,81.82,0.0,0.0,0.0,0.0,0.0,50.0
12602,BARNALA,Overall,High,2.82,3.22,3.04,6.42,8.24,7.4,17.71,18.11,17.93
12603,BATHINDA,General,High,2.57,2.27,2.4,9.57,11.98,10.93,23.57,25.37,24.6
12603,BATHINDA,OBC,High,0.0,0.0,0.0,3.86,3.33,3.59,0.0,1.14,0.01
12603,BATHINDA,SC,High,0.23,1.03,0.64,4.43,6.21,5.37,4.5,6.9,5.75
12603,BATHINDA,ST,High,72.58,28.85,52.63,60.71,40.0,50.0,0.0,38.46,16.67
12603,BATHINDA,Overall,High,0.88,1.21,1.06,6.67,8.66,7.75,13.4,16.48,15.1
12604,FARIDKOT,General,High,5.57,5.29,5.41,9.55,11.82,10.86,26.97,27.65,27.37
12604,FARIDKOT,OBC,High,0.0,0.0,0.0,2.42,2.83,2.63,2.37,0.0,0.0
12604,FARIDKOT,SC,High,0.0,0.0,0.0,3.28,3.09,3.18,5.47,0.58,2.99
12604,FARIDKOT,ST,High,0.0,25.0,3.7,0.0,44.44,11.11,0.0,0.0,0.0
12604,FARIDKOT,Overall,High,1.09,0.79,0.93,5.63,7.02,6.39,15.2,14.74,14.95
12605,FATEHGARHSAHIB,General,High,7.09,7.9,7.54,15.18,14.64,14.87,33.7,31.72,32.55
12605,FATEHGARHSAHIB,OBC,High,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0
12605,FATEHGARHSAHIB,SC,High,0.0,0.0,0.0,3.04,2.89,2.96,0.0,0.0,0.0
12605,FATEHGARHSAHIB,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12605,FATEHGARHSAHIB,Overall,High,3.15,3.48,3.33,8.34,8.69,8.53,14.88,15.64,15.31
12606,FAZILKA,General,High,8.48,10.23,9.47,16.6,21.76,19.61,38.97,37.9,38.34
12606,FAZILKA,OBC,High,0.0,0.0,0.0,8.06,8.19,8.13,5.9,1.8,3.67
12606,FAZILKA,SC,High,0.0,0.0,0.0,4.28,5.63,4.99,5.27,2.11,3.55
12606,FAZILKA,ST,High,29.17,44.0,36.73,0.0,0.0,0.0,0.0,0.0,25.0
12606,FAZILKA,Overall,High,1.43,1.94,1.7,8.21,10.85,9.66,16.34,15.12,15.66
12607,FIROZPUR,General,High,4.58,5.37,5.03,11.7,14.2,13.13,29.56,32.75,31.41
12607,FIROZPUR,OBC,High,0.0,0.0,0.0,5.09,4.95,5.01,0.0,0.46,0.0
12607,FIROZPUR,SC,High,0.0,0.24,0.0,4.38,4.32,4.35,7.21,4.22,5.65
12607,FIROZPUR,ST,High,3.03,33.33,22.22,13.33,15.0,14.29,28.57,50.0,45.45
12607,FIROZPUR,Overall,High,1.18,2.16,1.71,7.16,8.46,7.87,16.11,18.04,17.18
12608,GURDASPUR,General,High,0.0,0.0,0.0,8.29,12.26,10.57,27.12,26.19,26.58
12608,GURDASPUR,OBC,High,0.0,0.0,0.0,1.43,3.08,2.31,0.0,1.77,0.73
12608,GURDASPUR,SC,High,0.0,0.0,0.0,3.44,3.98,3.73,4.56,4.44,4.5
12608,GURDASPUR,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12608,GURDASPUR,Overall,High,0.0,0.0,0.0,4.91,7.64,6.42,14.71,15.48,15.14
12609,HOSHIARPUR,General,High,3.43,2.97,3.18,12.24,12.64,12.46,31.14,36.87,34.42
12609,HOSHIARPUR,OBC,High,0.0,0.0,0.0,0.0,1.19,0.23,0.0,0.0,0.0
12609,HOSHIARPUR,SC,High,0.0,0.0,0.0,2.45,3.55,3.04,1.51,1.04,1.25
12609,HOSHIARPUR,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,55.56
12609,HOSHIARPUR,Overall,High,0.02,0.03,0.02,5.58,6.85,6.26,14.19,17.49,16.03
12610,JALANDHAR,General,High,2.04,3.27,2.71,11.85,14.02,13.05,25.67,31.15,28.72
12610,JALANDHAR,OBC,High,0.0,0.0,0.0,1.59,1.7,1.65,0.0,2.26,0.79
12610,JALANDHAR,SC,High,0.0,0.88,0.22,3.39,4.15,3.79,2.43,4.68,3.61
12610,JALANDHAR,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12610,JALANDHAR,Overall,High,0.57,1.53,1.08,7.28,8.82,8.11,13.82,18.65,16.43
12611,KAPURTHALA,General,High,1.99,1.24,1.58,11.01,12.55,11.86,30.25,33.67,32.19
12611,KAPURTHALA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.57
12611,KAPURTHALA,SC,High,4.73,3.5,4.09,5.57,7.09,6.36,3.85,8.82,6.49
12611,KAPURTHALA,ST,High,22.62,19.47,20.81,0.0,1.64,0.0,9.37,13.51,11.59
12611,KAPURTHALA,Overall,High,2.56,1.66,2.08,6.58,7.76,7.22,15.78,21.05,18.69
12612,LUDHIANA,General,High,4.7,6.57,5.72,12.15,14.16,13.26,25.74,29.29,27.73
12612,LUDHIANA,OBC,High,0.0,0.12,0.0,2.09,4.04,3.13,3.77,6.75,5.37
12612,LUDHIANA,SC,High,0.72,0.0,0.17,3.42,3.95,3.7,2.66,5.53,4.19
12612,LUDHIANA,ST,High,67.31,72.79,70.42,47.06,64.06,58.16,44.44,68.42,60.71
12612,LUDHIANA,Overall,High,3.23,4.53,3.93,9.09,10.97,10.11,17.9,21.8,20.06
12613,MALERKOTLA,General,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12613,MALERKOTLA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12613,MALERKOTLA,SC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12613,MALERKOTLA,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12613,MALERKOTLA,Overall,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12614,MANSA,General,High,2.79,3.43,3.16,9.16,12.83,11.29,27.53,28.49,28.09
12614,MANSA,OBC,High,0.0,0.0,0.0,2.51,3.4,2.97,0.0,2.86,1.3
12614,MANSA,SC,High,0.36,1.71,1.07,4.54,4.47,4.5,4.45,4.25,4.35
12614,MANSA,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12614,MANSA,Overall,High,1.1,1.81,1.48,6.25,8.45,7.46,15.66,17.55,16.72
12615,MOGA,General,High,0.61,1.0,0.83,8.39,9.99,9.29,27.67,29.44,28.67
12615,MOGA,OBC,High,0.0,0.0,0.0,0.35,5.56,3.18,0.0,6.13,3.28
12615,MOGA,SC,High,0.0,0.0,0.0,0.89,2.2,1.58,4.26,5.56,4.95
12615,MOGA,ST,High,0.0,96.55,98.08,0.0,0.0,0.0,0.0,0.0,0.0
12615,MOGA,Overall,High,0.0,0.0,0.0,3.92,6.05,5.06,14.62,17.69,16.31
12616,MOHALI,General,High,6.51,7.96,7.3,12.86,16.61,14.96,37.16,36.78,36.94
12616,MOHALI,OBC,High,0.0,0.0,0.0,3.97,5.11,4.6,6.98,5.02,5.91
12616,MOHALI,SC,High,0.38,0.0,0.0,2.06,3.34,2.74,3.72,6.4,5.18
12616,MOHALI,ST,High,43.48,35.38,38.74,43.75,34.37,37.5,0.0,0.0,0.0
12616,MOHALI,Overall,High,4.11,4.93,4.55,9.03,12.13,10.74,24.21,25.07,24.7
12617,MUKTSAR,General,High,4.44,5.82,5.24,11.07,13.81,12.68,29.28,30.45,29.97
12617,MUKTSAR,OBC,High,0.0,0.0,0.0,0.96,5.12,3.21,1.87,5.26,3.65
12617,MUKTSAR,SC,High,0.0,0.74,0.31,4.52,4.95,4.75,6.14,5.94,6.03
12617,MUKTSAR,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12617,MUKTSAR,Overall,High,1.12,2.45,1.84,6.36,8.48,7.52,15.26,17.54,16.53
12618,NAWANSHAHR,General,High,4.26,6.56,5.5,14.48,15.6,15.08,36.21,42.75,39.94
12618,NAWANSHAHR,OBC,High,1.8,0.0,0.49,2.07,4.94,3.58,2.31,2.53,2.43
12618,NAWANSHAHR,SC,High,0.0,0.0,0.0,2.64,3.67,3.18,2.03,3.8,2.98
12618,NAWANSHAHR,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12618,NAWANSHAHR,Overall,High,1.29,2.15,1.75,6.6,8.12,7.41,15.29,19.64,17.7
12619,PATHANKOT,General,High,3.56,4.87,4.28,17.01,17.39,17.22,34.74,35.14,34.98
12619,PATHANKOT,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12619,PATHANKOT,SC,High,0.0,0.0,0.0,1.61,1.41,1.5,0.0,0.0,0.0
12619,PATHANKOT,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12619,PATHANKOT,Overall,High,0.0,0.05,0.0,8.21,8.68,8.47,16.85,18.74,17.91
12620,PATIALA,General,High,8.47,9.21,8.89,14.68,14.75,14.73,28.8,29.54,29.22
12620,PATIALA,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12620,PATIALA,SC,High,0.0,0.0,0.0,1.55,0.99,1.26,0.0,1.93,0.8
12620,PATIALA,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12620,PATIALA,Overall,High,2.66,3.15,2.92,7.37,7.88,7.65,15.52,17.57,16.66
12621,RUPNAGAR,General,High,4.38,5.0,4.71,16.69,17.69,17.25,33.04,35.06,34.19
12621,RUPNAGAR,OBC,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12621,RUPNAGAR,SC,High,0.0,0.0,0.0,0.93,0.81,0.86,0.0,0.0,0.0
12621,RUPNAGAR,ST,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12621,RUPNAGAR,Overall,High,0.01,0.0,0.0,6.41,7.46,6.98,12.69,16.53,14.84
12622,SANGRUR,General,High,23.77,23.38,23.55,30.61,30.25,30.4,46.72,47.19,46.99
12622,SANGRUR,OBC,High,45.91,43.76,44.77,47.28,46.81,47.04,46.31,44.73,45.48
12622,SANGRUR,SC,High,17.75,18.13,17.95,21.09,21.0,21.04,21.66,23.45,22.62
12622,SANGRUR,ST,High,10.26,0.0,4.5,0.0,33.33,21.87,33.33,0.0,0.0
12622,SANGRUR,Overall,High,26.6,25.93,26.23,31.11,30.71,30.89,38.67,39.72,39.25
12623,TARANTARAN,General,High,0.0,0.0,0.0,8.12,8.64,8.42,27.09,24.31,25.48
12623,TARANTARAN,OBC,High,0.0,0.0,0.0,0.89,0.58,0.73,0.47,2.27,1.46
12623,TARANTARAN,SC,High,0.0,0.0,0.0,5.15,4.09,4.59,11.18,8.63,9.79
12623,TARANTARAN,ST,High,95.24,89.13,92.05,88.89,89.47,89.19,0.0,0.0,0.0
12623,TARANTARAN,Overall,High,0.0,0.0,0.0,5.99,5.96,5.97,18.4,16.8,17.49
12701,AJMER,General,High,3.23,4.41,3.86,2.04,2.83,2.47,5.86,9.48,7.85
12701,AJMER,OBC,High,1.5,2.38,1.96,3.45,3.4,3.42,10.44,11.16,10.84
12701,AJMER,SC,High,1.94,2.78,2.37,4.08,3.66,3.86,7.85,9.63,8.79
12701,AJMER,ST,High,0.0,0.97,0.16,6.93,6.19,6.51,11.29,11.66,11.5
12701,AJMER,Overall,High,1.75,2.7,2.25,3.44,3.43,3.44,9.24,10.63,10.01
12702,ALWAR,General,High,5.08,2.24,3.55,5.52,4.33,4.88,5.64,5.38,5.5
12702,ALWAR,OBC,High,2.23,2.9,2.59,5.71,4.82,5.22,10.15,10.41,10.3
12702,ALWAR,SC,High,0.32,0.28,0.3,3.34,2.87,3.1,8.66,8.63,8.64
12702,ALWAR,ST,High,2.68,3.53,3.12,3.03,2.35,2.68,5.35,2.97,4.1
12702,ALWAR,Overall,High,2.24,2.37,2.31,5.0,4.2,4.57,8.75,8.78,8.76
12703,BANSWARA,General,High,4.1,1.12,2.47,2.76,5.66,4.34,2.26,3.04,2.69
12703,BANSWARA,OBC,High,5.13,6.67,5.95,1.58,2.8,2.24,3.47,5.34,4.46
12703,BANSWARA,SC,High,0.0,0.0,0.0,0.96,5.07,3.16,8.01,13.35,10.88
12703,BANSWARA,ST,High,4.43,4.53,4.48,6.33,7.28,6.83,10.14,12.21,11.21
12703,BANSWARA,Overall,High,4.23,4.26,4.24,5.56,6.73,6.17,9.02,11.06,10.08
12704,BARAN,General,High,5.15,4.87,5.0,0.0,0.0,0.0,6.4,5.02,5.68
12704,BARAN,OBC,High,4.49,4.08,4.28,4.59,6.08,5.39,5.93,8.09,7.09
12704,BARAN,SC,High,4.03,3.71,3.86,4.69,6.27,5.52,7.02,5.71,6.32
12704,BARAN,ST,High,10.83,11.57,11.22,6.44,6.27,6.35,5.66,5.66,5.66
12704,BARAN,Overall,High,6.21,6.15,6.18,4.62,5.6,5.14,6.14,6.84,6.52
12705,BARMER,General,Low,1.91,1.31,1.58,6.63,5.6,6.05,12.73,11.66,12.09
12705,BARMER,OBC,Low,2.07,2.54,2.32,5.13,4.43,4.75,10.88,12.24,11.66
12705,BARMER,SC,Low,0.05,1.45,0.79,5.31,4.4,4.82,8.99,10.64,9.92
12705,BARMER,ST,Low,1.26,1.84,1.58,10.02,10.74,10.46,17.04,20.34,19.27
12705,BARMER,Overall,Low,1.6,2.14,1.89,5.61,5.0,5.27,10.94,12.25,11.7
12706,BHARATPUR,General,High,6.85,7.12,6.99,6.98,7.25,7.13,9.47,8.13,8.72
12706,BHARATPUR,OBC,High,0.0,0.03,0.0,3.48,3.55,3.52,8.95,8.29,8.57
12706,BHARATPUR,SC,High,2.12,2.42,2.27,2.75,3.96,3.38,8.8,7.91,8.31
12706,BHARATPUR,ST,High,0.0,0.0,0.0,3.36,5.1,4.29,5.75,7.16,6.52
12706,BHARATPUR,Overall,High,1.23,1.29,1.26,3.72,4.14,3.95,8.9,8.15,8.49
12707,BHILWARA,General,High,3.32,5.41,4.43,4.49,5.18,4.86,9.55,10.45,10.03
12707,BHILWARA,OBC,High,2.46,2.65,2.56,4.5,4.73,4.62,9.18,13.09,11.27
12707,BHILWARA,SC,High,2.26,2.89,2.59,4.75,5.14,4.96,7.42,11.73,9.71
12707,BHILWARA,ST,High,4.7,4.14,4.4,7.9,10.11,9.16,7.64,12.86,10.72
12707,BHILWARA,Overall,High,2.79,3.24,3.03,4.81,5.38,5.11,8.83,12.38,10.74
12708,BIKANER,General,Low,4.61,4.41,4.5,5.95,4.11,4.95,6.45,4.2,5.22
12708,BIKANER,OBC,Low,3.49,4.79,4.17,4.68,5.78,5.27,7.7,9.61,8.74
12708,BIKANER,SC,Low,2.01,2.76,2.41,4.15,5.99,5.15,9.06,8.53,8.75
12708,BIKANER,ST,Low,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0
12708,BIKANER,Overall,Low,3.15,3.94,3.57,4.76,5.28,5.04,7.66,8.03,7.87
12709,BUNDI,General,Middle,0.89,1.21,1.06,1.76,2.61,2.21,0.0,0.0,0.0
12709,BUNDI,OBC,Middle,0.79,1.03,0.91,2.66,1.18,1.88,8.61,5.07,6.65
12709,BUNDI,SC,Middle,0.77,2.48,1.65,1.89,1.33,1.59,6.84,6.79,6.81
12709,BUNDI,ST,Middle,1.74,0.78,1.24,4.29,4.48,4.39,11.24,6.9,8.89
12709,BUNDI,Overall,Middle,0.99,1.29,1.15,2.78,2.01,2.37,8.04,5.28,6.53
12710,CHITTAURGARH,General,High,4.57,5.48,5.05,4.22,7.54,6.01,9.17,14.82,12.2
12710,CHITTAURGARH,OBC,High,2.29,2.6,2.45,4.68,4.49,4.58,9.3,12.28,10.91
